current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,CBOE,Cboe Global Markets,Financials,1,282.170013,,,,,,,,,,
2,KVUE,Kenvue,Consumer Staples,2,19.195,,,,,,,,,,
3,BRKR,Bruker Corporation - Common Stock,,3,60.244999,,,,,,,,,,
4,GWRS,GLOBAL WATER RESOURCES INC,Utilities,4,7.3168,,,,,,,,,,
5,DUK,Duke Energy,Utilities,5,127.754997,,,,,,,,,,
6,VSAT,VIASAT INC,Information Technology,6,74.480003,,,,,,,,,,
7,RCUS,ARCUS BIOSCIENCES INC,Health Care,7,29.49,,,,,,,,,,
8,SWK,Stanley Black & Decker,Industrials,8,89.230003,,,,,,,,,,
9,AVGO,Broadcom,Information Technology,9,396.679993,,,,,,,,,,
10,PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,10,11.71,,,,,,,,,,
11,APA,APA Corporation,Energy,11,36.09,,47,35.77,0.00894604,,,,,,
12,DVN,Devon Energy,Energy,12,44.904999,,48,44.099998,0.01825399,,,,,,
13,CME,CME Group,Financials,13,250.419998,,,,,,,,,,
14,UVV,UNIVERSAL CORP,Consumer Staples,14,53.380001,,,,,,,,,,
15,CNR,CORE NATURAL RESOURCES INC,Energy,15,87.709999,,,,,,,,,,
16,MRX,MAREX GROUP LTD,Financials,16,66.190002,,,,,,,,,,
17,BRBR,BELLRING BRANDS INC,Consumer Staples,17,12.91,,,,,,,,,,
18,LBRX,LB PHARMACEUTICALS INC,Health Care,18,35.900002,,,,,,,,,,
19,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,19,42.950001,,,,,,,,,,
20,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,20,22.59,,,,,,,,,,
21,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,21,22.870001,,,,,,,,,,
22,ARKO,ARKO,Consumer Discretionary,22,8.155,,,,,,,,,,
23,GM,General Motors,Consumer Discretionary,23,81.860001,,8,79.510002,0.02955602,,,,,,
24,HPE,Hewlett Packard Enterprise,Information Technology,24,48.369999,,,,,,,,,,
25,HMH,HMH HOLDING INC CLASS A,Energy,25,20.73,,6,19.85,0.04433249,,,,,,
26,BKV,BKV CORP,Energy,26,26.780001,,,,,,,,,,
27,XP,XP Inc. - Class A Common Stock,,27,17.225,,,,,,,,,,
28,DELL,Dell Technologies,Information Technology,28,440.095001,,,,,,,,,,
29,ICHR,ICHOR HOLDINGS LTD,Information Technology,29,96.349998,,,,,,,,,,
30,WHD,CACTUS INC CLASS A,Energy,30,55.509998,,,,,,,,,,
31,AMD,Advanced Micro Devices,Information Technology,31,553.919983,,,,,,,,,,
32,AMGN,Amgen,Health Care,32,367.684998,,,,,,,,,,
33,FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,33,12.445,,,,,,,,,,
34,SJM,J.M. Smucker Company (The),Consumer Staples,34,117.565002,,,,,45,112.519997,,,,
35,FDX,FedEx,Industrials,35,319.285004,,,,,,,,,,
36,PRGO,PERRIGO PLC,Health Care,36,10.615,,,,,25,10.58,,,,
37,IPI,INTREPID POTASH INC,Materials,37,34.8699,,,,,,,,,,
38,ALLE,Allegion,Industrials,38,139.869995,,,,,,,,,,
39,MDLZ,Mondelez International,Consumer Staples,39,60.799999,,,,,,,,,,
40,GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",,40,52.724998,,,,,,,,,,
41,MRK,Merck & Co.,Health Care,41,127.849998,,,,,,,,40,127.5,
42,UNH,UnitedHealth Group,Health Care,42,434.640015,,,,,,,,,,
43,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,43,16.389999,,,,,,,,,,
44,GATX,GATX CORP,Industrials,44,179.759995,,,,,,,,,,
45,TPL,Texas Pacific Land Corporation,Energy,45,430.225006,,,,,,,,,,
46,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,46,185.559998,,,,,,,,,,
47,AKAM,Akamai Technologies,Information Technology,47,123.779999,,4,124.910004,-0.00904655,11,123.129997,0.01445632,,,
48,SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,48,93.419998,,,,,,,,,,
49,LYB,LyondellBasell,Materials,49,62.400002,,,,,,,,,,
50,TXT,Textron,Industrials,50,91.394997,,,,,,,,,,
