current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,SJM,J.M. Smucker Company (The),Consumer Staples,1,117.565002,,,,,,,,,,
2,APA,APA Corporation,Energy,2,36.09,,23,35.77,0.00894604,,,,,,
3,DVN,Devon Energy,Energy,3,44.904999,,24,44.099998,0.01825399,,,,,,
4,GM,General Motors,Consumer Discretionary,4,81.860001,,49,79.510002,0.02955602,,,,,,
5,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,5,42.950001,,,,,,,,,,
6,CBOE,Cboe Global Markets,Financials,6,282.170013,,,,,,,,,,
7,UVV,UNIVERSAL CORP,Consumer Staples,7,53.380001,,,,,,,,,,
8,XP,XP Inc. - Class A Common Stock,,8,17.225,,,,,,,,,,
9,CNR,CORE NATURAL RESOURCES INC,Energy,9,87.709999,,,,,,,,,,
10,AVGO,Broadcom,Information Technology,10,396.679993,,,,,,,,,,
11,KVUE,Kenvue,Consumer Staples,11,19.195,,,,,,,,,,
12,HMH,HMH HOLDING INC CLASS A,Energy,12,20.73,,,,,,,,,,
13,ALLE,Allegion,Industrials,13,139.869995,,,,,,,,,,
14,BRKR,Bruker Corporation - Common Stock,,14,60.244999,,,,,,,,,,
15,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,15,16.389999,,31,16.18,0.01297892,,,,,,
16,WHD,CACTUS INC CLASS A,Energy,16,55.509998,,,,,,,,,,
17,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,17,40.900002,,30,40.98,-0.00195212,,,,,,
18,GATX,GATX CORP,Industrials,18,179.759995,,,,,,,,,,
19,AMGN,Amgen,Health Care,19,367.684998,,,,,,,,,,
20,GWRS,GLOBAL WATER RESOURCES INC,Utilities,20,7.3168,,,,,,,,,,
21,SWK,Stanley Black & Decker,Industrials,21,89.230003,,,,,,,,,,
22,DUK,Duke Energy,Utilities,22,127.754997,,,,,,,,,,
23,BRBR,BELLRING BRANDS INC,Consumer Staples,23,12.91,,,,,,,,,,
24,FOXA,Fox Corporation (Class A),Communication Services,24,56.630001,,,,,21,57.48,,,,
25,MGPI,MGP INGREDIENTS INC,Consumer Staples,25,18.3099,,,,,16,18.209999,,,,
26,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,26,18.5,,,,,,,,,,
27,VSAT,VIASAT INC,Information Technology,27,74.480003,,,,,,,,,,
28,TPL,Texas Pacific Land Corporation,Energy,28,430.225006,,,,,,,,25,415.700012,
29,RCUS,ARCUS BIOSCIENCES INC,Health Care,29,29.49,,,,,,,,,,
30,VTOL,BRISTOW GROUP INC,Energy,30,45.134998,,22,45.09,0.00099796,,,,,,
31,TAP,Molson Coors Beverage Company,Consumer Staples,31,41.130001,,,,,,,,,,
32,TFIN,TRIUMPH FINANCIAL INC,Financials,32,82.449997,,,,,,,,,,
33,CSTL,CASTLE BIOSCIENCES INC,Health Care,33,24.809999,,,,,,,,,,
34,ICE,Intercontinental Exchange,Financials,34,142.179993,,,,,,,,,,
35,FIVE,"Five Below, Inc. - Common Stock",,35,205.220001,,,,,4,204.139999,,,,
36,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,36,40.73,,43,40.759998,-0.00073597,,,,50,40.43,
37,MRK,Merck & Co.,Health Care,37,127.849998,,,,,,,,43,127.5,
38,UNH,UnitedHealth Group,Health Care,38,434.640015,,,,,,,,,,
39,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,39,28.809999,,,,,,,,,,
40,HPE,Hewlett Packard Enterprise,Information Technology,40,48.369999,,,,,,,,,,
41,MDLZ,Mondelez International,Consumer Staples,41,60.799999,,,,,,,,,,
42,CME,CME Group,Financials,42,250.419998,,,,,,,,,,
43,SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,43,93.419998,,,,,,,,,,
44,MRX,MAREX GROUP LTD,Financials,44,66.190002,,,,,,,,,,
45,GBX,GREENBRIER INC,Industrials,45,50.849998,,,,,,,,,,
46,NEE,NextEra Energy,Utilities,46,89.589996,,,,,,,,,,
47,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,47,19.0,,4,19.219999,-0.01144636,,,,,,
48,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,48,33.889999,,,,,,,,37,33.310001,
49,CDRE,CADRE HOLDINGS INC,Industrials,49,29.639999,,46,29.17,0.01611241,,,,,,
50,AZTA,AZENTA INC,Health Care,50,26.9,,,,,,,,,,
