current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,SJM,J.M. Smucker Company (The),Consumer Staples,1,117.565002,,16,115.775002,0.01546102,,,,,,
2,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,2,40.900002,,40,40.98,-0.00195212,,,,,,
3,BRBR,BELLRING BRANDS INC,Consumer Staples,3,12.91,,,,,,,,,,
4,FNKO,FUNKO INC CLASS A,Consumer Discretionary,4,5.935,,,,,,,,,,
5,FOXA,Fox Corporation (Class A),Communication Services,5,56.630001,,,,,11,57.48,,11,57.619999,-0.00242969
6,CASY,Casey's,Consumer Staples,6,859.98999,,,,,,,,,,
7,ODFL,Old Dominion,Industrials,7,233.339996,,6,234.789993,-0.00617572,,,,,,
8,JBHT,J.B. Hunt,Industrials,8,293.149994,,1,293.26001,-0.00037515,7,290.609985,0.00911884,7,291.410004,-0.00274534
9,AKAM,Akamai Technologies,Information Technology,9,123.779999,,,,,,,,,,
10,MDLZ,Mondelez International,Consumer Staples,10,60.799999,,,,,,,,,,
11,AMGN,Amgen,Health Care,11,367.684998,,,,,,,,10,366.290009,
12,FOX,Fox Corporation (Class B),Communication Services,12,50.650002,,3,51.470001,-0.01593159,10,51.549999,-0.00155185,,,
13,PCAR,Paccar,Industrials,13,130.765503,,,,,,,,12,126.199997,
14,CHRW,C.H. Robinson,Industrials,14,207.774994,,,,,14,205.800003,,,,
15,APA,APA Corporation,Energy,15,36.09,,,,,17,34.84,,19,35.220001,-0.01078935
16,REG,Regency Centers,Real Estate,16,81.949997,,10,82.089996,-0.00170543,18,82.139999,-0.00060875,20,82.68,-0.00653122
17,JD,"JD.com, Inc. - American Depositary Shares",,17,30.17,,,,,,,,26,29.620001,
18,CME,CME Group,Financials,18,250.419998,,,,,,,,,,
19,PTEN,PATTERSON UTI ENERGY INC,Energy,19,10.675,,9,10.53,0.01377018,,,,,,
20,VSAT,VIASAT INC,Information Technology,20,74.480003,,,,,,,,,,
21,TWST,TWIST BIOSCIENCE CORP,Health Care,21,94.470001,,,,,,,,,,
22,LCID,LUCID GROUP INC,Consumer Discretionary,22,6.925,,,,,,,,,,
23,LASR,NLIGHT INC,Information Technology,23,73.129997,,,,,,,,,,
24,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",,24,175.190002,,8,179.050003,-0.02155823,,,,,,
25,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,25,58.549999,,,,,,,,,,
26,ORKA,ORUKA THERAPEUTICS INC,Health Care,26,92.870003,,,,,24,91.709999,,,,
27,BULL,WEBULL CORP CLASS A,Financials,27,8.03,,,,,,,,,,
28,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,28,104.684998,,,,,28,101.0,,,,
29,IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,29,5.135,,,,,,,,31,5.0,
30,GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,30,7.4305,,13,7.285,0.01997255,,,,32,7.29,
31,CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,31,86.300003,,11,87.07,-0.00884342,26,86.110001,0.01114852,33,85.769997,0.00396414
32,DVN,Devon Energy,Energy,32,44.904999,,,,,,,,,,
33,DUK,Duke Energy,Utilities,33,127.754997,,,,,,,,,,
34,SWK,Stanley Black & Decker,Industrials,34,89.230003,,,,,,,,,,
35,TAP,Molson Coors Beverage Company,Consumer Staples,35,41.130001,,,,,,,,,,
36,KVUE,Kenvue,Consumer Staples,36,19.195,,,,,,,,,,
37,TXT,Textron,Industrials,37,91.394997,,,,,,,,,,
38,VICI,Vici Properties,Real Estate,38,26.764999,,,,,,,,,,
39,FRT,Federal Realty Investment Trust,Real Estate,39,125.339996,,14,125.535004,-0.00155342,39,125.574997,-0.00031848,47,126.019997,-0.00353119
40,JPM,JPMorgan Chase,Financials,40,347.140106,,,,,,,,,,
41,UNH,UnitedHealth Group,Health Care,41,434.640015,,,,,,,,,,
42,HPQ,HP Inc.,Information Technology,42,25.125,,,,,,,,,,
43,ACN,Accenture,Information Technology,43,139.679993,,,,,,,,,,
44,MRK,Merck & Co.,Health Care,44,127.849998,,,,,,,,,,
45,BALL,Ball Corporation,Materials,45,62.654999,,22,62.57,0.00135846,,,,,,
46,TPL,Texas Pacific Land Corporation,Energy,46,430.225006,,,,,,,,,,
47,TDY,Teledyne Technologies,Information Technology,47,644.840027,,,,,,,,,,
48,HIG,Hartford (The),Financials,48,140.505005,,18,141.970001,-0.01031905,44,140.5,0.01046264,,,
49,KIM,Kimco Realty,Real Estate,49,26.18,,,,,42,26.035,,,,
50,BMY,Bristol Myers Squibb,Health Care,50,60.865002,,,,,48,60.169998,,,,
