current_rank,ticker,name,sector,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ASO,ACADEMY SPORTS AND OUTDOORS,Consumer Discretionary,1,49.689999,,4,49.889999,-0.00400882,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,49.900002,,,,,,,,,,,,,,,,,,,
2,DOW,Dow Inc.,Materials,2,31.049999,,31,30.575001,0.01553550,,,,47,30.305,,,,,,,,,,,37,30.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FTRE,FORTREA HOLDINGS INC,Health Care,3,19.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,4,44.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,FANG,Diamondback Energy,Energy,5,202.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,195.539993,
6,SM,SM ENERGY,Energy,6,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MHO,M I HOMES INC,Consumer Discretionary,7,152.5,,,,,14,151.875,,,,,14,150.380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,RDVT,RED VIOLET INC,Information Technology,8,70.525002,,,,,,,,,,,,,,,,,,,,,,,,,,7,67.800003,,,,,,,,,,,,,,,,,,,,,,,,,
9,ELMT,ELMET GROUP,Industrials,9,16.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AJG,Arthur J. Gallagher & Co.,Financials,10,255.082993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
