ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,723.0,0.0,0.0,0.0,0.0,0.0,1.0,60.64524801424365,0.968474875744529,6.537541197391822,,60.75,47.0,44.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
KLAC,KLA Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,301.709991,0.0,0.0,0.0,0.0,0.0,1.0,57.00078739766179,0.36500764576480305,6.772925906473256,,60.75,47.0,44.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
MRVL,Marvell Technology,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,297.890015,0.0,0.0,0.0,0.0,0.0,1.0,45.31220243902438,-0.1488906814364087,9.063671776405702,,58.79,47.0,44.0,65,87.18,56.0,1,1,1,constructive momentum; positive market/social signals,1 extracted risk note(s)
LRCX,Lam Research,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,433.329987,0.0,0.0,0.0,0.0,0.0,1.0,36.19020571164573,0.4819351384039281,6.659228056476174,,58.61,47.0,44.0,65,89.28,50,0,0,0,constructive momentum,No major Prism warning from provided data
TER,Teradyne,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,483.839996,0.0,0.0,0.0,0.0,0.0,1.0,29.261841410925914,0.4753761848969209,7.103883470600889,,56.93,47.0,44.0,65,80.92,50,0,0,0,constructive momentum,No major Prism warning from provided data
MU,Micron Technology,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,1154.290039,0.0,0.0,0.0,0.0,0.0,1.0,18.876420082389277,0.31528728936781536,8.88672588145388,,55.78,47.0,44.0,65,67.17,66.0,1,1,1,positive market/social signals,1 extracted risk note(s)
GEV,GE Vernova,SPX,Industrials,Heavy Electrical Equipment,0.0,1174.27002,0.0,0.0,0.0,0.0,0.0,1.0,21.268796628303054,0.11442564304392122,4.853220739030463,,55.54,45.0,44.0,65,76.44,50,0,0,0,constructive momentum,No major Prism warning from provided data
MRNA,Moderna,NASDAQ+NASDAQ500+SPX,Health Care,Biotechnology,0.0,70.029999,0.0,0.0,0.0,0.0,0.0,1.0,48.40008578936397,0.34160550158948233,7.187124192305072,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TECH,Bio-Techne,NASDAQ+NASDAQ500+SPX,Health Care,Life Sciences Tools & Services,0.0,70.650002,0.0,0.0,0.0,0.0,0.0,1.0,36.70666021671827,3.6794610621336146,3.863107867589708,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
CAT,Caterpillar Inc.,SPX,Industrials,Construction Machinery & Heavy Transportation Equipment,0.0,1064.449951,0.0,0.0,0.0,0.0,0.0,1.0,21.530587538850444,0.8752843697769435,4.0036099894966855,,54.32,35.0,44.0,65,82.84,50,0,0,0,constructive momentum,No major Prism warning from provided data
INTC,Intel,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,139.630005,0.0,0.0,0.0,0.0,0.0,1.0,21.75619550052319,-0.2040222604753883,7.6631032338439224,,54.05,47.0,44.0,65,66.48,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
ROK,Rockwell Automation,SPX,Industrials,Electrical Components & Equipment,0.0,495.109985,0.0,0.0,0.0,0.0,0.0,1.0,9.765881965884283,0.8065651176613695,3.016790285207322,,53.88,45.0,44.0,65,68.17,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
GLW,Corning Inc.,SPX,Information Technology,Electronic Components,0.0,255.490005,0.0,0.0,0.0,0.0,0.0,1.0,41.03002834996625,0.8614100588343687,7.16550261917291,,53.88,35.0,30.0,65,98.13,50,0,0,0,constructive momentum,No major Prism warning from provided data
VRT,Vertiv,SPX,Industrials,Electrical Components & Equipment,0.0,334.609985,0.0,0.0,0.0,0.0,0.0,1.0,5.986504874342091,0.512723528702562,6.575033681163372,,53.31,45.0,44.0,65,53.29,74.0,1,1,1,positive market/social signals,1 extracted risk note(s)
HUM,Humana,SPX,Health Care,Managed Health Care,0.0,397.459991,0.0,0.0,0.0,0.0,0.0,1.0,30.13554255856836,-0.18066576632726095,3.1450484857912206,,52.19,35.0,30.0,70,84.72,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
AMD,Advanced Micro Devices,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,580.909973,0.0,0.0,0.0,0.0,0.0,1.0,12.55764387014815,-0.10515299958022539,6.158319069322838,,52.0,47.0,44.0,65,56.23,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
BAX,Baxter International,SPX,Health Care,Health Care Equipment,0.0,21.315001,0.0,0.0,0.0,0.0,0.0,1.0,13.498401837145813,-0.0562166424959214,3.4466008235233,,51.9,35.0,44.0,70,65.75,50,0,0,0,macro resilience,No major Prism warning from provided data
ETN,Eaton Corporation,SPX,Industrials,Electrical Components & Equipment,0.0,426.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3404876733826,0.05027423994086,4.124329376257544,,51.85,45.0,44.0,65,58.01,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
