early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,SGP,SPYGLASS PHARMA INC SHS,NASDAQ+RUSSELL2000,Health Care,76.97,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,88.58,52.97,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
2,VRTS,VIRTUS INVESTMENT PARTNERS INC,RUSSELL2000,Financials,75.24,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,54.26,45.1,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,AOUT,AMERICAN OUTDOOR BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,75.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,75.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,ORMP,ORAMED PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,74.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,98.67,54.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
6,AVBC,AVIDIA BANCORP INC,RUSSELL2000,Financials,74.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,97.77,53.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
7,QTRX,QUANTERIX CORP,NASDAQ+RUSSELL2000,Health Care,73.99,82.0,early_transition,61.8,bullish_above_signal_proxy,86.84,52.62,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
8,GYRE,GYRE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,73.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,76.82,50.61,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
9,TATT,TAT TECHNOLOGIES LTD,NASDAQ+RUSSELL2000,Industrials,73.06,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,73.1,48.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,ONT,ONTERRIS INC,RUSSELL2000,Industrials,72.71,82.0,early_transition,61.8,bullish_above_signal_proxy,83.39,50.93,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
11,FGBI,FIRST GUARANTY BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,72.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,91.11,52.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
12,GKOS,GLAUKOS CORP,RUSSELL2000,Health Care,72.21,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,90.54,53.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
13,TLSI,TRISALUS LF SC CM A,NASDAQ+RUSSELL2000,Health Care,71.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,89.67,53.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
14,PAY,PAYMENTUS HOLDINGS INC CLASS A,RUSSELL2000,Financials,71.84,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,73.5,48.95,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
15,ADEA,ADEIA INC,NASDAQ+RUSSELL2000,Information Technology,71.74,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,69.09,48.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
16,ESTA,ESTABLISHMENT LABS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,71.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,88.28,52.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
17,WHG,WESTWOOD HOLDINGS GROUP INC,RUSSELL2000,Financials,71.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,88.39,51.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
18,BHVN,BIOHAVEN LTD,RUSSELL2000,Health Care,71.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,87.9,52.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
19,NUVB,NUVATION BIO INC CLASS A,RUSSELL2000,Health Care,71.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,87.61,52.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,TAYD,TAYLOR DEVICES INC,NASDAQ+RUSSELL2000,Industrials,70.96,82.0,early_transition,61.8,bullish_above_signal_proxy,78.09,49.87,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,AVNW,AVIAT NETWORKS INC,NASDAQ+RUSSELL2000,Information Technology,70.93,82.0,early_transition,61.8,bullish_above_signal_proxy,78.02,49.85,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
22,ALNT,ALLIENT INC,NASDAQ+RUSSELL2000,Industrials,70.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,86.6,51.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
23,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,70.7,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,65.96,47.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
24,LCTX,LINEAGE CELL THERAPEUTICS INC,RUSSELL2000,Health Care,70.47,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,68.89,49.03,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
25,CTEV,CLARITEV CORP CLASS A,RUSSELL2000,Health Care,70.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,84.79,52.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
26,XPOF,XPONENTIAL FITNESS INC CLASS A,RUSSELL2000,Consumer Discretionary,70.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,85.0,51.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
27,RCMT,RCM TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,70.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,84.71,51.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
28,KALU,KAISER ALUMINIUM CORP,NASDAQ+RUSSELL2000,Materials,70.08,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,64.05,47.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
29,NHI,NATIONAL HEALTH INVESTORS REIT INC,RUSSELL2000,Real Estate,69.88,82.0,early_transition,49.8,bullish_below_zero_proxy,83.92,51.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
30,PRAA,PRA GROUP INC,NASDAQ+RUSSELL2000,Financials,69.71,82.0,early_transition,61.8,bullish_above_signal_proxy,74.3,49.11,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
31,KYTX,KYVERNA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,69.7,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,66.54,48.56,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
32,FINW,FINWISE BANCORP,NASDAQ+RUSSELL2000,Financials,69.53,85.0,early_transition,61.8,bullish_above_signal_proxy,71.03,48.46,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
33,BLFS,BIOLIFE SOLUTIONS INC,NASDAQ+RUSSELL2000,Health Care,69.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,81.74,51.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
34,RELL,RICHARDSON ELECTRONICS LTD,NASDAQ+RUSSELL2000,Information Technology,69.23,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,61.5,46.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
35,TBLA,TABOOLA.COM LTD,NASDAQ+RUSSELL2000,Communication,69.2,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,61.41,46.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
36,TPC,TUTOR PERINI CORP,RUSSELL2000,Industrials,69.03,82.0,early_transition,61.8,bullish_above_signal_proxy,72.25,48.7,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
37,CRK,COMSTOCK RESOURCES INC,RUSSELL2000,Energy,68.86,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,64.45,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
38,AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,68.82,75.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,57.51,45.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
39,TDC,TERADATA CORP,RUSSELL2000,Information Technology,68.77,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,60.09,46.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
40,VALU,VALUE LINE INC,NASDAQ+RUSSELL2000,Financials,68.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.52,50.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
41,NUAI,NEW ERA ENERGY AND DIGITAL INC,NASDAQ+RUSSELL2000,Energy,68.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.1,50.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
42,NWFL,NORWOOD FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,68.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.74,50.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
43,CZFS,CITIZENS FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,68.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.28,50.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
44,YELP,YELP INC,RUSSELL2000,Communication,68.34,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,62.89,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
45,PMTS,CPI CARD GROUP INC,NASDAQ+RUSSELL2000,Information Technology,68.33,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.21,50.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
