early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
187,CDW,CDW Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,52.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.12,46.87,10.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
188,BALL,Ball Corporation,SPX,Materials,52.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.16,47.28,10.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
189,STX,Seagate Technology,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,52.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,58.47,45.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
190,PHM,PulteGroup,SPX,Consumer Discretionary,52.26,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.28,48.51,12.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
191,VRTX,Vertex Pharmaceuticals,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,52.22,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.3,49.31,12.75,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
192,BXP,"BXP, Inc.",SPX,Real Estate,52.12,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,61.76,46.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
193,WELL,Welltower,SPX,Real Estate,52.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.82,46.81,10.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
194,ABBV,AbbVie,SPX,Health Care,52.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.77,51.0,15.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
195,URI,United Rentals,SPX,Industrials,51.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.12,47.47,11.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
196,CNC,Centene Corporation,SPX,Health Care,51.95,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.02,46.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
197,ANET,Arista Networks,SPX,Information Technology,51.87,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.64,48.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
198,NVR,"NVR, Inc.",SPX,Consumer Discretionary,51.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.09,47.07,10.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
199,KMB,Kimberly-Clark,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,51.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.6,48.57,11.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
200,AON,Aon plc,SPX,Financials,51.74,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.82,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
201,BNY,BNY Mellon,SPX,Financials,51.74,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.83,45.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
202,KVUE,Kenvue,SPX,Consumer Staples,51.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.79,48.21,11.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
203,SWK,Stanley Black & Decker,SPX,Industrials,51.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.83,48.62,13.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
204,SJM,J.M. Smucker Company (The),SPX,Consumer Staples,51.64,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,59.86,47.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
205,BEN,Franklin Resources,SPX,Financials,51.62,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.45,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
206,ALL,Allstate,SPX,Financials,51.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.39,48.33,13.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
207,L,Loews Corporation,SPX,Financials,51.5,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.03,46.46,10.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
208,LLY,Lilly (Eli),SPX,Health Care,51.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.46,47.34,10.24,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
209,BAC,Bank of America,SPX,Financials,51.39,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.52,46.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
210,USB,U.S. Bancorp,SPX,Financials,51.38,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.91,46.83,11.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
211,HRL,Hormel Foods,SPX,Consumer Staples,51.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.68,47.19,10.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
212,PWR,Quanta Services,SPX,Industrials,51.33,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.58,45.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
213,NTRS,Northern Trust,NASDAQ+NASDAQ500+SPX,Financials,51.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.42,45.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
214,HD,Home Depot (The),SPX,Consumer Discretionary,51.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.93,47.04,11.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
215,CFG,Citizens Financial Group,SPX,Financials,51.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.0,47.05,11.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
216,HSIC,Henry Schein,NASDAQ+NASDAQ500+SPX,Health Care,51.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.22,47.09,10.08,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
217,MPC,Marathon Petroleum,SPX,Energy,51.19,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.17,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
218,APH,Amphenol,SPX,Information Technology,51.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.95,47.84,12.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
219,BIIB,Biogen,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,51.15,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.61,47.57,10.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
220,LIN,Linde plc,NASDAQ+NASDAQ200+NASDAQ500+SPX,Materials,51.06,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.75,45.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
221,CAH,Cardinal Health,SPX,Health Care,51.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.69,49.99,15.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
222,KDP,Keurig Dr Pepper,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,51.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.97,49.04,13.54,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
223,PAYX,Paychex,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,50.86,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.16,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
224,HBAN,Huntington Bancshares,NASDAQ+NASDAQ500+SPX,Financials,50.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.3,46.11,10.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
225,PRU,Prudential Financial,SPX,Financials,50.8,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,57.76,45.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
226,MRK,Merck & Co.,SPX,Health Care,50.74,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.28,47.11,10.59,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
227,CRL,Charles River Laboratories,SPX,Health Care,50.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,80.94,51.44,17.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
228,FITB,Fifth Third Bancorp,SPX,Financials,50.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.83,47.42,12.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
229,LH,Labcorp,SPX,Health Care,50.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.25,46.9,10.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
230,AMD,Advanced Micro Devices,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,50.49,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.08,50.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
231,VMC,Vulcan Materials Company,SPX,Materials,50.42,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.58,45.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
232,MAS,Masco,SPX,Industrials,50.41,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.67,47.58,13.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
233,COHR,Coherent Corp.,SPX,Information Technology,50.39,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.72,44.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
234,JBHT,J.B. Hunt,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,50.31,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.49,44.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
235,AMCR,Amcor,SPX,Materials,50.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.35,46.52,11.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
236,CHRW,C.H. Robinson,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,50.29,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.44,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
237,FLEX,Flex Ltd.,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,50.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.4,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
238,JNJ,Johnson & Johnson,SPX,Health Care,50.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.89,48.43,13.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
239,RF,Regions Financial Corporation,SPX,Financials,50.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.53,45.96,10.73,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
240,DVA,DaVita,SPX,Health Care,50.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.98,48.25,13.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
241,ADP,Automatic Data Processing,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,50.12,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.9,44.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
242,WMB,Williams Companies,SPX,Energy,50.09,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.57,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
243,TRV,Travelers Companies (The),SPX,Financials,50.07,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.77,47.4,13.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
244,DGX,Quest Diagnostics,SPX,Health Care,50.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.03,47.06,11.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
245,MMM,3M,SPX,Industrials,49.99,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.28,45.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
246,DOC,Healthpeak Properties,SPX,Real Estate,49.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.5,46.95,12.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
247,PM,Philip Morris International,SPX,Consumer Staples,49.93,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.9,45.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
248,GE,GE Aerospace,SPX,Industrials,49.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.3,47.91,14.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
249,LYV,Live Nation Entertainment,SPX,Communication Services,49.73,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.2,46.09,11.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
250,GD,General Dynamics,SPX,Industrials,49.66,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.53,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
251,GPC,Genuine Parts Company,SPX,Consumer Discretionary,49.65,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.33,48.52,15.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
252,CSCO,Cisco,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,49.61,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.78,47.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
253,PNC,PNC Financial Services,SPX,Financials,49.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.99,47.05,13.16,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
254,HOOD,Robinhood Markets,NASDAQ+NASDAQ500+SPX,Financials,49.47,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.95,44.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
255,WAB,Wabtec,SPX,Industrials,49.44,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.02,48.55,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
256,NI,NiSource,SPX,Utilities,49.31,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.76,46.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
257,GL,Globe Life,SPX,Financials,49.26,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.31,48.71,16.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
258,PEG,Public Service Enterprise Group,SPX,Utilities,49.09,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.1,46.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
259,CTVA,Corteva,SPX,Materials,49.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.05,45.86,11.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
260,SYY,Sysco,SPX,Consumer Staples,48.94,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.42,47.13,12.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
261,AFL,Aflac,SPX,Financials,48.9,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.98,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
262,MTB,M&T Bank,SPX,Financials,48.85,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.36,46.72,13.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
263,WST,West Pharmaceutical Services,SPX,Health Care,48.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.59,47.57,13.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
264,ZBH,Zimmer Biomet,SPX,Health Care,48.72,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.4,49.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
265,UAL,United Airlines Holdings,NASDAQ200+SPX,Industrials,48.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.62,48.77,16.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
266,TGT,Target Corporation,SPX,Consumer Staples,48.63,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.72,45.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
267,CINF,Cincinnati Financial,NASDAQ+NASDAQ500+SPX,Financials,48.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.27,48.5,16.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
268,EA,Electronic Arts,NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,48.47,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,52.36,44.72,10.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
269,MNST,Monster Beverage,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,48.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.16,47.88,14.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
270,TROW,T. Rowe Price,NASDAQ+NASDAQ500+SPX,Financials,47.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.17,46.88,14.59,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
271,DELL,Dell Technologies,SPX,Information Technology,47.55,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.12,43.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
272,ORLY,O’Reilly Automotive,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,47.52,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,58.88,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
273,GEN,Gen Digital,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,47.45,72.0,confirmed_bullish_trend,25.0,bearish_proxy,43.81,43.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
