current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
13,HSY,Hershey Company (The),Consumer Staples,13,181.634995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CWCO,CONSOLIDATED WATER LTD,Utilities,14,30.040001,,,,,,,,,,,,,,,,,,,,38,30.25,,,,,,,,,,,,,,,,,,,,,,
15,CSIQ,CANADIAN SOLAR,Information Technology,15,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,FPI,FARMLAND PARTNERS INC,Real Estate,16,9.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FENC,FENNEC PHARMACEUTICALS,Health Care,17,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,LTBR,LIGHTBRIDGE CORP,Energy,18,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BKR,Baker Hughes,Energy,19,62.544998,,47,61.669998,0.01418842,,,,,,,,,,24,59.900002,,22,58.720001,0.02009538,,,,,,,,,,,,,,,,,,,,,,,,
20,ORLY,O’Reilly Automotive,Consumer Discretionary,20,93.550003,,,,,,,,,,,,,,,,,,,,35,91.169998,,,,,,,,,,,,,,,,,,,,,,
21,MOS,Mosaic Company (The),Materials,21,23.295,,2,23.42,-0.00533732,,,,,,,,,,22,22.77,,,,,31,23.07,,,,,,,,,,,,,,,,,,,,,,
22,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,22,238.119995,,23,241.490005,-0.01395507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,JRVR,JAMES RIVER GROUP HOLDINGS INC,Financials,23,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LULU,Lululemon Athletica,Consumer Discretionary,24,124.809998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CMCSA,Comcast,Communication Services,25,25.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,26,53.189999,,7,52.970001,0.00415326,,,,24,51.91,,,,,,,,38,52.18,,,,,,,,,,,,,,,,,,,,7,50.439999,,15,49.919998,0.01041669
27,BKE,BUCKLE,Consumer Discretionary,27,46.285,,,,,,,,,,,8,43.73,,9,44.009998,-0.00636215,4,45.009998,-0.02221729,,,,,,,,,,,,,,,,,,,,,,,,
28,WOR,WORTHINGTON ENTERPRISES,Industrials,28,58.259998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PDD,PDD Holdings Inc. - American Depositary Shares,,29,90.459999,,,,,,,,,,,,,,18,87.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,OTIS,Otis Worldwide,Industrials,30,73.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,LCII,LCI INDUSTRIES,Consumer Discretionary,31,106.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BSX,Boston Scientific,Health Care,32,49.59,,,,,,,,,,,7,46.73,,10,46.0,0.01586957,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,33,23.74,,,,,43,23.93,,22,23.68,0.01055743,29,23.17,0.02201122,46,23.040001,0.00564232,23,23.35,-0.01327619,,,,,,,,,,,,,,,,,,,,,,,,
34,SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,34,34.810001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,JOE,ST JOE,Real Estate,35,66.480003,,10,64.800003,0.02592592,,,,5,64.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,YORW,YORK WATER,Utilities,36,31.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,WYNN,Wynn Resorts,Consumer Discretionary,37,102.07,,14,101.150002,0.00909538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,YSWY,YESWAY INC CLASS A,Consumer Staples,38,21.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,DMC,DEL MONTE,Consumer Staples,39,30.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MMI,MARCUS & MILLICHAP INC,Real Estate,40,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CFFI,C AND F FINANCIAL CORP,Financials,41,86.688004,,,,,,,,,,,,,,,,,,,,1,83.489998,,,,,,,,,,,,,,,,,,,,,,
42,SLB,Schlumberger,Energy,42,51.779999,,,,,,,,,,,,,,34,48.91,,8,48.959999,-0.00102122,29,49.970001,-0.02021217,,,,,,,,,,,,,,,,,,,,,
43,VEL,VELOCITY FINANCIAL INC,Financials,43,18.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PFE,Pfizer,Health Care,44,26.055,,18,25.795,0.01007947,,,,,,,,,,,,,,,,5,25.26,,,,,,,,,,,,,,,,,,,,,,
45,NOC,Northrop Grumman,Industrials,45,566.409973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,46,9.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,9.69,,16,9.655,0.00362506,,,,,,,,,
47,AMGN,Amgen,Health Care,47,402.049988,,22,407.829987,-0.01417257,,,,,,,,,,40,387.640015,,,,,,,,,,,,,,,,,41,366.049988,,,,,34,364.170013,,,,
48,PRM,PERIMETER SOLUTIONS,Materials,48,36.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,HCKT,HACKETT GROUP,Information Technology,49,10.85,,21,11.51,-0.05734144,35,11.29,0.01948627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,SMCI,Supermicro,Information Technology,50,29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
