current_rank,ticker,name,sector,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,FUBO,FUBOTV CLASS A,Communication,1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RL,Ralph Lauren Corporation,Consumer Discretionary,2,392.230011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,386.859985,
3,LGIH,LGI HOMES,Consumer Discretionary,3,60.665001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,CRVL,CORVEL,Health Care,4,63.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,GILD,Gilead Sciences,Health Care,5,132.110001,,1,135.25,-0.02321626,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MOS,Mosaic Company (The),Materials,6,23.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,TDG,TransDigm Group,Industrials,7,1242.867554,,3,1275.10498,-0.02528217,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DD,DuPont,Materials,8,145.550003,,2,142.880005,0.01868700,10,141.309998,0.01111037,,,,,,,,,,,,,,,,,,,,,,,,
9,IRM,Iron Mountain,Real Estate,9,123.059998,,21,125.400002,-0.01866032,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,10,15.8,,7,15.8,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SEG,SEAPORT ENTERTAINMENT GROUP INC,Real Estate,11,26.59,,5,26.73,-0.00523756,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,LMNR,LIMONEIRA,Consumer Staples,12,13.4602,,6,13.56,-0.00735988,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care,13,35.990002,,10,35.73,0.00727685,,,,,,,14,35.98,,,,,,,,,,,,,,,,,,,
14,DEC,DIVERSIFIED ENERGY COMPANY,Energy,14,13.12,,4,13.385,-0.01979828,32,13.54,-0.01144756,,,,,,,,,,,,,,,,,,,,,,,,
15,CRI,CARTERS,Consumer Discretionary,15,39.360001,,15,39.794998,-0.01093095,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TSHA,TAYSHA GENE THERAPIES,Health Care,16,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MDWD,MEDIWOUND LTD,Health Care,17,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,TRNS,TRANSCAT,Industrials,18,90.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,KDP,Keurig Dr Pepper,Consumer Staples,19,30.955,,11,31.1,-0.00466238,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ERIE,Erie Indemnity,Financials,20,247.744995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,SLB,Schlumberger,Energy,21,50.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
