current_rank,ticker,name,sector,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,SRI,STONERIDGE INC,Consumer Discretionary,11,7.455,,1,7.55,-0.01258278,,,,,,,,,,,,,,,,36,7.45,,4,7.41,0.00539811,38,7.13,0.03927069,9,7.39,-0.03518268,26,7.37,0.00271370,,,,,,
12,AZZ,AZZ INC,Industrials,12,153.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,150.779999,,20,150.529999,0.00166080,,,,,,
13,SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,13,13.725,,42,13.95,-0.01612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,14,303.039886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,OTIS,Otis Worldwide,Industrials,15,73.029999,,5,73.629997,-0.00814883,,,,,,,,,,,,,50,73.614998,,,,,,,,,,,,,,,,,,,,,,
16,TLS,TELOS CORPORATION CORP,Information Technology,16,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,17,59.82,,,,,,,,,,,35,56.189999,,30,58.4025,-0.03788367,,,,,,,,,,,,,,,,,,,,,,,,
18,ALT,ALTIMMUNE INC,Health Care,18,3.035,,12,3.07,-0.01140065,16,3.0,0.02333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,LOW,Lowe's,Consumer Discretionary,19,218.830002,,9,218.110001,0.00330109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FINW,FINWISE BANCORP,Financials,20,14.095,,17,14.095,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MZTI,MARZETTI,Consumer Staples,21,110.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CSCO,Cisco,Information Technology,22,121.574898,,,,,12,115.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LNN,LINDSAY,Industrials,23,116.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,SLVM,SYLVAMO CORP,Materials,24,38.915001,,10,39.360001,-0.01130589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,TNC,TENNANT,Industrials,25,88.440002,,,,,,,,,,,,,,,,,,,,18,87.0,,2,87.915001,-0.01040779,,,,,,,,,,,,,,,
26,KMT,KENNAMETAL,Industrials,26,34.955002,,7,36.099998,-0.03171734,,,,,,,,,,,,,,,,22,35.325001,,22,35.23,0.00269659,4,34.849998,0.01090393,,,,,,,,,,,,
27,GO,GROCERY OUTLET HOLDING,Consumer Staples,27,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,INGN,INOGEN,Health Care,28,6.64,,,,,2,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ADAM,ADAMAS,Financials,29,9.45,,8,9.51,-0.00630915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,NMRA,NEUMORA THERAPEUTICS INC,Health Care,30,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MNTN,MNTN CLASS A,Communication,31,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AUR,"Aurora Innovation, Inc.  - Class A Common Stock",,32,6.8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ADMA,ADMA BIOLOGICS,Health Care,33,9.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,WEN,WENDYS,Consumer Discretionary,34,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.76,
35,BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,35,3.155,,15,3.18,-0.00786164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,DIS,Walt Disney Company (The),Communication Services,36,100.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,TCX,TUCOWS INC,Information Technology,37,14.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,AVLN,AVALYN PHARMA INC,Health Care,38,31.280001,,16,30.73,0.01789785,,,,,,,,,,,,,,,,,,,,,,15,29.73,,,,,,,,,,,,,
39,MCRI,MONARCH CASINO AND RESORT,Consumer Discretionary,39,125.239998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,IESC,"IES Holdings, Inc. - Common Stock",,40,764.722473,,13,760.359985,0.00573740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,SLAB,SILICON LABORATORIES,Information Technology,41,218.044998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SABS,SAB BIOTHERAPEUTICS INC,Health Care,42,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",,43,100.309998,,19,99.57,0.00743194,23,99.150002,0.00423599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SDGR,SCHRODINGER INC,Health Care,44,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,VEL,VELOCITY FINANCIAL INC,Financials,45,17.67,,,,,32,17.639999,,,,,,,,28,17.68,,,,,,,,,,,,,,,,,,,,,,,,,
46,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,46,11.45,,21,11.43,0.00174978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,XPER,XPERI INC,Information Technology,47,7.975,,28,7.95,0.00314465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MWA,MUELLER WATER PRODUCTS SERIES A,Industrials,48,26.559999,,,,,17,25.790001,,,,,,,,,,,9,25.92,,,,,,,,,,,,,,,,,,,,33,25.459999,
49,BUR,BURFORD CAPITAL LTD,Financials,49,4.26,,23,4.35,-0.02068966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CRI,CARTERS,Consumer Discretionary,50,39.360001,,24,39.794998,-0.01093095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
