early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
79,PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,67.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.82,49.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
80,JILL,J JILL INC,RUSSELL2000,Consumer Discretionary,67.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.71,49.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
81,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,NASDAQ+RUSSELL2000,Industrials,67.82,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,61.3,46.51,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
82,OPRT,OPORTUN FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,67.8,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.62,49.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
83,DIN,DINE BRANDS GLOBAL INC,RUSSELL2000,Consumer Discretionary,67.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.4,49.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
84,COTY,COTY INC CLASS A,RUSSELL2000,Consumer Staples,67.62,82.0,early_transition,49.8,bullish_below_zero_proxy,76.62,50.57,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
85,SNDA,SONIDA SENIOR LIVING INC,RUSSELL2000,Health Care,67.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.59,50.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
86,PBYI,PUMA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,67.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.55,50.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,PCVX,VAXCYTE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,67.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.55,50.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
88,UTZ,UTZ BRANDS INC CLASS A,RUSSELL2000,Consumer Staples,67.53,82.0,early_transition,61.8,bullish_above_signal_proxy,67.25,48.7,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,FWRG,FIRST WATCH RESTAURANT GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,67.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.75,49.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,VREX,VAREX IMAGING CORP,NASDAQ+RUSSELL2000,Health Care,67.51,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.92,47.23,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
91,CCB,COASTAL FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,67.43,82.0,early_transition,61.8,bullish_above_signal_proxy,67.42,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,SMTI,SANARA MEDTECH INC,NASDAQ+RUSSELL2000,Health Care,67.36,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.11,49.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,OSG,OCTAVE SPECIALTY GROUP INC,RUSSELL2000,Financials,67.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,76.28,49.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
94,CLNE,CLEAN ENERGY FUELS CORP,NASDAQ+RUSSELL2000,Energy,67.32,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.79,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
95,SKYW,SKYWEST INC,NASDAQ+RUSSELL2000,Industrials,67.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.92,49.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,FHTX,FOGHORN THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,67.21,82.0,early_transition,59.55,bullish_above_signal_proxy,100.0,55.25,10.56,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
97,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,NASDAQ+RUSSELL2000,Health Care,67.18,82.0,early_transition,49.8,bullish_below_zero_proxy,75.27,50.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
98,KIDS,ORTHOPEDIATRICS CORP,NASDAQ+RUSSELL2000,Health Care,67.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.22,50.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,FRAF,FRANKLIN FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,67.12,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,71.8,48.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,COLL,COLLEGIUM PHARMACEUTICAL INC,NASDAQ+RUSSELL2000,Health Care,67.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.04,50.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,LBRX,LB PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,67.06,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.91,50.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,WGS,GENEDX HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,66.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.55,50.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,66.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.47,50.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,BNTC,BENITEC BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,66.89,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.41,50.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,ALG,ALAMO GROUP INC,RUSSELL2000,Industrials,66.82,82.0,early_transition,61.8,bullish_above_signal_proxy,65.54,47.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,CTMX,CYTOMX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.78,82.0,early_transition,49.8,bullish_below_zero_proxy,74.07,50.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
107,PROK,PROKIDNEY CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,66.72,82.0,early_transition,61.8,bullish_above_signal_proxy,64.79,48.21,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,SMPL,THE SIMPLY GOOD FOODS COMPANY,NASDAQ+RUSSELL2000,Consumer Staples,66.7,82.0,early_transition,61.8,bullish_above_signal_proxy,64.74,48.2,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
109,TECX,TECTONIC THERAPEUTIC INC,NASDAQ+RUSSELL2000,Health Care,66.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.83,50.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,HIPO,HIPPO HOLDINGS INC,RUSSELL2000,Financials,66.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.13,49.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,KRRO,KORRO BIO INC,NASDAQ+RUSSELL2000,Health Care,66.64,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,69.88,49.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,SPNT,SIRIUSPOINT LTD,RUSSELL2000,Financials,66.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.08,49.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,ECPG,ENCORE CAPITAL GROUP INC,NASDAQ+RUSSELL2000,Financials,66.59,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,70.2,48.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,MCHB,MECHANICS BANCORP CLASS A,NASDAQ+RUSSELL2000,Financials,66.59,82.0,early_transition,61.8,bullish_above_signal_proxy,64.84,47.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,IMMX,IMMIX BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,66.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.44,49.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,IMKTA,INGLES MARKETS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,66.56,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,52.95,45.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
117,IIIV,I3 VERTICALS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,66.49,82.0,early_transition,61.8,bullish_above_signal_proxy,64.56,47.16,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
118,PRDO,PERDOCEO EDUCATION CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,66.49,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.29,45.71,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
119,MANE,VERADERMICS INC,RUSSELL2000,Health Care,66.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.19,49.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
120,VLGEA,VILLAGE SUPER MARKET INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,66.47,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,56.76,46.6,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
121,KWY,KINGSWAY CORP,RUSSELL2000,Financials,66.46,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.2,45.69,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
122,LXRX,LEXICON PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.02,49.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,FUNC,FIRST UNITED CORP,RUSSELL2000,Financials,66.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.44,48.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,CRAI,CRA INTERNATIONAL INC,NASDAQ+RUSSELL2000,Industrials,66.41,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.03,45.66,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
125,SRPT,SAREPTA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,66.41,82.0,early_transition,49.8,bullish_below_zero_proxy,72.94,49.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
126,VSAT,VIASAT INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,66.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.23,48.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,SGHT,SIGHT SCIENCES INC,NASDAQ+RUSSELL2000,Health Care,66.21,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.35,49.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,AII,AMERICAN INTEGRITY INSURANCE GROUP,RUSSELL2000,Financials,66.17,82.0,early_transition,61.8,bullish_above_signal_proxy,63.58,46.97,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,IKT,INHIBIKASE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.07,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.92,49.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,NAVI,NAVIENT CORP,NASDAQ+RUSSELL2000,Financials,66.03,82.0,early_transition,61.8,bullish_above_signal_proxy,63.15,46.88,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,ASMB,ASSEMBLY BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,65.98,82.0,early_transition,49.8,bullish_below_zero_proxy,71.64,49.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
132,CWK,CUSHMAN AND WAKEFIELD LTD,RUSSELL2000,Real Estate,65.95,82.0,early_transition,61.8,bullish_above_signal_proxy,62.91,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,PFIS,PEOPLES FINANCIAL SERVICES CORP,NASDAQ+RUSSELL2000,Financials,65.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.97,48.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,ABOS,ACUMEN PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.93,82.0,early_transition,61.8,bullish_above_signal_proxy,62.4,47.73,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,PFBC,PREFERRED BANK,RUSSELL2000,Financials,65.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.94,48.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,CZFS,CITIZENS FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,65.89,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.81,48.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,ZNTL,ZENTALIS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.34,49.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,NMRK,NEWMARK GROUP INC CLASS A,NASDAQ+RUSSELL2000,Real Estate,65.83,82.0,early_transition,61.8,bullish_above_signal_proxy,62.56,46.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,BMRC,BANK OF MARIN BANCORP,NASDAQ+RUSSELL2000,Financials,65.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.58,48.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,HNST,THE HONEST COMPANY INC,NASDAQ+RUSSELL2000,Consumer Staples,65.8,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.08,49.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,AVIR,ATEA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.77,82.0,early_transition,49.8,bullish_below_zero_proxy,71.0,49.45,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
142,SWIM,LATHAM GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,65.76,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.44,48.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,KYTX,KYVERNA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.75,82.0,early_transition,49.8,bullish_below_zero_proxy,70.96,49.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
144,EYE,NATIONAL VISION HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,65.74,82.0,early_transition,49.8,bullish_below_zero_proxy,71.37,48.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
145,IBRX,IMMUNITYBIO INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,65.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.9,49.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
