buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-08-13,2026-09-09,Aster Research,v5 Risk Adjusted,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,2,41,0.18827920,32.080002,38.119999,Research当日前50,
2026-08-13,2026-09-09,Aster Research,单一信号 EMA Cross,STX,Seagate Technology,Information Technology,5,13,-0.03409341,917.190125,885.919983,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v4 Tactical Breakout,CMTV,COMMUNITY BANCORP VT,Financials,6,3,0.01428918,40.590000,41.169998,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v2 Balanced,CMTV,COMMUNITY BANCORP VT,Financials,8,1,0.01428918,40.590000,41.169998,Research当日前50,连续至少3个快照排名改善
2026-08-13,2026-09-09,Aster Research,共识Agent 多榜单共振,CMTV,COMMUNITY BANCORP VT,Financials,9,6,0.01428918,40.590000,41.169998,Research当日前50,连续至少3个快照排名改善
2026-08-13,2026-09-09,Aster Research,单一趋势 Trend Relay,LRCX,Lam Research,Information Technology,12,1,-0.07805474,342.579987,315.839996,Research当日前50,
2026-08-13,2026-09-09,Aster Research,单一信号 EMA Cross,PIPR,PIPER SANDLER COMPANIES,Financials,12,45,0.00706623,76.419998,76.959999,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v3 Quality Momentum,STX,Seagate Technology,Information Technology,14,46,-0.03409341,917.190125,885.919983,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v2 Balanced,INSW,INTERNATIONAL SEAWAYS,Energy,16,28,0.09323715,95.669998,104.589996,Research当日前50,
2026-08-13,2026-09-09,Aster Research,单一信号 EMA Candle Capture,KMI,Kinder Morgan,Energy,16,16,-0.02680099,32.275002,31.410000,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v5 Risk Adjusted,COHU,COHU,Information Technology,18,39,-0.03760930,58.895000,56.680000,Research当日前50,
2026-08-13,2026-09-09,Aster Research,单一趋势 Trend Relay,TER,Teradyne,Information Technology,18,2,-0.08400975,418.880005,383.690002,Research当日前50,连续至少3个快照排名改善
2026-08-13,2026-09-09,Aster Research,v5 Risk Adjusted,CMTV,COMMUNITY BANCORP VT,Financials,19,3,0.01428918,40.590000,41.169998,Research当日前50,
2026-08-13,2026-09-09,Aster Research,单一趋势 Trend Relay,STX,Seagate Technology,Information Technology,24,4,-0.03409341,917.190125,885.919983,Research当日前50,连续至少3个快照排名改善
2026-08-13,2026-09-09,Aster Research,v5 Risk Adjusted,INSW,INTERNATIONAL SEAWAYS,Energy,26,28,0.09323715,95.669998,104.589996,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v2 Balanced,COHU,COHU,Information Technology,27,45,-0.03760930,58.895000,56.680000,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v2 Balanced,MRVL,Marvell Technology,Information Technology,29,41,0.04044270,225.875000,235.009995,Research当日前50,
2026-08-13,2026-09-09,Aster Research,共识Agent 多榜单共振,MRVL,Marvell Technology,Information Technology,37,10,0.04044270,225.875000,235.009995,Research当日前50,
2026-08-13,2026-09-09,Aster Research,v3 Quality Momentum,CMTV,COMMUNITY BANCORP VT,Financials,43,6,0.01428918,40.590000,41.169998,Research当日前50,
2026-08-13,2026-09-09,Aster Research,共识Agent 多榜单共振,COHU,COHU,Information Technology,44,50,-0.03760930,58.895000,56.680000,Research当日前50,
