current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,BNTX,BioNTech SE - American Depositary Shares,,1,93.669998,,,,,,,,,,,,,,,,,,,,3,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
2,RL,Ralph Lauren Corporation,Consumer Discretionary,2,395.73999,,9,395.700012,0.00010103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ASPN,ASPEN AEROGELS,Materials,3,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,WBD,Warner Bros. Discovery,Communication Services,4,26.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SLVM,SYLVAMO CORP,Materials,5,41.0,,,,,41,38.715,,10,39.360001,-0.01638722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,FPI,FARMLAND PARTNERS INC,Real Estate,6,9.9,,30,9.941,-0.00412433,8,9.885,0.00566515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,UBER,Uber,Industrials,7,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,GRDN,GUARDIAN PHARMACY SERVICES CLASS A,Health Care,8,43.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SANA,SANA BIOTECHNOLOGY INC,Health Care,9,3.52,,50,3.41,0.03225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,OVID,OVID THERAPEUTICS,Health Care,10,2.63,,33,2.65,-0.00754717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GNE,GENIE ENERGY LTD CLASS B,Utilities,11,14.6,,1,14.74,-0.00949796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,14.53,,,,,,,,,,
12,TEX,TEREX,Industrials,12,67.730003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,68.480003,,,,,,,,,,,,,
13,NUS,NU SKIN ENTERPRISES CLASS A,Consumer Staples,13,5.495,,,,,,,,34,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MNSB,MAINSTREET BANCSHARES INC,Financials,14,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SBGI,SINCLAIR CLASS A,Communication,15,14.2,,2,14.76,-0.03794038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MZTI,MARZETTI,Consumer Staples,16,113.480003,,,,,20,111.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
