current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
17,VHI,VALHI INC,Materials,17,15.41,,,,,3,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SSP,EW SCRIPPS CLASS A,Communication,18,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,FDX,FedEx,Industrials,19,318.549988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PPG,PPG Industries,Materials,20,119.68,,,,,47,119.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CRVL,CORVEL,Health Care,21,62.560001,,46,62.450001,0.00176141,37,62.57,-0.00191784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WVE,WAVE LIFE SCIENCES,Health Care,22,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GLNG,GOLAR LNG,Energy,23,50.43,,6,51.02,-0.01156409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,RCKT,ROCKET PHARMACEUTICALS,Health Care,24,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ABUS,ARBUTUS BIOPHARMA CORP,Health Care,25,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CVNA,Carvana,Consumer Discretionary,26,70.809998,,,,,44,69.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EGY,VAALCO ENERGY INC,Energy,27,5.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MUX,MCEWEN INC,Materials,28,19.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PRM,PERIMETER SOLUTIONS,Materials,29,35.259998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34.419998,
30,CAMP,CAMP4 THERAPEUTICS CORP,Health Care,30,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,POOL,Pool Corporation - Common Stock,,31,206.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,32,38.669998,,10,38.220001,0.01177386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,DSGN,DESIGN THERAPEUTICS,Health Care,33,13.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,EVEX,EVE HOLDING,Industrials,34,2.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,35,41.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AZO,AutoZone,Consumer Discretionary,36,3126.830078,,8,3068.909912,0.01887321,,,,,,,,,,,,,,,,8,3145.300049,,,,,,,,,,,,,,,,,,,,,,,,,
37,FOR,FORESTAR GROUP INC,Real Estate,37,29.540001,,,,,17,29.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,KEYS,Keysight Technologies,Information Technology,38,340.920013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SVRA,SAVARA,Health Care,39,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,GPOR,GULFPORT ENERGY,Energy,40,162.770004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FINW,FINWISE BANCORP,Financials,41,14.27,,,,,,,,17,14.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TARS,TARSUS PHARMACEUTICALS,Health Care,42,64.790001,,23,65.330002,-0.00826574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,SLAB,SILICON LABORATORIES,Information Technology,43,219.210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ENTA,ENANTA PHARMACEUTICALS INC,Health Care,44,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,GRAB,Grab Holdings Limited - Class A Ordinary Shares,,45,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,LYEL,LYELL IMMUNOPHARMA,Health Care,46,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,NOVT,NOVANTA,Information Technology,47,166.369995,,11,163.320007,0.01867492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,OFLX,OMEGA FLEX INC,Industrials,48,30.92,,13,30.950001,-0.00096934,42,30.440001,0.01675427,11,30.780001,-0.01104613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,49,26.68,,27,26.450001,0.00869561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,JBIO,JADE BIOSCIENCES INC,Health Care,50,21.959999,,19,22.24,-0.01258997,49,21.700001,0.02488475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
