current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,NRDS,NERDWALLET CLASS A,Financials,11,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AMN,AMN HEALTHCARE,Health Care,12,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,35.0,
13,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,13,38.669998,,4,38.220001,0.01177386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MHO,M I HOMES INC,Consumer Discretionary,14,151.875,,,,,14,150.380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AVO,MISSION PRODUCE INC,Consumer Staples,15,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PATK,PATRICK INDUSTRIES,Consumer Discretionary,16,88.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FC,FRANKLIN COVEY,Industrials,17,21.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,YORW,YORK WATER,Utilities,18,31.700001,,5,31.610001,0.00284720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,19,19.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,EPSN,EPSILON ENERGY LTD,Energy,20,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,21,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COR,Cencora,Health Care,22,320.640015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ROAD,CONSTRUCTION PARTNERS CLASS A,Industrials,23,119.739998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LEN,Lennar,Consumer Discretionary,24,88.169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,LWAY,LIFEWAY FOODS INC,Consumer Staples,25,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MSTR,Strategy Inc - Class A Common Stock,,26,100.010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,27,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BCAX,BICARA THERAPEUTICS INC,Health Care,28,28.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,29,41.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,GPOR,GULFPORT ENERGY,Energy,30,162.770004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,FDS,FactSet,Financials,31,285.589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,IPI,INTREPID POTASH INC,Materials,32,34.889999,,,,,,,,,,,,,,,,,,,,20,35.470001,,,,,,,,,,,,,,,,,,,,,,,,,
33,EGY,VAALCO ENERGY INC,Energy,33,5.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,34,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FER,Ferrovial N.V. - Ordinary Shares,,35,66.510002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,OGS,ONE GAS,Utilities,36,80.230003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CSGP,CoStar Group,Real Estate,37,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CSIQ,CANADIAN SOLAR,Information Technology,38,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,MNSB,MAINSTREET BANCSHARES INC,Financials,39,24.1,,27,24.059999,0.00166255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FDX,FedEx,Industrials,40,318.549988,,26,315.869995,0.00848448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,320.980011,,,,,,,,,,
41,GWRS,GLOBAL WATER RESOURCES INC,Utilities,41,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.16,,,,,,,,,,
42,STZ,Constellation Brands,Consumer Staples,42,135.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,43,48.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,HCI,HCI GROUP INC,Financials,44,188.990005,,21,180.964996,0.04434564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CPAY,Corpay,Financials,45,393.040009,,14,398.679993,-0.01414664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TAP,Molson Coors Beverage Company,Consumer Staples,46,43.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,47,34.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,FROG,JFROG LTD,Information Technology,48,89.519997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,49,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,SWX,SOUTHWEST GAS HOLDINGS,Utilities,50,92.135002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,93.0,,,,,,,,,,,,,
