current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,NOG,NORTHERN OIL AND GAS,Energy,1,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21.200001,,,,
2,UMH,UMH PROPERTIES INC,Real Estate,2,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BNTX,BioNTech SE - American Depositary Shares,,3,93.669998,,,,,,,,,,,,,,,,,,,,4,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
4,HLIO,HELIOS TECHNOLOGIES INC,Industrials,4,83.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,5,38.669998,,35,38.220001,0.01177386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,TIPT,TIPTREE INC,Financials,6,18.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SDRL,SEADRILL,Energy,7,43.314999,,,,,,,,,,,,,,3,44.825001,,,,,,,,,,,,,,33,44.93,,,,,,,,20,43.959999,,28,42.456001,0.03542486,,,
8,GILD,Gilead Sciences,Health Care,8,133.210007,,,,,,,,2,135.25,,,,,,,,,,,,,,8,134.320007,,,,,,,,,,,,,,,,,,,,,,
9,YORW,YORK WATER,Utilities,9,31.700001,,13,31.610001,0.00284720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,10,102.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PATK,PATRICK INDUSTRIES,Consumer Discretionary,11,88.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,DOX,Amdocs Limited - Ordinary Shares,,12,58.549999,,,,,,,,,,,,,,45,55.720001,,21,55.279999,0.00795952,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,13,41.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,FROG,JFROG LTD,Information Technology,14,89.519997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,OGS,ONE GAS,Utilities,15,80.230003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,80.029999,,,,,,,,,,,,,
16,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,16,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,LOW,Lowe's,Consumer Discretionary,17,223.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,BCAX,BICARA THERAPEUTICS INC,Health Care,18,28.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,LEN,Lennar,Consumer Discretionary,19,88.169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,COR,Cencora,Health Care,20,320.640015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,21,93.959999,,,,,,,,,,,,,,,,,,,,,,,29,92.900002,,,,,,,,,,,,,,,,,,,,,,
22,FER,Ferrovial N.V. - Ordinary Shares,,22,66.510002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CSGP,CoStar Group,Real Estate,23,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,WYNN,Wynn Resorts,Consumer Discretionary,24,102.540001,,,,,11,101.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,HP,HELMERICH & PAYNE,Energy,25,37.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FDS,FactSet,Financials,26,285.589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,DMC,DEL MONTE,Consumer Staples,27,30.735001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MSEX,MIDDLESEX WATER,Utilities,28,58.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AWR,AMERICAN STATES WATER,Utilities,29,87.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CWCO,CONSOLIDATED WATER LTD,Utilities,30,30.49,,20,29.92,0.01905080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,OPCH,OPTION CARE HEALTH INC,Health Care,31,23.790001,,,,,15,23.700001,,,,,,,,34,23.030001,,,,,,,,9,22.48,,,,,,,,,,,,,,,,,,,,,,
32,CSIQ,CANADIAN SOLAR,Information Technology,32,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CNC,Centene Corporation,Health Care,33,65.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TPB,TURNING POINT BRANDS INC,Consumer Staples,34,87.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CHDN,"Churchill Downs, Incorporated - Common Stock",,35,87.860001,,,,,,,,,,,,,,,,,,,,13,88.529999,,,,,,,,,,,,,,,,,,,,,,,,,
36,MCD,McDonald's,Consumer Discretionary,36,274.480011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,37,243.949997,,6,242.350006,0.00660198,40,241.490005,0.00356123,,,,,,,,,,,,,,,,,,,37,228.130005,,,,,,,,,,,,,,,,,,,
38,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,38,24.0,,29,23.950001,0.00208764,,,,,,,23,23.68,,47,23.17,0.02201122,,,,33,23.35,,,,,,,,,,,,,,,,,,,,,,,,,
39,MHO,M I HOMES INC,Consumer Discretionary,39,151.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CPAY,Corpay,Financials,40,393.040009,,21,398.679993,-0.01414664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TAP,Molson Coors Beverage Company,Consumer Staples,41,43.360001,,,,,,,,,,,,,,,,,,,,11,42.759998,,10,42.5,0.00611760,41,41.150002,0.03280675,,,,,,,,,,,,,,,,,,
42,IRTC,IRHYTHM HOLDINGS INC,Health Care,42,127.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,AMPH,AMPHASTAR PHARMACEUTICALS,Health Care,43,20.780001,,,,,,,,,,,,,,,,,,,,34,20.58,,,,,,,,,,,,,,,,,,,,,,,,,
44,BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,44,29.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,DLTR,Dollar Tree,Consumer Staples,45,130.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,NGVT,INGEVITY,Materials,46,77.754997,,,,,,,,38,75.633003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BKE,BUCKLE,Consumer Discretionary,47,45.919998,,25,45.740002,0.00393520,,,,,,,,,,17,43.73,,16,44.009998,-0.00636215,8,45.009998,-0.02221729,,,,,,,,,,,,,,,,,,,,,,,,
48,ERIE,Erie Indemnity,Financials,48,252.580002,,,,,,,,,,,,,,,,,,,,2,248.550003,,,,,,,,,,,,,,,,,,,,,,,,,
49,EBF,ENNIS INC,Industrials,49,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MWA,MUELLER WATER PRODUCTS SERIES A,Industrials,50,26.653,,,,,13,26.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
