early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
97,PAYX,Paychex,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,60.96,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.89,45.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,MAA,Mid-America Apartment Communities,SPX,Real Estate,60.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.74,45.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,DE,Deere & Company,SPX,Industrials,60.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.61,45.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,PCG,PG&E Corporation,SPX,Utilities,60.86,82.0,early_transition,61.8,bullish_above_signal_proxy,47.03,44.66,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,AMGN,Amgen,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,60.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.03,46.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,DUK,Duke Energy,SPX,Utilities,60.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.99,46.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,WEC,WEC Energy Group,SPX,Utilities,60.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.88,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,SO,Southern Company,SPX,Utilities,60.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.71,46.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,UNP,Union Pacific Corporation,SPX,Industrials,60.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.01,45.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,LIN,Linde plc,NASDAQ+NASDAQ200+NASDAQ500+SPX,Materials,60.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.84,45.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,KO,Coca-Cola Company (The),SPX,Consumer Staples,60.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.37,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,TFC,Truist Financial,SPX,Financials,60.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.81,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
109,EXC,Exelon,NASDAQ+NASDAQ200+NASDAQ500+SPX,Utilities,60.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.28,46.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,CPT,Camden Property Trust,SPX,Real Estate,60.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.74,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,FICO,Fair Isaac,SPX,Information Technology,60.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.73,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,AVB,AvalonBay Communities,SPX,Real Estate,60.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.2,45.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,LOW,Lowe's,SPX,Consumer Discretionary,60.36,82.0,early_transition,49.8,bullish_below_zero_proxy,55.08,45.27,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
114,ETR,Entergy,SPX,Utilities,60.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.46,46.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,AME,Ametek,SPX,Industrials,60.26,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.05,50.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,EIX,Edison International,SPX,Utilities,60.21,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.16,46.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,ELV,Elevance Health,SPX,Health Care,60.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.08,46.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
118,REG,Regency Centers,NASDAQ+NASDAQ500+SPX,Real Estate,60.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,54.32,45.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
119,PYPL,PayPal,NASDAQ+NASDAQ200+NASDAQ500+SPX,Financials,60.1,82.0,early_transition,49.8,bullish_below_zero_proxy,54.29,45.11,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
120,MSI,Motorola Solutions,SPX,Information Technology,60.06,82.0,early_transition,49.8,bullish_below_zero_proxy,52.56,48.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
121,EXPD,Expeditors International,SPX,Industrials,60.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.99,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
122,GEHC,GE HealthCare,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,59.95,82.0,early_transition,49.8,bullish_below_zero_proxy,51.79,49.11,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
123,CHRW,C.H. Robinson,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,59.89,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.65,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,ADP,Automatic Data Processing,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,59.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.46,44.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,NSC,Norfolk Southern,SPX,Industrials,59.79,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.33,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,AFL,Aflac,SPX,Financials,59.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,53.05,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,BMY,Bristol Myers Squibb,SPX,Health Care,59.69,82.0,early_transition,49.8,bullish_below_zero_proxy,52.59,45.77,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
128,PNR,Pentair,SPX,Industrials,59.67,82.0,early_transition,49.8,bullish_below_zero_proxy,52.97,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
129,ATO,Atmos Energy,SPX,Utilities,59.61,82.0,early_transition,49.8,bullish_below_zero_proxy,52.33,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
130,VLO,Valero Energy,SPX,Energy,59.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.52,44.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,RSG,Republic Services,SPX,Industrials,59.44,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.29,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,STE,Steris,SPX,Health Care,59.42,82.0,early_transition,49.8,bullish_below_zero_proxy,50.17,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
133,INVH,Invitation Homes,SPX,Real Estate,59.38,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.1,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,TT,Trane Technologies,SPX,Industrials,59.38,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.1,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,FTV,Fortive,SPX,Industrials,59.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.83,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,TPL,Texas Pacific Land Corporation,SPX,Energy,58.95,82.0,early_transition,49.8,bullish_below_zero_proxy,50.81,44.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
137,TXT,Textron,SPX,Industrials,58.89,82.0,early_transition,49.8,bullish_below_zero_proxy,50.63,44.38,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
138,CTAS,Cintas,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,58.83,82.0,early_transition,49.8,bullish_below_zero_proxy,50.43,44.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
139,EA,Electronic Arts,NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,58.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.78,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,EBAY,eBay Inc.,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,58.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.68,44.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,TXN,Texas Instruments,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,58.42,100.0,fresh_bullish_cross,25.0,bearish_proxy,48.67,50.48,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
142,MPC,Marathon Petroleum,SPX,Energy,58.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,48.88,44.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,WAT,Waters Corporation,SPX,Health Care,58.06,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,47.65,44.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,GDDY,GoDaddy,SPX,Information Technology,57.98,82.0,early_transition,49.8,bullish_below_zero_proxy,47.84,43.82,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
145,UPS,United Parcel Service,SPX,Industrials,57.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,46.68,43.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
146,MET,MetLife,SPX,Financials,57.44,72.0,confirmed_bullish_trend,86.55,fresh_above_zero_cross_proxy,62.24,46.7,11.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
147,HOOD,Robinhood Markets,NASDAQ+NASDAQ500+SPX,Financials,57.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.92,51.43,12.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
148,CDW,CDW Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,57.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,45.28,43.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
149,GEV,GE Vernova,SPX,Industrials,56.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.44,55.74,11.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
150,MRNA,Moderna,NASDAQ+NASDAQ500+SPX,Health Care,55.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,18.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
151,UAL,United Airlines Holdings,NASDAQ200+SPX,Industrials,55.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,80.19,50.29,12.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
152,CAH,Cardinal Health,SPX,Health Care,55.17,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.63,49.58,10.24,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
153,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,55.01,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.97,49.64,12.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
154,FDS,FactSet,SPX,Financials,54.99,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,47.89,43.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
155,MLM,Martin Marietta Materials,SPX,Materials,54.89,82.0,early_transition,25.0,bearish_proxy,57.29,45.71,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
156,TECH,Bio-Techne,NASDAQ+NASDAQ500+SPX,Health Care,54.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
157,BAX,Baxter International,SPX,Health Care,54.69,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.94,53.14,11.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
158,GPC,Genuine Parts Company,SPX,Consumer Discretionary,54.26,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.37,51.52,15.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
159,HWM,Howmet Aerospace,SPX,Industrials,54.19,72.0,confirmed_bullish_trend,25.0,bearish_proxy,64.26,47.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
160,INCY,Incyte,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,54.05,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.36,49.32,10.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
161,TTWO,Take-Two Interactive,NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,54.01,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.83,48.62,11.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
162,VLTO,Veralto,SPX,Industrials,53.75,82.0,early_transition,59.55,bullish_above_signal_proxy,58.99,46.05,10.34,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
163,C,Citigroup,SPX,Financials,53.33,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.63,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
164,CRL,Charles River Laboratories,SPX,Health Care,53.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.16,51.48,15.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
165,PFG,Principal Financial Group,NASDAQ+NASDAQ500+SPX,Financials,53.17,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.15,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
166,GL,Globe Life,SPX,Financials,53.15,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.62,48.57,12.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
167,ERIE,Erie Indemnity,NASDAQ+SPX,Financials,52.91,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.61,49.57,13.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
168,WTW,Willis Towers Watson,NASDAQ+NASDAQ500+SPX,Financials,52.88,82.0,early_transition,59.55,bullish_above_signal_proxy,63.61,46.97,12.73,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
169,MAS,Masco,SPX,Industrials,52.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.14,47.68,10.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
170,BRO,Brown & Brown,SPX,Financials,52.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.36,49.32,13.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
171,IBKR,Interactive Brokers,NASDAQ+NASDAQ500+SPX,Financials,52.76,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.93,46.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
172,IFF,International Flavors & Fragrances,SPX,Materials,52.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.54,47.16,10.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
173,STT,State Street Corporation,SPX,Financials,52.6,72.0,confirmed_bullish_trend,25.0,bearish_proxy,59.45,46.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
174,CFG,Citizens Financial Group,SPX,Financials,52.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.15,47.88,11.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
175,V,Visa Inc.,SPX,Financials,52.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.57,47.56,11.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
176,CVS,CVS Health,SPX,Health Care,52.42,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,62.22,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
177,AMCR,Amcor,SPX,Materials,52.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.26,47.7,11.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
178,LYV,Live Nation Entertainment,SPX,Communication Services,52.17,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.06,47.26,10.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
179,AXP,American Express,SPX,Financials,52.15,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.07,48.06,12.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
180,YUM,Yum! Brands,SPX,Consumer Discretionary,52.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.08,46.67,10.02,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
181,KMB,Kimberly-Clark,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,52.07,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.28,49.31,12.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
182,VTR,Ventas,SPX,Real Estate,52.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.14,48.28,12.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
183,MTB,M&T Bank,SPX,Financials,52.04,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.17,46.68,10.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
184,BBY,Best Buy,SPX,Consumer Discretionary,51.95,72.0,confirmed_bullish_trend,25.0,bearish_proxy,57.46,45.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
185,ZBH,Zimmer Biomet,SPX,Health Care,51.9,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.27,49.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
186,KKR,KKR & Co.,SPX,Financials,51.89,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,55.48,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
