ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,608.929993,0.0,0.0,0.0,0.0,0.0,1.0,21.59873921677842,0.4261719171763194,8.453703818696377,,55.02,47.0,44.0,65,71.33,50,0,0,0,constructive momentum,No major Prism warning from provided data
GH,"Guardant Health, Inc. - Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,,0.0,169.914398,0.0,0.0,0.0,0.0,0.0,1.0,33.759268942448784,0.23544450894450497,4.629221760073734,,52.73,35.0,30.0,65,92.39,50,0,0,0,constructive momentum,No major Prism warning from provided data
NTRA,"Natera, Inc. - Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,,0.0,281.029999,0.0,0.0,0.0,0.0,0.0,1.0,32.65517632319537,-0.18109985565545372,4.614272132766662,,51.8,35.0,30.0,65,87.74,50,0,0,0,constructive momentum,No major Prism warning from provided data
INTC,Intel,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,126.305,0.0,0.0,0.0,0.0,0.0,1.0,12.06192983818588,-0.2765942471325803,8.569392683244075,,51.6,47.0,44.0,65,54.26,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
KLAC,KLA Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,241.285004,0.0,0.0,0.0,0.0,0.0,1.0,13.540005801676092,0.42069620406556196,9.2185002275803,,51.47,47.0,44.0,65,53.61,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
PANW,Palo Alto Networks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Systems Software,0.0,366.464905,0.0,0.0,0.0,0.0,0.0,1.0,30.6796398914434,-0.09840004342455633,3.8303823195761177,,51.46,35.0,30.0,65,86.03,50,0,0,0,constructive momentum,No major Prism warning from provided data
LRCX,Lam Research,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,363.899994,0.0,0.0,0.0,0.0,0.0,1.0,5.874139108164589,0.2967247270499318,8.437561753377139,,51.03,47.0,44.0,65,51.42,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
PODD,Insulet Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,Health Care Equipment,0.0,156.270004,0.0,0.0,0.0,0.0,0.0,1.0,9.050942587907684,-0.21676751869379118,4.1114734432883955,,50.58,35.0,44.0,70,59.13,50,0,0,0,macro resilience,No major Prism warning from provided data
TXN,Texas Instruments,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,305.570007,0.0,0.0,0.0,0.0,0.0,1.0,-0.978641251870005,-0.018932706279708778,5.32026871995981,,50.48,47.0,44.0,65,48.67,50,0,0,0,mixed but monitorable setup,No major Prism warning from provided data
AXON,Axon Enterprise,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,Aerospace & Defense,0.0,604.450012,0.0,0.0,0.0,0.0,0.0,1.0,25.54000128574394,0.06526844817579502,5.378089856951526,,50.48,35.0,30.0,65,81.17,50,0,0,0,constructive momentum,No major Prism warning from provided data
