early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,NASDAQ+RUSSELL2000,Communication,79.45,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,96.57,53.56,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
833,TDOC,TELADOC HEALTH INC,RUSSELL2000,Health Care,54.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.74,52.2,14.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
834,ASH,ASHLAND INC,RUSSELL2000,Materials,54.72,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.87,47.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
835,PRGS,PROGRESS SOFTWARE CORP,NASDAQ+RUSSELL2000,Information Technology,54.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.79,50.01,12.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
836,AEVA,AEVA TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,54.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,37.88,41.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
837,SYRE,SPYRE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.67,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.25,48.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
838,UVE,UNIVERSAL INSURANCE HOLDINGS INC,RUSSELL2000,Financials,54.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.78,49.01,11.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
839,NIC,NICOLET BANKSHARES INC,RUSSELL2000,Financials,54.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,80.59,50.37,13.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
840,ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,RUSSELL2000,Financials,54.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.29,51.51,15.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
841,VIA,VIA TRANSPORTATION INC CLASS A,RUSSELL2000,Information Technology,54.63,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.14,49.48,12.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
842,PTRN,PATTERN GROUP INC SERIES A,NASDAQ+RUSSELL2000,Consumer Discretionary,54.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
843,QLYS,QUALYS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,54.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 5.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
844,TENB,TENABLE HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,54.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 5.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
845,MAX,MEDIAALPHA INC CLASS A,RUSSELL2000,Communication,54.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
846,AZZ,AZZ INC,RUSSELL2000,Industrials,54.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,65.45,47.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
847,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,54.57,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.05,51.06,13.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
848,PHR,PHREESIA INC,RUSSELL2000,Health Care,54.57,82.0,early_transition,59.55,bullish_above_signal_proxy,62.69,47.79,10.9,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
849,VYX,NCR VOYIX CORP,RUSSELL2000,Information Technology,54.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.26,49.5,12.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
850,CERS,CERUS CORP,NASDAQ+RUSSELL2000,Health Care,54.45,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.12,51.07,13.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
851,EPAC,ENERPAC TOOL GROUP CORP CLASS A,RUSSELL2000,Industrials,54.44,82.0,early_transition,25.0,bearish_proxy,55.93,45.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
852,CARE,CARTER BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,54.38,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,76.86,49.62,12.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
853,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,NASDAQ+RUSSELL2000,Health Care,54.38,72.0,confirmed_bullish_trend,25.0,bearish_proxy,64.38,48.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
854,EOLS,EVOLUS INC,NASDAQ+RUSSELL2000,Health Care,54.37,72.0,confirmed_bullish_trend,25.0,bearish_proxy,64.35,48.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
855,YEXT,YEXT INC,RUSSELL2000,Information Technology,54.37,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.75,51.0,14.9,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
856,KRYS,KRYSTAL BIOTECH INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,54.34,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.4,50.33,12.32,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
857,IPAR,INTERPARFUMS INC,NASDAQ+RUSSELL2000,Consumer Staples,54.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,93.05,53.86,18.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
858,FTDR,FRONTDOOR INC,NASDAQ+RUSSELL2000,Consumer Discretionary,54.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.0,50.85,14.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
859,GCMG,GCM GROSVENOR INC CLASS A,NASDAQ+RUSSELL2000,Financials,54.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.6,52.17,16.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
860,BDC,BELDEN INC,RUSSELL2000,Information Technology,54.27,82.0,early_transition,25.0,bearish_proxy,55.42,45.33,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
861,MBI,MBIA INC,RUSSELL2000,Financials,54.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.57,48.96,11.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
862,AUB,ATLANTIC UNION BANKSHARES CORP,RUSSELL2000,Financials,54.22,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.96,48.24,10.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
863,RHP,RYMAN HOSPITALITY PROPERTIES REIT,RUSSELL2000,Real Estate,54.21,72.0,confirmed_bullish_trend,25.0,bearish_proxy,64.3,47.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
864,PAY,PAYMENTUS HOLDINGS INC CLASS A,RUSSELL2000,Financials,54.17,82.0,early_transition,47.55,bullish_below_zero_proxy,83.33,50.92,14.95,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
865,FSS,FEDERAL SIGNAL CORP,RUSSELL2000,Industrials,54.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.57,49.96,13.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
866,HPP,HUDSON PACIFIC PROPERTIES REIT INC,RUSSELL2000,Real Estate,54.11,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.51,50.15,13.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
867,TBBK,BANCORP INC,NASDAQ+RUSSELL2000,Financials,54.09,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.11,49.27,12.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
868,MTH,MERITAGE CORP,RUSSELL2000,Consumer Discretionary,54.07,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,69.64,48.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
869,SLG,SL GREEN REALTY REIT CORP,RUSSELL2000,Real Estate,54.0,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,67.47,47.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
870,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,53.97,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,44.8,43.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
871,ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,RUSSELL2000,Information Technology,53.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,35.72,41.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
872,KRT,KARAT PACKAGING INC,NASDAQ+RUSSELL2000,Industrials,53.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,88.49,51.95,16.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
873,ANF,ABERCROMBIE AND FITCH CLASS A,RUSSELL2000,Consumer Discretionary,53.92,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,69.18,48.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
874,ARHS,ARHAUS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,53.91,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,69.16,48.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
875,PACS,PACS GROUP INC,RUSSELL2000,Health Care,53.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,79.42,51.13,14.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
876,KINS,KINGSTONE COMPANIES INC,NASDAQ+RUSSELL2000,Financials,53.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.77,52.4,17.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
877,QNST,QUINSTREET INC,NASDAQ+RUSSELL2000,Communication,53.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.68,53.59,19.67,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
878,TCMD,TACTILE SYSTEMS TECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,53.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.95,51.64,14.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
879,KRNY,KEARNY FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,53.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.29,49.11,12.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
880,BAND,BANDWIDTH INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Communication,53.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,34.98,41.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
881,SWIM,LATHAM GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,53.71,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,68.56,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
882,HG,HAMILTON INSURANCE GROUP LTD CLASS,RUSSELL2000,Financials,53.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.64,48.98,12.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
883,SXI,STANDEX INTERNATIONAL CORP,RUSSELL2000,Industrials,53.68,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,68.47,47.94,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
884,FTRE,FORTREA HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,53.67,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.21,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
885,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,RUSSELL2000,Consumer Discretionary,53.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.49,51.15,15.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
886,RPAY,REPAY HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Financials,53.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.85,47.82,10.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
887,RBKB,RHINEBECK BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,62.61,46.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
888,OSUR,ORASURE TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,53.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.98,47.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
889,NEWT,NEWTEKONE INC,NASDAQ+RUSSELL2000,Financials,53.57,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,68.14,47.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
890,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,RUSSELL2000,Health Care,53.52,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.76,47.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
891,SGRY,SURGERY PARTNERS INC,NASDAQ+RUSSELL2000,Health Care,53.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,80.57,51.36,14.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
892,OMDA,OMADA HEALTH INC,NASDAQ+RUSSELL2000,Health Care,53.46,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.29,52.71,17.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
893,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,NASDAQ+RUSSELL2000,Financials,53.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.15,47.48,10.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
894,SBGI,SINCLAIR INC CLASS A,NASDAQ+RUSSELL2000,Communication,53.42,82.0,early_transition,47.55,bullish_below_zero_proxy,67.56,47.76,10.5,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
895,BY,BYLINE BANCORP INC,RUSSELL2000,Financials,53.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.42,47.93,10.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
896,ACAD,ACADIA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,53.41,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.04,49.46,11.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
897,VRNS,VARONIS SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,53.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.21,51.29,16.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
898,KBH,KB HOME,RUSSELL2000,Consumer Discretionary,53.38,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,67.56,47.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
899,PBFS,PIONEER BANCORP INC,NASDAQ+RUSSELL2000,Financials,53.36,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.72,46.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
900,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,RUSSELL2000,Financials,53.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.49,50.95,15.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
901,ZD,ZIFF DAVIS INC,NASDAQ+RUSSELL2000,Communication,53.34,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.87,49.22,12.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
902,POWW,OUTDOOR HOLDING,NASDAQ+RUSSELL2000,Consumer Discretionary,53.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.72,47.99,10.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
903,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,53.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.33,47.72,10.54,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
904,HCI,HCI GROUP INC,RUSSELL2000,Financials,53.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,74.55,49.16,12.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
905,CBK,COMMERCIAL BANCGROUP INC,NASDAQ+RUSSELL2000,Financials,53.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.18,48.49,11.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
906,BKU,BANKUNITED INC,RUSSELL2000,Financials,53.26,72.0,confirmed_bullish_trend,25.0,bearish_proxy,61.43,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
907,TBLA,TABOOLA.COM LTD,NASDAQ+RUSSELL2000,Communication,53.25,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.26,48.1,11.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
908,ALKT,ALKAMI TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,53.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.26,48.1,11.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
909,LIVN,LIVANOVA PLC,NASDAQ+RUSSELL2000,Health Care,53.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.7,48.99,11.24,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
910,CAMP,CAMP4 THERAPEUTICS CORP,NASDAQ+RUSSELL2000,Health Care,53.2,82.0,early_transition,49.8,bullish_below_zero_proxy,32.91,41.83,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
911,CYH,COMMUNITY HEALTH SYSTEMS INC,RUSSELL2000,Health Care,53.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.79,53.41,18.56,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
