early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,TMO,Thermo Fisher Scientific,SPX,Health Care,77.78,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,61.49,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,DHR,Danaher Corporation,SPX,Health Care,73.79,85.0,early_transition,90.15,fresh_above_zero_cross_proxy,62.01,47.65,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,72.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,90.13,58.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,ERIE,Erie Indemnity,NASDAQ+SPX,Financials,72.11,100.0,fresh_bullish_cross,71.8,fresh_below_zero_cross_proxy,57.64,45.78,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
5,MRNA,Moderna,NASDAQ+NASDAQ500+SPX,Health Care,70.94,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,82.91,51.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
6,WY,Weyerhaeuser,SPX,Real Estate,70.09,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,60.35,46.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
7,MTD,Mettler Toledo,SPX,Health Care,69.18,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,63.97,48.04,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
8,BKNG,Booking Holdings,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,69.01,85.0,early_transition,63.15,bullish_above_signal_proxy,68.43,47.94,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,RCL,Royal Caribbean Group,SPX,Consumer Discretionary,68.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.81,50.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
10,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,68.32,85.0,early_transition,63.15,bullish_above_signal_proxy,66.36,47.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
11,MLM,Martin Marietta Materials,SPX,Materials,67.93,82.0,early_transition,61.8,bullish_above_signal_proxy,68.92,48.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
12,APH,Amphenol,SPX,Information Technology,67.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.92,49.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
13,IR,Ingersoll Rand,SPX,Industrials,67.77,85.0,early_transition,63.15,bullish_above_signal_proxy,64.69,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
14,COO,Cooper Companies (The),NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,67.74,85.0,early_transition,63.15,bullish_above_signal_proxy,64.14,48.08,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
15,EW,Edwards Lifesciences,SPX,Health Care,67.63,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.6,49.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
16,REG,Regency Centers,NASDAQ+NASDAQ500+SPX,Real Estate,67.51,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,52.54,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
17,LRCX,Lam Research,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,67.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.27,55.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
18,AOS,A. O. Smith,SPX,Industrials,67.25,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.58,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
19,DG,Dollar General,SPX,Consumer Staples,66.94,82.0,early_transition,61.8,bullish_above_signal_proxy,65.46,48.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,TER,Teradyne,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,66.84,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.74,55.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,NRG,NRG Energy,SPX,Utilities,66.8,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,55.62,48.87,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
22,AJG,Arthur J. Gallagher & Co.,SPX,Financials,66.76,85.0,early_transition,63.15,bullish_above_signal_proxy,61.63,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
