current_rank,ticker,name,sector,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,DIN,DINE BRANDS GLOBAL,Consumer Discretionary,1,36.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,36.055,,,,,,,,,,,,,,,,,,,,,,
2,DVN,Devon Energy,Energy,2,45.310001,,26,45.369999,-0.00132242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ASO,ACADEMY SPORTS AND OUTDOORS,Consumer Discretionary,3,50.0,,8,49.889999,0.00220487,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,49.900002,,,,,,,,,,,,,,,,,,,
4,DOW,Dow Inc.,Materials,4,31.049999,,12,30.575001,0.01553550,,,,6,30.305,,,,,,,,,,,12,30.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,RBB,RBB BANCORP,Financials,5,26.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,FNKO,FUNKO CLASS A,Consumer Discretionary,6,6.24,,18,6.19,0.00807754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,HROW,HARROW,Health Care,7,41.485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,46.650002,
8,DUOL,"Duolingo, Inc. - Class A Common Stock",,8,135.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,140.729996,,,,,,,,,,,,,,,,,,,,,,
9,NE,NOBLE CORPORATION PLC,Energy,9,43.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,KNTK,KINETIK HOLDINGS CLASS A,Energy,10,52.544998,,5,51.299999,0.02426899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51.110001,,,,
11,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,11,5.17,,4,5.21,-0.00767754,,,,,,,,,,,,,6,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,NMRA,NEUMORA THERAPEUTICS INC,Health Care,12,1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GDOT,GREEN DOT CLASS A,Financials,13,13.4,,,,,,,,,,,13,13.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,TYL,Tyler Technologies,Information Technology,14,319.325012,,6,318.600006,0.00227560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,317.920013,,6,319.51001,-0.00497636
15,CEG,Constellation Energy,Utilities,15,277.638794,,44,270.429993,0.02665681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,16,25.295,,38,25.42,-0.00491739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23.08,,,,,,,,,,
17,DYN,DYNE THERAPEUTICS,Health Care,17,26.7801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24.440001,,,,,,,,,,,,,,,,
18,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",,18,90.669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,HSTM,HEALTHSTREAM,Health Care,19,29.5,,16,29.370001,0.00442625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WEST,WESTROCK COFFEE,Consumer Staples,20,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,SYK,Stryker Corporation,Health Care,21,347.529999,,50,345.704987,0.00527910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DOMO,DOMO INC CLASS B,Information Technology,22,3.99,,20,4.02,-0.00746269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,,23,102.745003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,HMH,HMH HOLDING INC CLASS A,Energy,24,20.27,,7,20.5,-0.01121951,,,,,,,,,,,,,,,,5,20.790001,,,,,,,,,,,,,,,,,,,,,,,3,19.85,,,,,,,
25,MRK,Merck & Co.,Health Care,25,131.130005,,10,130.895004,0.00179534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,127.5,
26,VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,26,169.649994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
