current_rank,ticker,name,sector,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
32,WBD,Warner Bros. Discovery,Communication Services,32,27.0343,,17,26.870001,0.00611459,4,26.780001,0.00336072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ONL,ORION PROPERTIES,Real Estate,33,2.7388,,18,2.755,-0.00588022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MDV,MODIV INDUSTRIAL INC CLASS C,Real Estate,34,18.24,,28,18.26,-0.00109529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PLXS,PLEXUS CORP,Information Technology,35,274.325012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,JBL,Jabil,Information Technology,36,353.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CALX,CALIX NETWORKS,Information Technology,37,39.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FROG,JFROG LTD,Information Technology,38,86.790001,,24,88.150002,-0.01542826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,NBR,NABORS INDUSTRIES,Energy,39,88.739998,,30,89.589996,-0.00948764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LYEL,LYELL IMMUNOPHARMA,Health Care,40,14.875,,21,14.33,0.03803210,46,14.71,-0.02583277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FPI,FARMLAND PARTNERS INC,Real Estate,41,9.7283,,35,9.73,-0.00017472,6,9.9,-0.01717172,30,9.941,-0.00412433,8,9.885,0.00566515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TPB,TURNING POINT BRANDS INC,Consumer Staples,42,88.595001,,27,89.459999,-0.00966910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,SRRK,SCHOLAR ROCK HOLDING,Health Care,43,51.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MNSB,MAINSTREET BANCSHARES INC,Financials,44,24.23,,31,24.1,0.00539419,14,24.1,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SOUN,SOUNDHOUND AI CLASS A,Information Technology,45,7.44,,19,7.46,-0.00268097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,RL,Ralph Lauren Corporation,Consumer Discretionary,46,401.779999,,20,406.825012,-0.01240094,2,395.73999,0.02801087,9,395.700012,0.00010103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ASPN,ASPEN AEROGELS,Materials,47,6.22,,22,6.29,-0.01112878,3,6.25,0.00640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,SLVM,SYLVAMO CORP,Materials,48,40.580002,,29,40.200001,0.00945276,5,41.0,-0.01951217,,,,41,38.715,,10,39.360001,-0.01638722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CRC,CALIFORNIA RESOURCES,Energy,49,55.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CRSP,CRISPR THERAPEUTICS AG,Health Care,50,53.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
