current_rank,ticker,name,sector,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,FCEL,FUELCELL ENERGY INC,Industrials,1,22.579901,,,,,,,,,,,,,,,,,,,,,,,43,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FIX,Comfort Systems USA,Industrials,2,1773.074951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,WNC,WABASH NATIONAL,Industrials,3,12.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,NHC,NATIONAL HEALTHCARE CORP,Health Care,4,221.800003,,,,,,,,,,,,,,,,,,,,14,222.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CELC,CELCUITY,Health Care,5,93.949997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Z,"Zillow Group, Inc. - Class C Capital Stock",,6,34.880001,,,,,,,,20,34.139999,,,,,,,,,,,,,,,,,,,,40,34.060001,,,,,30,34.0,,,,,,,,,,,,,,,,
7,PCG,PG&E Corporation,Utilities,7,17.674999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PANL,PANGAEA LOGISTICS SOLUTIONS,Industrials,8,7.42,,26,7.535,-0.01526211,,,,,,,,,,33,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,9,11.56,,2,11.415,0.01270258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,KE,KIMBALL ELECTRONICS INC,Information Technology,10,26.075001,,1,25.627501,0.01746171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,24.91,,,,
11,ASUR,ASURE SOFTWARE INC,Industrials,11,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,34,8.76,,20,8.03,0.09090909,,,,,,,,,,,,,,,,,,,,,
12,BVFL,BV FINANCIAL INC,Financials,12,21.299999,,3,21.639999,-0.01571165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ONIT,ONITY GROUP INC,Financials,13,39.294998,,9,38.84,0.01171468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,SLNH,SOLUNA HOLDINGS INC,Information Technology,14,1.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,15,3.47,,,,,,,,16,3.2,,,,,,,,,,,,,,,,,36,3.16,,,,,,,,,,,,,,,,,,,,,,,,,
16,FISV,Fiserv,Financials,16,54.654999,,,,,,,,,,,,,,42,52.41,,18,54.110001,-0.03141750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,17,132.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,128.229996,,10,139.669998,-0.08190737,1,137.639999,0.01474861,,,,,,,,,,,,
18,UPST,UPSTART HOLDINGS,Financials,18,30.805599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ALGN,Align Technology,Health Care,19,181.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MCO,Moody's Corporation,Financials,20,484.649994,,41,480.859985,0.00788173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,STNG,SCORPIO TANKERS,Energy,21,79.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PIPR,PIPER SANDLER COMPANIES,Financials,22,77.449997,,,,,,,,,,,,,,,,,,,,8,76.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,VERX,VERTEX INC CLASS A,Information Technology,23,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.91,,,,,,,,,,,,,,,,,,,,,,
24,MC,MOELIS CLASS A,Financials,24,68.18,,,,,,,,,,,,,,,,,,,,,,,,,,19,68.540001,,,,,5,68.349998,,,,,,,,,,,,,,,,,,,
25,VYX,NCR VOYIX,Information Technology,25,8.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,LIVN,LIVANOVA PLC,Health Care,26,80.889999,,4,82.040001,-0.01401758,1,80.779999,0.01559795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CF,CF Industries,Materials,27,118.635002,,5,116.324997,0.01985820,11,120.099998,-0.03143215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,OFRM,ONCE UPON A FARM PBC,Consumer Staples,28,17.709999,,6,17.450001,0.01489960,19,17.450001,0.00000000,,,,47,17.93,,22,17.879999,0.00279648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,TRVI,TREVI THERAPEUTICS,Health Care,29,18.290001,,7,18.57,-0.01507803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,GENB,GENERATE BIOMEDICINES INC,Health Care,30,14.92,,10,15.125,-0.01355372,3,15.09,0.00231942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
