rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,AMAT,2026-07-02,2026-07-02,2026-08-14,504.609985,-0.16322299779601013,100.0,TRIM,True,17,硬止损: 持仓相对成本约 -16.3%，超过 -7% 防线; 新鲜破位: 收盘新跌破 EMA50; 派发聚集: 最近5日出现 2 个放量下跌日; 动能转弱: 5日跌幅 -6.4%; 动能转弱: RSI 44.6 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -30.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3020608782849239,-0.06404649819954467,-0.04729447056026648,44.55601829669403,exit-risk-trends.html#ticker-amat
2,AVGO,2026-06-26,2026-06-30,2026-08-14,389.704987,0.0316478808735936,100.0,SELL_NOW,True,10,利润保护: 收盘 $389.70 跌破 3ATR 动态保护线 $431.70; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 失败突破: 近20日高点后回撤 -8.9%，收盘跌回 EMA9 下方; 动能转弱: 5日跌幅 -8.9%; 动能转弱: RSI 45.2 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: 63日高点回撤 -19.1%; SELL_NOW: Failed Breakout 叠加 Meta Exit，高位突破失败后弱势确认,-0.190761506457357,-0.08896348913027186,0.05089933571094929,45.22129738862433,exit-risk-trends.html#ticker-avgo
3,ARM,2026-07-02,2026-07-02,2026-08-14,276.380005,-0.12338237161691945,94.0,TRIM,True,31,硬止损: 持仓相对成本约 -12.3%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: RSI 49.1 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -37.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.37109177021759876,-0.02190608290567797,0.034395010783375035,49.13493984133142,exit-risk-trends.html#ticker-arm
4,IBM,2026-07-02,2026-07-02,2026-08-14,235.164993,-0.18774177281417348,94.0,TRIM,True,24,硬止损: 持仓相对成本约 -18.8%，超过 -7% 防线; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 动能转弱: RSI 48.3 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -28.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2857121612768162,-0.008913545216257313,0.10577418165020158,48.27858581575575,exit-risk-trends.html#ticker-ibm
5,INTC,2026-07-02,2026-07-02,2026-08-14,102.440002,-0.14881592270570698,89.0,TRIM,True,31,硬止损: 持仓相对成本约 -14.9%，超过 -7% 防线; 新鲜破位: 收盘新跌破 EMA50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -27.3%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2731658823163632,0.007771765710343992,0.07786196256458378,51.1910147219129,exit-risk-trends.html#ticker-intc
6,NOK,2026-07-02,2026-07-02,2026-07-06,12.51,0.036454018227009,88.0,WATCH,True,30,利润保护: 收盘 $12.51 跌破 3ATR 动态保护线 $14.19; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -24.7%; 动能转弱: RSI 41.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -25.8%,-0.2575667655786351,-0.03843197540353571,-0.24729241877256325,41.59827405402243,exit-risk-trends.html#ticker-nok
7,ALAB,2026-07-02,2026-07-02,2026-08-14,316.299988,-0.2217411104703646,82.0,SELL_NOW,True,30,硬止损: 持仓相对成本约 -22.2%，超过 -7% 防线; 失败突破: 近20日高点后回撤 -12.5%，收盘跌回 EMA9 下方; 动能转弱: 5日跌幅 -5.3%; 动能转弱: RSI 47.5 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -34.5%; SELL_NOW: Failed Breakout 叠加 Meta Exit，高位突破失败后弱势确认,-0.3451617009580944,-0.05347584853462006,0.04176270736056087,47.48298847638131,exit-risk-trends.html#ticker-alab
8,RCL,2026-06-26,2026-06-30,2026-08-14,306.453491,-0.03488334341600274,82.0,SELL_NOW,True,2,硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 失败突破: 近20日高点后回撤 -6.4%，收盘跌回 EMA9 下方; 动能转弱: 5日跌幅 -4.2%; 动能转弱: RSI 49.3 低于50; 动能转弱: MACD 低于 signal; SELL_NOW: Failed Breakout 叠加 Meta Exit，高位突破失败后弱势确认,-0.06403555423473761,-0.04233284062500009,0.06793107266301801,49.31746468986509,exit-risk-trends.html#ticker-rcl
9,WDC,2026-07-02,2026-07-02,2026-08-14,497.01001,-0.07790350649350641,82.0,SELL_NOW,True,8,硬止损: 持仓相对成本约 -7.8%，超过 -7% 防线; 动能转弱: RSI 48.7 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -33.4%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +3.3% 后收阴回落，收盘位于日内区间 34%,-0.33397206850359984,0.14439333118286912,0.041469362052157566,48.7002741342069,exit-risk-trends.html#ticker-wdc
10,XE,2026-07-02,2026-07-02,2026-08-14,20.68,0.197452229299363,82.0,SELL_NOW,True,9,利润保护: 曾有较大盈利但63日高点回撤 -30.3%; 利润保护: 收盘 $20.68 跌破 3ATR 动态保护线 $23.71; 动能转弱: 5日跌幅 -8.7%; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -30.3%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.3% 后收阴回落，收盘位于日内区间 6%,-0.3029996629592181,-0.08697571743929355,0.47503566333808855,56.02940523006317,exit-risk-trends.html#ticker-xe
