ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
MRVL,Marvell Technology,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,276.70001220703125,0.0,0.0,0.0,0.0,0.0,1.0,40.93618378567343,1.012374949099771,12.291418058470787,,59.59,47.0,44.0,65,91.22,56.0,1,1,1,constructive momentum; positive market/social signals,1 extracted risk note(s)
MU,Micron Technology,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductors,0.0,1048.510009765625,0.0,0.0,0.0,0.0,0.0,1.0,39.6151810606691,0.10448494364476435,9.822578452981832,,58.82,47.0,44.0,65,82.37,66.0,1,1,1,constructive momentum; positive market/social signals,1 extracted risk note(s)
AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,588.969970703125,0.0,0.0,0.0,0.0,0.0,1.0,36.28516422441068,0.5510827752297129,7.178209151719372,,58.74,47.0,44.0,65,89.95,50,0,0,0,constructive momentum,No major Prism warning from provided data
KLAC,KLA Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,240.47999572753906,0.0,0.0,0.0,0.0,0.0,1.0,27.347249490068705,0.48991562382385934,8.027636867608473,,56.5,47.0,44.0,65,78.74,50,0,0,0,constructive momentum,No major Prism warning from provided data
LRCX,Lam Research,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,374.79998779296875,0.0,0.0,0.0,0.0,0.0,1.0,22.74438523047193,0.4850790054730567,7.631880527051014,,55.38,47.0,44.0,65,73.17,50,0,0,0,constructive momentum,No major Prism warning from provided data
ABSI,ABSCI CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,10.074999809265137,0.0,0.0,0.0,0.0,0.0,1.0,97.54901956201103,1.430969227027291,10.589152891216717,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,19.34000015258789,0.0,0.0,0.0,0.0,0.0,1.0,39.33717574300539,1.3617449056771496,7.672107992168289,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
APGE,APOGEE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,132.69000244140625,0.0,0.0,0.0,0.0,0.0,1.0,63.49186354627327,6.748730267056088,5.442332134595518,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,42.130001068115234,0.0,0.0,0.0,0.0,0.0,1.0,87.24444919162326,2.4117420906435734,7.561629491273636,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TGTX,TG THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,53.599998474121094,0.0,0.0,0.0,0.0,0.0,1.0,37.89554913044626,0.8324584849120833,5.120734561867875,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TWST,TWIST BIOSCIENCE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,91.3499984741211,0.0,0.0,0.0,0.0,0.0,1.0,50.817234496250244,0.5184933259710238,6.600202503188339,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TXG,10X GENOMICS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,34.599998474121094,0.0,0.0,0.0,0.0,0.0,1.0,46.11485653806562,0.2764881731579749,7.743807834128513,,55.16,35.0,30.0,70,99.55,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TER,Teradyne,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,Semiconductor Materials & Equipment,0.0,427.20001220703125,0.0,0.0,0.0,0.0,0.0,1.0,19.183129476979932,0.8392074270199548,7.7079971788793955,,55.1,47.0,44.0,65,71.73,50,0,0,0,constructive momentum,No major Prism warning from provided data
ALKS,ALKERMES,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,50.45000076293945,0.0,0.0,0.0,0.0,0.0,1.0,37.09239621975933,0.5549225037283709,3.642926734211418,,55.04,35.0,30.0,70,98.95,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
LGND,LIGAND PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,284.9100036621094,0.0,0.0,0.0,0.0,0.0,1.0,24.235817985995546,2.3155957568823697,4.018311464751461,,54.77,35.0,30.0,70,97.61,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
CAST,"FreeCast, Inc. - Class A common stock",NASDAQ+NASDAQ500,,,0.0,8.579999923706055,0.0,0.0,0.0,0.0,0.0,1.0,749.5049509624911,2.0313445859850003,19.53879419052279,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,NASDAQ+NASDAQ500,,,0.0,5.739999771118164,0.0,0.0,0.0,0.0,0.0,1.0,165.740719584772,0.7728512696054795,37.94051854369702,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ+NASDAQ500,,,0.0,3.700000047683716,0.0,0.0,0.0,0.0,0.0,1.0,86.86868747683548,10.855033581964342,35.74111954091076,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
ICCM,IceCure Medical Ltd. - Ordinary Shares,NASDAQ+NASDAQ500,,,0.0,9.300000190734863,0.0,0.0,0.0,0.0,0.0,1.0,31.91489275357693,10.825611961260838,17.572964397228986,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
