early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,TMO,Thermo Fisher Scientific,SPX,Health Care,77.65,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,61.11,47.47,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,DHR,Danaher Corporation,SPX,Health Care,73.67,85.0,early_transition,90.15,fresh_above_zero_cross_proxy,61.65,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,72.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,89.95,58.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,ERIE,Erie Indemnity,NASDAQ+SPX,Financials,72.07,100.0,fresh_bullish_cross,71.8,fresh_below_zero_cross_proxy,57.52,45.75,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
5,MRNA,Moderna,NASDAQ+NASDAQ500+SPX,Health Care,70.46,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,81.47,51.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
6,WY,Weyerhaeuser,SPX,Real Estate,70.01,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,60.11,46.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
7,MTD,Mettler Toledo,SPX,Health Care,69.04,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,63.53,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
8,BKNG,Booking Holdings,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,68.99,85.0,early_transition,63.15,bullish_above_signal_proxy,68.39,47.93,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,RCL,Royal Caribbean Group,SPX,Consumer Discretionary,68.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.81,50.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
10,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,68.28,85.0,early_transition,63.15,bullish_above_signal_proxy,66.22,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
11,APH,Amphenol,SPX,Information Technology,67.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,77.71,49.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
12,MLM,Martin Marietta Materials,SPX,Materials,67.81,82.0,early_transition,61.8,bullish_above_signal_proxy,68.56,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
13,IR,Ingersoll Rand,SPX,Industrials,67.66,85.0,early_transition,63.15,bullish_above_signal_proxy,64.34,47.12,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
14,COO,Cooper Companies (The),NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,67.57,85.0,early_transition,63.15,bullish_above_signal_proxy,63.63,47.98,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
15,EW,Edwards Lifesciences,SPX,Health Care,67.53,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.31,49.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
16,REG,Regency Centers,NASDAQ+NASDAQ500+SPX,Real Estate,67.44,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,52.31,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
17,LRCX,Lam Research,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,67.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.17,55.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
18,AOS,A. O. Smith,SPX,Industrials,67.24,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.55,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
19,DG,Dollar General,SPX,Consumer Staples,66.92,82.0,early_transition,61.8,bullish_above_signal_proxy,65.4,48.33,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,TER,Teradyne,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,66.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.73,55.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,NRG,NRG Energy,SPX,Utilities,66.8,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,55.6,48.87,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
22,CAT,Caterpillar Inc.,SPX,Industrials,66.7,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.96,51.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
23,GIS,General Mills,SPX,Consumer Staples,66.52,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,55.88,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
24,AJG,Arthur J. Gallagher & Co.,SPX,Financials,66.51,85.0,early_transition,63.15,bullish_above_signal_proxy,60.86,46.42,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
25,PPL,PPL Corporation,SPX,Utilities,66.43,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,55.62,46.37,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
26,PCAR,Paccar,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,66.36,82.0,early_transition,61.8,bullish_above_signal_proxy,62.57,50.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
27,BLDR,Builders FirstSource,SPX,Industrials,66.21,85.0,early_transition,51.15,bullish_below_zero_proxy,69.06,48.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
28,COR,Cencora,SPX,Health Care,65.85,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,54.9,46.23,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
29,AVY,Avery Dennison,SPX,Materials,65.7,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,54.88,45.23,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
30,PPG,PPG Industries,SPX,Materials,65.57,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,67.12,47.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
