early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,TKNO,ALPHA TEKNOVA INC,NASDAQ+RUSSELL2000,Health Care,80.12,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,94.04,54.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,COOK,TRAEGER INC,RUSSELL2000,Consumer Discretionary,78.92,75.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,97.23,53.7,3.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
3,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,78.82,100.0,fresh_bullish_cross,90.15,fresh_above_zero_cross_proxy,64.09,47.07,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
4,MBC,MASTERBRAND INC,RUSSELL2000,Industrials,78.21,85.0,early_transition,90.15,fresh_above_zero_cross_proxy,75.87,49.42,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
5,JACK,JACK IN THE BOX INC,NASDAQ+RUSSELL2000,Consumer Discretionary,77.2,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,60.19,46.29,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,SSTI,SOUNDTHINKING INC,NASDAQ+RUSSELL2000,Information Technology,77.12,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,81.65,50.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
7,DFH,DREAM FINDERS HOMES INC CLASS A,RUSSELL2000,Consumer Discretionary,75.88,85.0,early_transition,90.15,fresh_above_zero_cross_proxy,68.8,48.01,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,FWRD,FORWARD AIR CORP,NASDAQ+RUSSELL2000,Industrials,75.19,82.0,early_transition,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
9,RXT,RACKSPACE TECHNOLOGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,75.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
10,QTRX,QUANTERIX CORP,NASDAQ+RUSSELL2000,Health Care,74.92,85.0,early_transition,63.15,bullish_above_signal_proxy,85.9,52.43,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
11,AZTA,AZENTA INC,NASDAQ+RUSSELL2000,Health Care,74.76,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,68.71,48.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
12,GETY,GETTY IMAGES HOLDINGS INC CLASS A,RUSSELL2000,Communication,74.46,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,81.43,50.54,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
13,YEXT,YEXT INC,RUSSELL2000,Information Technology,73.77,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,66.17,47.48,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
14,DAVE,DAVE INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Financials,73.62,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,92.51,52.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
15,WGS,GENEDX HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,73.48,85.0,early_transition,63.15,bullish_above_signal_proxy,81.53,51.56,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
16,BCML,BAYCOM CORP,NASDAQ+RUSSELL2000,Financials,73.25,75.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,70.96,48.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
17,LAKE,LAKELAND INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,73.24,100.0,fresh_bullish_cross,90.15,fresh_above_zero_cross_proxy,47.18,43.69,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
18,MAGN,MAGNERA CORP,RUSSELL2000,Materials,72.93,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,72.7,48.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
19,IIIN,INSTEEL INDUSTRIES INC,RUSSELL2000,Industrials,72.43,82.0,early_transition,61.8,bullish_above_signal_proxy,82.55,50.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,PDFS,PDF SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,72.19,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,87.17,51.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,ZD,ZIFF DAVIS INC,NASDAQ+RUSSELL2000,Communication,72.01,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,66.16,47.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
