current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
11,REPX,RILEY EXPLORATION PERMIAN INC,Energy,11,35.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,TEX,TEREX,Industrials,12,67.214996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,68.480003,,,,
13,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,13,5.275,,,,,,,,,,,,,,3,5.34,,,,,,,,,,,,,,,,,,,,,,,,,
14,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,14,13.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,13.29,,,,
15,TALO,TALOS ENERGY,Energy,15,15.26,,,,,,,,,,,,,,,,,10,15.185,,,,,,,,,,,,,,,,,,,,,,
16,SDRL,SEADRILL,Energy,16,45.48,,17,43.314999,0.04998271,,,,,,,,,,,,,21,44.825001,,,,,,,,,,,,,,,,,,,,,,
17,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,17,42.16,,11,41.720001,0.01054648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,EFX,Equifax,Industrials,18,180.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,JNJ,Johnson & Johnson,Health Care,19,259.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,259.23999,,,,
20,CAMT,Camtek Ltd. - Ordinary Shares,,20,154.774994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PATK,PATRICK INDUSTRIES,Consumer Discretionary,21,87.135002,,22,88.839996,-0.01919174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WBD,Warner Bros. Discovery,Communication Services,22,26.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,DAN,DANA INCORPORATED INC,Consumer Discretionary,23,29.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,VAL,VALARIS LTD,Energy,24,83.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,25,37.310001,,7,38.669998,-0.03516931,4,38.220001,0.01177386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,26,36.238701,,,,,,,,,,,,,,,,,,,,,,,,,,49,35.310001,,,,,,,,,,,,,
27,LULU,Lululemon Athletica,Consumer Discretionary,27,125.894997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FDX,FedEx,Industrials,28,320.545013,,35,318.549988,0.00626283,36,315.869995,0.00848448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,320.980011,
29,GLNG,GOLAR LNG,Energy,29,51.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ZD,ZIFF DAVIS INC,Communication,30,54.775002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CEG,Constellation Energy,Utilities,31,274.040009,,,,,,,,,,,47,267.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,JBL,Jabil,Information Technology,32,345.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,USAU,US GOLD CORP,Materials,33,15.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FER,Ferrovial N.V. - Ordinary Shares,,34,66.010002,,30,66.510002,-0.00751767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,SMR,NUSCALE POWER CORP CLASS A,Industrials,35,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,TW,Tradeweb Markets Inc. - Class A Common Stock,,36,104.402496,,,,,42,103.32,,,,,,,,,,,,,,,,,,,,,,,8,102.014999,,,,,,,,,,
37,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,37,30.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,RGTI,RIGETTI COMPUTING,Information Technology,38,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,INFQ,INFLEQTION INC,Information Technology,39,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,STE,Steris,Health Care,40,236.005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,218.595001,,,,,,,,,,
41,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,41,189.220001,,,,,46,188.229996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,GOLD,GOLD INC,Consumer Discretionary,42,43.23,,,,,,,,,,,,,,43,42.209999,,,,,,,,,,,,,,,,,,,,,,,,,
43,BKE,BUCKLE,Consumer Discretionary,43,46.110001,,,,,44,45.740002,,,,,,,,,,,30,43.73,,29,44.009998,-0.00636215,15,45.009998,-0.02221729,,,,,,,,,,,,,,,
44,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,44,16.525,,,,,,,,,,,,,,47,16.18,,,,,,,,,,,,,,,,,,,,,,,2,16.290001,
