current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,REPX,RILEY EXPLORATION PERMIAN INC,Energy,1,35.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,35.27,,,,,21,35.0,
2,SDRL,SEADRILL,Energy,2,45.48,,9,43.314999,0.04998271,,,,,,,,,,,,,4,44.825001,,,,,,,,,,,,,,49,44.93,,,,,,,,,,,,,,,,
3,COHR,Coherent Corp.,Information Technology,3,343.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TTWO,Take-Two Interactive,Communication Services,4,252.218994,,,,,,,,,,,,,,,,,,,,,,,,,,28,247.619995,,,,,,,,,,,,,,,,,,,,,,
5,QUBT,QUANTUM COMPUTING,Information Technology,5,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,BNTX,BioNTech SE - American Depositary Shares,,6,93.699997,,8,93.669998,0.00032026,,,,,,,,,,,,,,,,,,,9,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
7,SR,SPIRE INC,Utilities,7,81.589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,82.57,,,,,,,,,,,,,
8,MNSB,MAINSTREET BANCSHARES INC,Financials,8,24.1,,50,24.1,0.00000000,28,24.059999,0.00166255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PATK,PATRICK INDUSTRIES,Consumer Discretionary,9,87.135002,,13,88.839996,-0.01919174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,TALO,TALOS ENERGY,Energy,10,15.26,,,,,,,,,,,,,,,,,2,15.185,,,,,,,,,,,,,,,,,25,15.265,,,,,,,,,,,,,
11,GPOR,GULFPORT ENERGY,Energy,11,165.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,12,13.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13.29,,,,,,,,,,,,,
13,JNJ,Johnson & Johnson,Health Care,13,259.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,259.23999,,,,,,,,,,,,,
14,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,14,42.16,,17,41.720001,0.01054648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,15,5.275,,,,,,,,,,,,,,3,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,16,102.849998,,6,102.849998,0.00000000,,,,,,,,,,,,,,,,,,,43,101.889999,,,,,,,,,,,,,,,,,,,,,,,36,102.199997,
17,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,17,36.238701,,,,,,,,,,,,,,,,,,,,,,,,,,38,35.310001,,,,,,,,,,,,,,,,,,,,,,
18,JBL,Jabil,Information Technology,18,345.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,DAN,DANA INCORPORATED INC,Consumer Discretionary,19,29.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,VAL,VALARIS LTD,Energy,20,83.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,21,93.885002,,12,93.959999,-0.00079818,,,,,,,,,,,,,,,,,,,44,93.5,,13,92.900002,0.00645854,,,,,,,,,,,,,,,,,,,37,93.879997,
22,USAU,US GOLD CORP,Materials,22,15.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,OXY,Occidental Petroleum,Energy,23,57.674999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,WBD,Warner Bros. Discovery,Communication Services,24,26.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
