current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,DOUG,DOUGLAS ELLIMAN INC,Real Estate,1,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,BNTX,BioNTech SE - American Depositary Shares,,2,93.699997,,1,93.669998,0.00032026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MNSB,MAINSTREET BANCSHARES INC,Financials,3,24.1,,19,24.1,0.00000000,7,24.059999,0.00166255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PCYO,PURE CYCLE CORP,Utilities,4,10.815,,4,10.83,-0.00138504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,WEN,WENDYS,Consumer Discretionary,5,7.455,,5,7.69,-0.03055917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MAZE,MAZE THERAPEUTICS,Health Care,6,27.35,,2,28.65,-0.04537522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CRVS,CORVUS PHARMACEUTICALS,Health Care,7,13.475,,3,13.92,-0.03196839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CEG,Constellation Energy,Utilities,8,274.040009,,6,269.890015,0.01537661,,,,,,,39,267.25,,9,273.709991,-0.02360159,,,,,,,,,,,,,,,,,,,,,,,,
9,HBAN,Huntington Bancshares,Financials,9,17.594999,,27,17.549999,0.00256410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,LEN,Lennar,Consumer Discretionary,10,85.360001,,7,88.169998,-0.03187022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FTV,Fortive,Industrials,11,61.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,62.904999,,6,62.305,0.00963003,,,,,,
12,DHI,D. R. Horton,Consumer Discretionary,12,146.225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GIS,General Mills,Consumer Staples,13,37.099998,,29,36.889999,0.00569257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,FC,FRANKLIN COVEY,Industrials,14,21.645,,45,21.775,-0.00597015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,TK,TEEKAY CORPORATION CORP LTD,Energy,15,11.4625,,9,11.33,0.01169462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,NVCR,NOVOCURE,Health Care,16,16.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,TH,TARGET HOSPITALITY,Consumer Discretionary,17,16.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,VALU,VALUE LINE INC,Financials,18,36.846802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MTH,MERITAGE CORP,Consumer Discretionary,19,71.720001,,10,74.550003,-0.03796113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,TWO,TWO HARBORS INVESTMENT,Financials,20,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AZO,AutoZone,Consumer Discretionary,21,3060.939941,,28,3126.830078,-0.02107250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,SR,SPIRE INC,Utilities,22,81.589996,,35,81.949997,-0.00439293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BKH,BLACK HILLS CORP,Utilities,23,73.540001,,20,74.650002,-0.01486940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,TALK,TALKSPACE,Health Care,24,5.225,,12,5.22,0.00095785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,NWE,NORTHWESTERN ENERGY GROUP,Utilities,25,71.029999,,18,72.089996,-0.01470380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,TARS,TARSUS PHARMACEUTICALS,Health Care,26,63.869999,,13,64.790001,-0.01419975,6,65.330002,-0.00826574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PCVX,VAXCYTE,Health Care,27,58.84,,16,58.07,0.01325986,1,58.889999,-0.01392425,,,,,,,,,,,,,39,55.959999,,,,,,,,,,,,,,,,,,,
28,IRD,OPUS GENETICS INC,Health Care,28,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,OFRM,ONCE UPON A FARM PBC,Consumer Staples,29,17.83,,22,17.879999,-0.00279636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,30,11.082,,14,11.34,-0.02275132,28,10.76,0.05390335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CPS,COOPER STANDARD HOLDINGS,Consumer Discretionary,31,29.870001,,21,31.43,-0.04963408,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,28.379999,,,,,,,
32,OPAL,OPAL FUELS CLASS A,Energy,32,2.47,,,,,,,,,,,,,,,,,7,2.35,,,,,,,,,,,,,,,,,,,,,,
33,IDN,INTELLICHECK INC,Information Technology,33,3.865,,23,3.93,-0.01653944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,GNE,GENIE ENERGY LTD CLASS B,Utilities,34,14.06,,15,14.6,-0.03698630,12,14.74,-0.00949796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,35,9.44,,17,9.64,-0.02074689,8,9.63,0.00103842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ANIP,ANI PHARMACEUTICALS,Health Care,36,75.919998,,24,78.25,-0.02977638,2,82.629997,-0.05300735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,UBER,Uber,Industrials,37,77.114998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FFIV,"F5, Inc.",Information Technology,38,414.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,407.959991,,,,,,,,,,
39,ARGX,argenx SE - American Depositary Shares,,39,879.820007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,918.219971,,20,924.599976,-0.00690029,,,
40,VLY,VALLEY NATIONAL,Financials,40,14.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TKO,TKO Group Holdings,Communication Services,41,188.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TYL,Tyler Technologies,Information Technology,42,316.234985,,,,,,,,36,306.42099,,12,313.13501,-0.02144129,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,43,5.275,,,,,,,,,,,35,5.14,,3,5.34,-0.03745318,,,,,,,,,,,,,,,,,,,,,,,,
44,OIS,OIL STATES INTERNATIONAL,Energy,44,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SMC,SUMMIT MIDSTREAM CORP,Energy,45,31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,30.33,
46,CGEM,CULLINAN THERAPEUTICS,Health Care,46,17.74,,,,,5,17.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MATX,MATSON INC,Industrials,47,208.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,KNTK,KINETIK HOLDINGS CLASS A,Energy,48,50.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FTRE,FORTREA HOLDINGS INC,Health Care,49,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ANNX,ANNEXON,Health Care,50,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
