current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,HUBB,Hubbell Incorporated,Industrials,1,510.950012,,12,513.849976,-0.00564360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RL,Ralph Lauren Corporation,Consumer Discretionary,2,399.890015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,STOK,STOKE THERAPEUTICS,Health Care,3,32.139999,,36,31.93,0.00657686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,JBIO,JADE BIOSCIENCES INC,Health Care,4,22.450001,,49,21.700001,0.03456221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,MCD,McDonald's,Consumer Discretionary,5,274.170013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,BELFB,BEL FUSE CLASS B,Information Technology,6,296.977509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,285.920013,,,,,,,,,,,,,
7,CHDN,"Churchill Downs, Incorporated - Common Stock",,7,86.82,,,,,,,,,,,,,,,,,46,88.529999,,,,,,,,,,,,,,,,,,,,,,,,,
8,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,8,11.335,,,,,21,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,XPEL,XPEL,Consumer Discretionary,9,47.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SRTA,STRATA CRITICAL MEDICAL CLASS A,Health Care,10,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
