current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
11,ACTG,ACACIA RESEARCH,Financials,11,4.655,,,,,,,,39,4.63,,,,,,,,,,,,,,,,,,,,,,,,,
12,MD,PEDIATRIX MEDICAL GROUP INC,Health Care,12,26.379999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RBKB,RHINEBECK BANCORP INC,Financials,13,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,GILD,Gilead Sciences,Health Care,14,129.975006,,1,131.759995,-0.01354728,1,135.25,-0.02580410,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CVCO,CAVCO INDUSTRIES,Consumer Discretionary,15,576.75,,2,587.72998,-0.01868201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MOS,Mosaic Company (The),Materials,16,23.385,,3,23.42,-0.00149445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MMI,MARCUS & MILLICHAP INC,Real Estate,17,31.997499,,10,31.219999,0.02490391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,GDOT,GREEN DOT CLASS A,Financials,18,13.48,,5,13.475,0.00037106,,,,,,,,,,,,,,,,21,13.375,,,,,,,,,,,,,
19,TARS,TARSUS PHARMACEUTICALS,Health Care,19,64.589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CXW,CORECIVIC REIT,Industrials,20,32.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,OGS,ONE GAS,Utilities,21,79.919998,,7,79.290001,0.00794548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BDTX,BLACK DIAMOND THERAPEUTICS INC,Health Care,22,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NTCT,NETSCOUT SYSTEMS,Information Technology,23,41.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,HP,HELMERICH & PAYNE,Energy,24,37.424999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PIPR,PIPER SANDLER COMPANIES,Financials,25,75.279999,,8,76.18,-0.01181414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,26,38.630001,,,,,,,,23,38.575001,,,,,,,,27,37.619999,,14,38.775002,-0.02978731,,,,,,,,,,,,
27,HMH,HMH HOLDING INC CLASS A,Energy,27,19.135,,13,20.620001,-0.07201750,,,,,,,32,20.790001,,12,20.120001,0.03330020,,,,,,,,,,,,,,,,44,21.049999,
28,GPRO,GOPRO INC CLASS A,Consumer Discretionary,28,0.7429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,GRBK,GREEN BRICK PARTNERS,Consumer Discretionary,29,71.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PRKS,UNITED PARKS AND RESORTS INC,Consumer Discretionary,30,44.509998,,9,46.060001,-0.03365182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TIPT,TIPTREE INC,Financials,31,17.85,,12,17.92,-0.00390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MDLZ,Mondelez International,Consumer Staples,32,62.900002,,39,62.599998,0.00479240,41,62.080002,0.00837622,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,DD,DuPont,Materials,33,145.675003,,16,147.229996,-0.01056166,2,142.880005,0.03044506,10,141.309998,0.01111037,,,,,,,,,,,,,,,,,,,,,,,,
34,IRM,Iron Mountain,Real Estate,34,123.489998,,17,127.230003,-0.02939562,21,125.400002,0.01459331,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,VIAV,Viavi Solutions Inc. - Common Stock,,35,40.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,TSHA,TAYSHA GENE THERAPIES,Health Care,36,6.34,,18,6.46,-0.01857585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ACLS,AXCELIS TECHNOLOGIES,Information Technology,37,140.335007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CNXC,CONCENTRIX,Industrials,38,26.07,,48,26.059999,0.00038377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CRI,CARTERS,Consumer Discretionary,39,40.610001,,28,39.935001,0.01690247,15,39.794998,0.00351811,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,HCKT,HACKETT GROUP,Information Technology,40,10.92,,20,11.51,-0.05125977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LMNR,LIMONEIRA,Consumer Staples,41,13.67,,21,13.71,-0.00291758,6,13.56,0.01106195,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ALGT,ALLEGIANT TRAVEL,Industrials,42,99.949997,,29,103.989998,-0.03884990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,UUUU,ENERGY FUELS INC,Energy,43,12.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,DAN,DANA INCORPORATED INC,Consumer Discretionary,44,28.58,,23,28.025,0.01980375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,WNEB,WESTERN NEW ENGLAND BANCORP INC,Financials,45,14.11,,27,14.01,0.00713776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TRNS,TRANSCAT,Industrials,46,93.639999,,22,93.75,-0.00117334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,47,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LGIH,LGI HOMES,Consumer Discretionary,48,58.599998,,26,61.48,-0.04684453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,49,15.14,,19,15.58,-0.02824134,7,15.8,-0.01392405,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,RXT,RACKSPACE TECHNOLOGY INC,Information Technology,50,4.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
