current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,MOS,Mosaic Company (The),Materials,1,23.385,,2,23.42,-0.00149445,,,,,,,,,,22,22.77,,,,,31,23.07,,,,,,,,,,,,,,,,,,,,,,
2,MUX,MCEWEN INC,Materials,2,18.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FPI,FARMLAND PARTNERS INC,Real Estate,3,9.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,OFLX,OMEGA FLEX INC,Industrials,4,30.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,RL,Ralph Lauren Corporation,Consumer Discretionary,5,399.890015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HP,HELMERICH & PAYNE,Energy,6,37.424999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,7,237.789993,,23,241.490005,-0.01532159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,FUL,HB FULLER,Materials,8,59.240002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,9,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,10,39.310001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CGON,CG ONCOLOGY,Health Care,11,75.260002,,28,72.419998,0.03921574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RAPP,RAPPORT THERAPEUTICS,Health Care,12,44.130001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PFE,Pfizer,Health Care,13,25.855,,18,25.795,0.00232603,,,,,,,,,,,,,,,,5,25.26,,,,,,,,,,,,,,,,,,,,,,
14,MMI,MARCUS & MILLICHAP INC,Real Estate,14,31.997499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
