early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1766,NOG,NORTHERN OIL AND GAS INC,RUSSELL2000,Energy,25.98,15.0,bearish_transition,25.0,bearish_proxy,30.6,40.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1767,DCGO,DOCGO INC,NASDAQ+RUSSELL2000,Health Care,25.95,18.0,bearish_transition,26.35,bearish_proxy,26.3,40.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1768,SSP,EW SCRIPPS CLASS A,NASDAQ+RUSSELL2000,Communication,25.95,15.0,bearish_transition,25.0,bearish_proxy,30.5,40.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1769,LASR,NLIGHT INC,NASDAQ+RUSSELL2000,Information Technology,25.91,15.0,bearish_transition,25.0,bearish_proxy,30.37,40.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1770,ROOT,ROOT INC CLASS A,NASDAQ+RUSSELL2000,Financials,25.89,15.0,bearish_transition,25.0,bearish_proxy,30.32,40.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1771,VOXR,VOX ROYALTY CORP,NASDAQ+RUSSELL2000,Materials,25.87,18.0,bearish_transition,26.35,bearish_proxy,26.51,39.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1772,NABL,N ABLE INC,RUSSELL2000,Information Technology,25.86,18.0,bearish_transition,26.35,bearish_proxy,26.47,39.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1773,THRY,THRYV HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,25.83,18.0,bearish_transition,26.35,bearish_proxy,26.38,39.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1774,GRNT,GRANITE RIDGE RESOURCES INC,RUSSELL2000,Energy,25.67,18.0,bearish_transition,26.35,bearish_proxy,25.88,39.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1775,EHTH,EHEALTH INC,NASDAQ+RUSSELL2000,Financials,25.65,18.0,bearish_transition,21.35,fresh_bearish_cross_proxy,29.62,40.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1776,LAW,CS DISCO INC,RUSSELL2000,Information Technology,25.57,18.0,bearish_transition,25.0,bearish_proxy,26.6,39.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1777,KOPN,KOPIN CORP,NASDAQ+RUSSELL2000,Information Technology,25.51,15.0,bearish_transition,25.0,bearish_proxy,29.15,40.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1778,LUMN,LUMEN TECHNOLOGIES INC,RUSSELL2000,Communication,25.51,18.0,bearish_transition,25.0,bearish_proxy,26.44,39.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1779,FLWS,1-800 FLOWERS.COM INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,25.45,18.0,bearish_transition,26.35,bearish_proxy,25.22,39.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1780,RC,READY CAPITAL CORP,RUSSELL2000,Financials,25.45,18.0,bearish_transition,21.35,fresh_bearish_cross_proxy,29.02,40.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1781,FLOC,FLOWCO HOLDINGS INC CLASS A,RUSSELL2000,Energy,25.4,15.0,bearish_transition,25.0,bearish_proxy,28.82,40.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1782,GOSS,GOSSAMER BIO INC,NASDAQ+RUSSELL2000,Health Care,25.39,15.0,bearish_transition,49.8,bullish_below_zero_proxy,9.54,37.16,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1783,EVCM,EVERCOMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,25.31,18.0,bearish_transition,26.35,bearish_proxy,24.8,39.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1784,ZUMZ,ZUMIEZ INC,NASDAQ+RUSSELL2000,Consumer Discretionary,25.28,18.0,bearish_transition,26.35,bearish_proxy,24.71,39.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1785,FUBO,FUBOTV INC CLASS A,RUSSELL2000,Communication,25.22,15.0,bearish_transition,25.0,bearish_proxy,28.29,39.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1786,ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,NASDAQ+RUSSELL2000,Materials,25.17,15.0,bearish_transition,25.0,bearish_proxy,28.13,39.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1787,DH,DEFINITIVE HEALTHCARE CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,25.0,15.0,bearish_transition,25.0,bearish_proxy,27.16,40.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1788,LUNG,PULMONX CORP,NASDAQ+RUSSELL2000,Health Care,24.96,18.0,bearish_transition,26.35,bearish_proxy,23.27,39.9,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1789,NEXT,NEXTDECADE CORP,NASDAQ+RUSSELL2000,Energy,24.87,18.0,bearish_transition,25.0,bearish_proxy,24.5,39.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1790,CNDT,CONDUENT INC,NASDAQ+RUSSELL2000,Industrials,24.78,15.0,bearish_transition,25.0,bearish_proxy,26.94,39.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1791,GEVO,GEVO INC,NASDAQ+RUSSELL2000,Energy,24.72,15.0,bearish_transition,25.0,bearish_proxy,26.77,39.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1792,NL,NLI HOLDINGS INC,RUSSELL2000,Industrials,24.71,15.0,bearish_transition,25.0,bearish_proxy,26.72,39.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1793,TDW,TIDEWATER INC,RUSSELL2000,Energy,24.66,15.0,bearish_transition,25.0,bearish_proxy,26.59,39.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1794,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,24.65,18.0,bearish_transition,26.35,bearish_proxy,22.8,38.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1795,ACTU,ACTUATE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,24.59,15.0,bearish_transition,49.8,bullish_below_zero_proxy,7.13,36.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1796,LZM,LIFEZONE METALS LTD,RUSSELL2000,Materials,24.59,15.0,bearish_transition,25.0,bearish_proxy,26.38,39.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1797,LXU,LSB INDUSTRIES INC,RUSSELL2000,Materials,24.56,15.0,bearish_transition,25.0,bearish_proxy,26.27,39.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1798,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,24.52,18.0,bearish_transition,26.35,bearish_proxy,22.4,38.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1799,CCOI,COGENT COMMUNICATIONS HOLDINGS INC,NASDAQ+RUSSELL2000,Communication,24.51,18.0,bearish_transition,26.35,bearish_proxy,22.37,38.72,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1800,SDRL,SEADRILL LTD,RUSSELL2000,Energy,24.43,18.0,bearish_transition,26.35,bearish_proxy,22.14,38.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1801,BL,BLACKLINE INC,NASDAQ+RUSSELL2000,Information Technology,24.42,18.0,bearish_transition,25.0,bearish_proxy,23.12,38.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1802,NE,NOBLE CORPORATION PLC,RUSSELL2000,Energy,24.42,15.0,bearish_transition,25.0,bearish_proxy,25.86,39.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1803,AESI,ATLAS ENERGY SOLUTIONS INC,RUSSELL2000,Energy,24.35,15.0,bearish_transition,25.0,bearish_proxy,25.65,39.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1804,SM,SM ENERGY,RUSSELL2000,Energy,24.35,15.0,bearish_transition,25.0,bearish_proxy,25.66,39.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1805,ZIP,ZIPRECRUITER INC CLASS A,RUSSELL2000,Communication,24.08,18.0,bearish_transition,26.35,bearish_proxy,21.09,38.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1806,UEC,URANIUM ENERGY CORP,RUSSELL2000,Energy,24.07,15.0,bearish_transition,25.0,bearish_proxy,24.79,39.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1807,XPRO,EXPRO GROUP HOLDINGS NV,RUSSELL2000,Energy,23.99,18.0,bearish_transition,26.35,bearish_proxy,20.79,38.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
