universe,date,ticker,name,sector,predicted_rank,score,price,next_date,next_return
SPX,2026-06-22,RMD,ResMed,Health Care,360,36.27,188.45,,
SPX,2026-06-20,LITE,Lumentum,Information Technology,471,27.8,901.19,2026-06-22,-0.008056014824842861
SPX,2026-06-22,LITE,Lumentum,Information Technology,361,36.16,893.93,,
SPX,2026-06-20,ALB,Albemarle Corporation,Materials,336,38.23,155.735,2026-06-22,0.0061322117699937895
SPX,2026-06-22,ALB,Albemarle Corporation,Materials,362,36.1,156.69,,
SPX,2026-06-20,PODD,Insulet Corporation,Health Care,340,37.87,139.835,2026-06-22,-0.006185861908678203
SPX,2026-06-22,PODD,Insulet Corporation,Health Care,363,36.09,138.97,,
SPX,2026-06-20,CMG,Chipotle Mexican Grill,Consumer Discretionary,64,62.18,31.065,2026-06-22,-0.016900048285852343
SPX,2026-06-22,CMG,Chipotle Mexican Grill,Consumer Discretionary,364,35.99,30.54,,
SPX,2026-06-20,HUM,Humana,Health Care,388,33.8,359.57,2026-06-22,0.0031982645938204435
SPX,2026-06-22,HUM,Humana,Health Care,365,35.54,360.72,,
SPX,2026-06-20,CHTR,Charter Communications,Communication Services,389,33.69,127.3,2026-06-22,-0.013825608798114564
SPX,2026-06-22,CHTR,Charter Communications,Communication Services,366,35.5,125.54,,
SPX,2026-06-20,WMT,Walmart,Consumer Staples,379,35.53,117.25,2026-06-22,-0.0005970149253731183
SPX,2026-06-22,WMT,Walmart,Consumer Staples,367,35.05,117.18,,
SPX,2026-06-20,HII,Huntington Ingalls Industries,Industrials,381,35.16,277.675,2026-06-22,0.0018546862339063885
SPX,2026-06-22,HII,Huntington Ingalls Industries,Industrials,368,34.94,278.19,,
SPX,2026-06-20,MSI,Motorola Solutions,Information Technology,410,31.62,395.85,2026-06-22,-0.009144878110395327
SPX,2026-06-22,MSI,Motorola Solutions,Information Technology,369,34.83,392.23,,
SPX,2026-06-20,MRK,Merck & Co.,Health Care,382,35.13,115.275,2026-06-22,0.001778356104966461
SPX,2026-06-22,MRK,Merck & Co.,Health Care,370,34.8,115.48,,
SPX,2026-06-20,OMC,Omnicom Group,Communication Services,431,30.47,71.9,2026-06-22,0.009040333796940025
SPX,2026-06-22,OMC,Omnicom Group,Communication Services,371,34.74,72.55,,
SPX,2026-06-20,TXT,Textron,Industrials,377,36.02,86.45,2026-06-22,0.005668016194331882
SPX,2026-06-22,TXT,Textron,Industrials,372,33.93,86.94,,
SPX,2026-06-20,MSCI,MSCI Inc.,Financials,298,39.68,575.265,2026-06-22,0.009708569094243558
SPX,2026-06-22,MSCI,MSCI Inc.,Financials,373,33.81,580.85,,
SPX,2026-06-20,NWSA,News Corp (Class A),Communication Services,423,30.76,24.725,2026-06-22,-0.0046511627906977715
SPX,2026-06-22,NWSA,News Corp (Class A),Communication Services,374,33.79,24.61,,
SPX,2026-06-20,UHS,Universal Health Services,Health Care,396,32.77,142.375,2026-06-22,0.0018612818261631858
SPX,2026-06-22,UHS,Universal Health Services,Health Care,375,33.76,142.64,,
SPX,2026-06-20,WBD,Warner Bros. Discovery,Communication Services,398,32.52,26.82,2026-06-22,0.004847129008202833
SPX,2026-06-22,WBD,Warner Bros. Discovery,Communication Services,376,33.57,26.95,,
SPX,2026-06-20,IQV,IQVIA,Health Care,395,32.77,166.9,2026-06-22,0.005452366686638621
SPX,2026-06-22,IQV,IQVIA,Health Care,377,33.5,167.81,,
SPX,2026-06-20,TMO,Thermo Fisher Scientific,Health Care,380,35.18,463.05,2026-06-22,0.0020732102364755534
SPX,2026-06-22,TMO,Thermo Fisher Scientific,Health Care,378,33.41,464.01,,
SPX,2026-06-20,LH,Labcorp,Health Care,186,52.38,255.405,2026-06-22,-0.0038174663769307005
SPX,2026-06-22,LH,Labcorp,Health Care,379,33.34,254.43,,
SPX,2026-06-20,LEN,Lennar,Consumer Discretionary,147,56.17,87.64,2026-06-22,-0.0022820629849383822
SPX,2026-06-22,LEN,Lennar,Consumer Discretionary,380,33.23,87.44,,
SPX,2026-06-20,NWS,News Corp (Class B),Communication Services,437,30.17,28.185,2026-06-22,-0.009402164271775648
SPX,2026-06-22,NWS,News Corp (Class B),Communication Services,381,33.04,27.92,,
SPX,2026-06-20,LVS,Las Vegas Sands,Consumer Discretionary,403,31.95,47.68,2026-06-22,0.00251677852348986
SPX,2026-06-22,LVS,Las Vegas Sands,Consumer Discretionary,382,33.01,47.8,,
SPX,2026-06-20,MKC,McCormick & Company,Consumer Staples,376,36.06,46.03,2026-06-22,-0.006517488594395049
SPX,2026-06-22,MKC,McCormick & Company,Consumer Staples,383,32.98,45.73,,
SPX,2026-06-20,BDX,Becton Dickinson,Health Care,440,30.0,141.32,2026-06-22,-0.0043164449476365
SPX,2026-06-22,BDX,Becton Dickinson,Health Care,384,32.91,140.71,,
SPX,2026-06-20,SPGI,S&P Global,Financials,401,32.37,406.72,2026-06-22,0.0016473249409911794
SPX,2026-06-22,SPGI,S&P Global,Financials,385,32.81,407.39,,
SPX,2026-06-20,REG,Regency Centers,Real Estate,342,37.71,77.54,2026-06-22,-0.0023213825122517795
SPX,2026-06-22,REG,Regency Centers,Real Estate,386,32.71,77.36,,
SPX,2026-06-20,NSC,Norfolk Southern,Industrials,422,30.78,304.49,2026-06-22,-0.0010509376334197906
SPX,2026-06-22,NSC,Norfolk Southern,Industrials,387,32.65,304.17,,
SPX,2026-06-20,IDXX,Idexx Laboratories,Health Care,54,63.18,548.345,2026-06-22,-0.004768895494624781
SPX,2026-06-22,IDXX,Idexx Laboratories,Health Care,388,32.57,545.73,,
SPX,2026-06-20,MDLZ,Mondelez International,Consumer Staples,372,36.23,59.995,2026-06-22,-0.008084007000583426
SPX,2026-06-22,MDLZ,Mondelez International,Consumer Staples,389,32.36,59.51,,
SPX,2026-06-20,EQR,Equity Residential,Real Estate,391,33.49,64.935,2026-06-22,-0.00315700315700318
SPX,2026-06-22,EQR,Equity Residential,Real Estate,390,32.34,64.73,,
SPX,2026-06-20,NDAQ,"Nasdaq, Inc.",Financials,438,30.15,82.5618,2026-06-22,0.0005838051011484158
SPX,2026-06-22,NDAQ,"Nasdaq, Inc.",Financials,391,32.32,82.61,,
SPX,2026-06-20,CTAS,Cintas,Industrials,173,52.78,169.91,2026-06-22,-0.002707315637690555
SPX,2026-06-22,CTAS,Cintas,Industrials,392,32.31,169.45,,
SPX,2026-06-20,BMY,Bristol Myers Squibb,Health Care,458,28.95,54.545,2026-06-22,0.0028416903474195454
SPX,2026-06-22,BMY,Bristol Myers Squibb,Health Care,393,32.26,54.7,,
SPX,2026-06-20,STE,Steris,Health Care,405,31.93,200.02,2026-06-22,0.0018998100189979716
SPX,2026-06-22,STE,Steris,Health Care,394,32.21,200.4,,
SPX,2026-06-20,PSX,Phillips 66,Energy,428,30.6,168.105,2026-06-22,0.0018143422265846088
SPX,2026-06-22,PSX,Phillips 66,Energy,395,32.17,168.41,,
SPX,2026-06-20,ADM,Archer Daniels Midland,Consumer Staples,420,30.84,75.46,2026-06-22,0.010999204876755986
SPX,2026-06-22,ADM,Archer Daniels Midland,Consumer Staples,396,32.13,76.29,,
SPX,2026-06-20,PSKY,Paramount Skydance Corporation,Communication Services,435,30.35,10.055,2026-06-22,-0.016409746394828395
SPX,2026-06-22,PSKY,Paramount Skydance Corporation,Communication Services,397,32.05,9.89,,
SPX,2026-06-20,ULTA,Ulta Beauty,Consumer Discretionary,417,31.13,460.925,2026-06-22,0.008971090741443755
SPX,2026-06-22,ULTA,Ulta Beauty,Consumer Discretionary,398,31.9,465.06,,
SPX,2026-06-20,GEHC,GE HealthCare,Health Care,404,31.93,60.93,2026-06-22,-0.004759560150992881
SPX,2026-06-22,GEHC,GE HealthCare,Health Care,399,31.89,60.64,,
SPX,2026-06-20,GILD,Gilead Sciences,Health Care,394,32.85,125.09,2026-06-22,-0.0017587337117275226
SPX,2026-06-22,GILD,Gilead Sciences,Health Care,400,31.71,124.87,,
SPX,2026-06-20,AMT,American Tower,Real Estate,385,34.39,177.7,2026-06-22,-0.007146876758581833
SPX,2026-06-22,AMT,American Tower,Real Estate,401,31.69,176.43,,
SPX,2026-06-20,ERIE,Erie Indemnity,Financials,145,56.53,213.59,2026-06-22,-0.009082822229505072
SPX,2026-06-22,ERIE,Erie Indemnity,Financials,402,31.66,211.65,,
SPX,2026-06-20,SNPS,Synopsys,Information Technology,424,30.76,460.48,2026-06-22,0.008903752605976312
SPX,2026-06-22,SNPS,Synopsys,Information Technology,403,31.64,464.58,,
SPX,2026-06-20,OKE,Oneok,Energy,483,26.44,86.1,2026-06-22,0.002206736353077998
SPX,2026-06-22,OKE,Oneok,Energy,404,31.62,86.29,,
SPX,2026-06-20,AVB,AvalonBay Communities,Real Estate,402,32.07,180.14,2026-06-22,-0.0013878094815144015
SPX,2026-06-22,AVB,AvalonBay Communities,Real Estate,405,31.6,179.89,,
SPX,2026-06-20,LDOS,Leidos,Industrials,482,26.5,101.62,2026-06-22,0.03168667585121043
SPX,2026-06-22,LDOS,Leidos,Industrials,406,31.54,104.84,,
SPX,2026-06-20,BG,Bunge Global,Consumer Staples,418,31.02,110.67,2026-06-22,0.0067769043101111315
SPX,2026-06-22,BG,Bunge Global,Consumer Staples,407,31.51,111.42,,
SPX,2026-06-20,VICI,Vici Properties,Real Estate,407,31.77,26.27,2026-06-22,-0.006851922344880079
SPX,2026-06-22,VICI,Vici Properties,Real Estate,408,31.48,26.09,,
SPX,2026-06-20,KHC,Kraft Heinz,Consumer Staples,317,38.94,22.165,2026-06-22,-0.006090683510038275
SPX,2026-06-22,KHC,Kraft Heinz,Consumer Staples,409,31.37,22.03,,
SPX,2026-06-20,UNP,Union Pacific Corporation,Industrials,419,30.87,261.16,2026-06-22,-0.004786337877163427
SPX,2026-06-22,UNP,Union Pacific Corporation,Industrials,410,31.37,259.91,,
SPX,2026-06-20,VLO,Valero Energy,Energy,433,30.4,241.415,2026-06-22,0.009796408673860446
SPX,2026-06-22,VLO,Valero Energy,Energy,411,31.37,243.78,,
SPX,2026-06-20,APP,AppLovin,Information Technology,425,30.66,466.3,2026-06-22,0.006626635213381915
SPX,2026-06-22,APP,AppLovin,Information Technology,412,31.3,469.39,,
SPX,2026-06-20,PFE,Pfizer,Health Care,345,37.66,25.175,2026-06-22,-0.0037735849056604875
SPX,2026-06-22,PFE,Pfizer,Health Care,413,31.28,25.08,,
SPX,2026-06-20,HSY,Hershey Company (The),Consumer Staples,413,31.32,172.33,2026-06-22,-0.008356061045668328
SPX,2026-06-22,HSY,Hershey Company (The),Consumer Staples,414,31.25,170.89,,
SPX,2026-06-20,EOG,EOG Resources,Energy,469,27.91,131.86,2026-06-22,0.007356286971029968
SPX,2026-06-22,EOG,EOG Resources,Energy,415,31.24,132.83,,
SPX,2026-06-20,NKE,"Nike, Inc.",Consumer Discretionary,98,60.78,43.475,2026-06-22,-0.006555491661874746
SPX,2026-06-22,NKE,"Nike, Inc.",Consumer Discretionary,416,31.19,43.19,,
SPX,2026-06-20,VTRS,Viatris,Health Care,415,31.2,15.345,2026-06-22,0.002280873248615256
SPX,2026-06-22,VTRS,Viatris,Health Care,417,31.18,15.38,,
SPX,2026-06-20,VZ,Verizon,Communication Services,397,32.7,45.52,2026-06-22,-0.0035149384885765356
SPX,2026-06-22,VZ,Verizon,Communication Services,418,31.15,45.36,,
SPX,2026-06-20,FDS,FactSet,Financials,387,34.02,217.5,2026-06-22,0.005149425287356291
SPX,2026-06-22,FDS,FactSet,Financials,419,31.13,218.62,,
SPX,2026-06-20,COIN,Coinbase,Financials,412,31.4,165.38,2026-06-22,-0.0032652074011367827
SPX,2026-06-22,COIN,Coinbase,Financials,420,31.03,164.84,,
SPX,2026-06-20,RSG,Republic Services,Industrials,132,58.51,205.03,2026-06-22,-0.0032678144661756336
SPX,2026-06-22,RSG,Republic Services,Industrials,421,31.0,204.36,,
SPX,2026-06-20,MRSH,Marsh McLennan,Financials,129,59.03,161.265,2026-06-22,-0.007100114718010642
SPX,2026-06-22,MRSH,Marsh McLennan,Financials,422,30.96,160.12,,
SPX,2026-06-20,CTSH,Cognizant,Information Technology,452,29.21,41.4765,2026-06-22,0.008522898508793952
SPX,2026-06-22,CTSH,Cognizant,Information Technology,423,30.89,41.83,,
SPX,2026-06-20,MO,Altria,Consumer Staples,427,30.63,69.465,2026-06-22,0.0006478082487584302
SPX,2026-06-22,MO,Altria,Consumer Staples,424,30.89,69.51,,
SPX,2026-06-20,TSLA,"Tesla, Inc.",Consumer Discretionary,406,31.85,408.115,2026-06-22,-0.007510138073827277
SPX,2026-06-22,TSLA,"Tesla, Inc.",Consumer Discretionary,425,30.74,405.05,,
SPX,2026-06-20,AXON,Axon Enterprise,Industrials,333,38.29,413.135,2026-06-22,-0.007515703099471138
SPX,2026-06-22,AXON,Axon Enterprise,Industrials,426,30.71,410.03,,
SPX,2026-06-20,ORLY,O’Reilly Automotive,Consumer Discretionary,338,38.21,85.19,2026-06-22,0.005164925460734882
SPX,2026-06-22,ORLY,O’Reilly Automotive,Consumer Discretionary,427,30.69,85.63,,
SPX,2026-06-20,EFX,Equifax,Industrials,411,31.56,153.615,2026-06-22,-0.0008137226182338697
SPX,2026-06-22,EFX,Equifax,Industrials,428,30.57,153.49,,
SPX,2026-06-20,CMCSA,Comcast,Communication Services,463,28.39,22.435,2026-06-22,-0.005125919322487071
SPX,2026-06-22,CMCSA,Comcast,Communication Services,429,30.52,22.32,,
SPX,2026-06-20,BR,Broadridge Financial Solutions,Industrials,441,29.97,135.195,2026-06-22,0.007581641332889522
SPX,2026-06-22,BR,Broadridge Financial Solutions,Industrials,430,30.47,136.22,,
SPX,2026-06-20,FOXA,Fox Corporation (Class A),Communication Services,448,29.47,49.16,2026-06-22,0.0046786004882017895
SPX,2026-06-22,FOXA,Fox Corporation (Class A),Communication Services,431,30.45,49.39,,
SPX,2026-06-20,WM,Waste Management,Industrials,315,38.96,213.88,2026-06-22,-0.002665045820085976
SPX,2026-06-22,WM,Waste Management,Industrials,432,30.44,213.31,,
SPX,2026-06-20,LMT,Lockheed Martin,Industrials,369,36.4,493.695,2026-06-22,-0.00019242649814155133
SPX,2026-06-22,LMT,Lockheed Martin,Industrials,433,30.42,493.6,,
SPX,2026-06-20,LHX,L3Harris,Industrials,297,39.69,285.5125,2026-06-22,0.001112035374983611
SPX,2026-06-22,LHX,L3Harris,Industrials,434,30.34,285.83,,
SPX,2026-06-20,T,AT&T,Communication Services,421,30.79,22.27,2026-06-22,-0.007633587786259444
SPX,2026-06-22,T,AT&T,Communication Services,435,30.33,22.1,,
SPX,2026-06-20,EXE,Expand Energy,Energy,457,28.96,87.605,2026-06-22,0.009531419439529731
SPX,2026-06-22,EXE,Expand Energy,Energy,436,30.32,88.44,,
SPX,2026-06-20,EQT,EQT Corporation,Energy,456,29.08,51.23,2026-06-22,0.011907085691977404
SPX,2026-06-22,EQT,EQT Corporation,Energy,437,30.32,51.84,,
SPX,2026-06-20,VEEV,Veeva Systems,Health Care,434,30.39,153.46,2026-06-22,-0.001954906816108548
SPX,2026-06-22,VEEV,Veeva Systems,Health Care,438,30.3,153.16,,
SPX,2026-06-20,GOOG,Alphabet Inc. (Class C),Communication Services,370,36.34,347.2699,2026-06-22,0.004348490900017543
SPX,2026-06-22,GOOG,Alphabet Inc. (Class C),Communication Services,439,30.11,348.78,,
SPX,2026-06-20,CVX,Chevron Corporation,Energy,455,29.1,174.895,2026-06-22,0.000943423196775095
SPX,2026-06-22,CVX,Chevron Corporation,Energy,440,30.05,175.06,,
SPX,2026-06-20,GOOGL,Alphabet Inc. (Class A),Communication Services,374,36.13,348.19,2026-06-22,0.004279272810821633
SPX,2026-06-22,GOOGL,Alphabet Inc. (Class A),Communication Services,441,30.04,349.68,,
SPX,2026-06-20,CPRT,Copart,Industrials,450,29.3,29.565,2026-06-22,-0.002875021139861378
SPX,2026-06-22,CPRT,Copart,Industrials,442,29.98,29.48,,
SPX,2026-06-20,BKR,Baker Hughes,Energy,445,29.71,58.425,2026-06-22,0.012409071459135612
SPX,2026-06-22,BKR,Baker Hughes,Energy,443,29.95,59.15,,
SPX,2026-06-20,META,Meta Platforms,Communication Services,426,30.63,565.95,2026-06-22,-0.0037105751391466324
SPX,2026-06-22,META,Meta Platforms,Communication Services,444,29.84,563.85,,
SPX,2026-06-20,GPN,Global Payments,Financials,393,32.92,65.525,2026-06-22,-0.0066386875238458876
SPX,2026-06-22,GPN,Global Payments,Financials,445,29.79,65.09,,
SPX,2026-06-20,TRMB,Trimble Inc.,Information Technology,478,26.8,49.04,2026-06-22,0.0038743882544860497
SPX,2026-06-22,TRMB,Trimble Inc.,Information Technology,446,29.75,49.23,,
SPX,2026-06-20,NOC,Northrop Grumman,Industrials,299,39.51,507.89,2026-06-22,-0.0011026009569000683
SPX,2026-06-22,NOC,Northrop Grumman,Industrials,447,29.71,507.33,,
SPX,2026-06-20,TPL,Texas Pacific Land Corporation,Energy,444,29.72,356.88,2026-06-22,0.011852723604573123
SPX,2026-06-22,TPL,Texas Pacific Land Corporation,Energy,448,29.58,361.11,,
SPX,2026-06-20,ISRG,Intuitive Surgical,Health Care,366,36.59,401.76,2026-06-22,0.0029619673436878102
SPX,2026-06-22,ISRG,Intuitive Surgical,Health Care,449,29.49,402.95,,
SPX,2026-06-20,CCI,Crown Castle,Real Estate,399,32.47,84.095,2026-06-22,-0.011594030560675317
SPX,2026-06-22,CCI,Crown Castle,Real Estate,450,29.45,83.12,,
SPX,2026-06-20,ICE,Intercontinental Exchange,Financials,459,28.62,130.94,2026-06-22,0.003054834275240559
SPX,2026-06-22,ICE,Intercontinental Exchange,Financials,451,29.43,131.34,,
SPX,2026-06-20,FANG,Diamondback Energy,Energy,447,29.56,187.48,2026-06-22,0.0017068487305313962
SPX,2026-06-22,FANG,Diamondback Energy,Energy,452,29.29,187.8,,
SPX,2026-06-20,AVGO,Broadcom,Information Technology,373,36.18,397.05,2026-06-22,-0.012391386475255062
SPX,2026-06-22,AVGO,Broadcom,Information Technology,453,29.2,392.13,,
SPX,2026-06-20,AMZN,Amazon,Consumer Discretionary,449,29.44,233.96,2026-06-22,-0.005000854846982428
SPX,2026-06-22,AMZN,Amazon,Consumer Discretionary,454,29.18,232.79,,
SPX,2026-06-20,COP,ConocoPhillips,Energy,489,26.0,109.16,2026-06-22,0.004946866984243403
SPX,2026-06-22,COP,ConocoPhillips,Energy,455,29.13,109.7,,
SPX,2026-06-20,COST,Costco,Consumer Staples,465,28.15,947.885,2026-06-22,0.003655506733411862
SPX,2026-06-22,COST,Costco,Consumer Staples,456,29.1,951.35,,
SPX,2026-06-20,FISV,Fiserv,Financials,429,30.55,47.57,2026-06-22,-0.008198444397729654
SPX,2026-06-22,FISV,Fiserv,Financials,457,29.08,47.18,,
SPX,2026-06-20,KR,Kroger,Consumer Staples,485,26.35,56.16,2026-06-22,-0.00712250712250706
SPX,2026-06-22,KR,Kroger,Consumer Staples,458,29.06,55.76,,
SPX,2026-06-20,SBAC,SBA Communications,Real Estate,414,31.2,187.73,2026-06-22,-0.0007457518776966543
SPX,2026-06-22,SBAC,SBA Communications,Real Estate,459,29.04,187.59,,
SPX,2026-06-20,MSFT,Microsoft,Information Technology,446,29.6,370.45,2026-06-22,-0.00839519503306796
SPX,2026-06-22,MSFT,Microsoft,Information Technology,460,29.0,367.34,,
SPX,2026-06-20,DVN,Devon Energy,Energy,470,27.86,42.915,2026-06-22,0.003145753233135151
SPX,2026-06-22,DVN,Devon Energy,Energy,461,28.93,43.05,,
SPX,2026-06-20,JKHY,Jack Henry & Associates,Financials,392,33.08,123.525,2026-06-22,-0.0008500303582270607
SPX,2026-06-22,JKHY,Jack Henry & Associates,Financials,462,28.68,123.42,,
SPX,2026-06-20,TYL,Tyler Technologies,Information Technology,432,30.47,276.51,2026-06-22,-0.004484467107880419
SPX,2026-06-22,TYL,Tyler Technologies,Information Technology,463,28.61,275.27,,
SPX,2026-06-20,CRM,Salesforce,Information Technology,496,22.6,149.44,2026-06-22,0.004550321199143559
SPX,2026-06-22,CRM,Salesforce,Information Technology,464,28.58,150.12,,
SPX,2026-06-20,XOM,ExxonMobil,Energy,462,28.4,138.54,2026-06-22,-0.0005052692363215483
SPX,2026-06-22,XOM,ExxonMobil,Energy,465,28.48,138.47,,
SPX,2026-06-20,PLTR,Palantir Technologies,Information Technology,409,31.67,120.95,2026-06-22,-0.011988424968995437
SPX,2026-06-22,PLTR,Palantir Technologies,Information Technology,466,28.46,119.5,,
SPX,2026-06-20,APA,APA Corporation,Energy,480,26.7,34.015,2026-06-22,0.005438777010142726
SPX,2026-06-22,APA,APA Corporation,Energy,467,28.43,34.2,,
SPX,2026-06-20,FICO,Fair Isaac,Information Technology,466,28.09,1082.5,2026-06-22,0.007713625866050622
SPX,2026-06-22,FICO,Fair Isaac,Information Technology,468,28.41,1090.85,,
SPX,2026-06-20,FOX,Fox Corporation (Class B),Communication Services,484,26.43,44.855,2026-06-22,0.0016720543975030644
SPX,2026-06-22,FOX,Fox Corporation (Class B),Communication Services,469,28.4,44.93,,
SPX,2026-06-20,NFLX,Netflix,Communication Services,467,28.07,73.17,2026-06-22,-0.003963372967063061
SPX,2026-06-22,NFLX,Netflix,Communication Services,470,28.35,72.88,,
SPX,2026-06-20,EBAY,eBay Inc.,Consumer Discretionary,375,36.06,105.485,2026-06-22,-0.00516661136654506
SPX,2026-06-22,EBAY,eBay Inc.,Consumer Discretionary,471,28.24,104.94,,
SPX,2026-06-20,LULU,Lululemon Athletica,Consumer Discretionary,430,30.54,105.54,2026-06-22,-0.0010422588592002846
SPX,2026-06-22,LULU,Lululemon Athletica,Consumer Discretionary,472,27.89,105.43,,
SPX,2026-06-20,CME,CME Group,Financials,481,26.61,245.895,2026-06-22,-0.0028264096463939126
SPX,2026-06-22,CME,CME Group,Financials,473,27.84,245.2,,
SPX,2026-06-20,FIS,Fidelity National Information Services,Financials,453,29.21,37.695,2026-06-22,0.0006632179334129518
SPX,2026-06-22,FIS,Fidelity National Information Services,Financials,474,27.76,37.72,,
SPX,2026-06-20,SLB,Schlumberger,Energy,488,26.12,47.41,2026-06-22,0.011390002109259889
SPX,2026-06-22,SLB,Schlumberger,Energy,475,27.65,47.95,,
SPX,2026-06-20,DOW,Dow Inc.,Materials,474,27.42,30.78,2026-06-22,0.0003248862897984317
SPX,2026-06-22,DOW,Dow Inc.,Materials,476,27.4,30.79,,
SPX,2026-06-20,CSGP,CoStar Group,Real Estate,442,29.89,29.31,2026-06-22,-0.0030706243602866
SPX,2026-06-22,CSGP,CoStar Group,Real Estate,477,27.36,29.22,,
SPX,2026-06-20,WDAY,"Workday, Inc.",Information Technology,461,28.56,113.125,2026-06-22,-0.000751381215469582
SPX,2026-06-22,WDAY,"Workday, Inc.",Information Technology,478,27.33,113.04,,
SPX,2026-06-20,GDDY,GoDaddy,Information Technology,493,24.3,74.61,2026-06-22,0.005093151052137701
SPX,2026-06-22,GDDY,GoDaddy,Information Technology,479,27.22,74.99,,
SPX,2026-06-20,OXY,Occidental Petroleum,Energy,460,28.57,51.78,2026-06-22,0.004248744689069106
SPX,2026-06-22,OXY,Occidental Petroleum,Energy,480,27.11,52.0,,
SPX,2026-06-20,ROL,"Rollins, Inc.",Industrials,492,25.5,44.305,2026-06-22,0.0023699356731745613
SPX,2026-06-22,ROL,"Rollins, Inc.",Industrials,481,27.03,44.41,,
SPX,2026-06-20,ADSK,Autodesk,Information Technology,477,26.99,187.505,2026-06-22,0.0011466360897043337
SPX,2026-06-22,ADSK,Autodesk,Information Technology,482,26.99,187.72,,
SPX,2026-06-20,VRSN,Verisign,Information Technology,475,27.39,247.63,2026-06-22,0.00024229697532618388
SPX,2026-06-22,VRSN,Verisign,Information Technology,483,26.73,247.69,,
SPX,2026-06-20,HAL,Halliburton,Energy,468,27.98,34.665,2026-06-22,0.0145680080773114
SPX,2026-06-22,HAL,Halliburton,Energy,484,26.6,35.17,,
SPX,2026-06-20,TSN,Tyson Foods,Consumer Staples,473,27.57,55.855,2026-06-22,-0.006176707546325266
SPX,2026-06-22,TSN,Tyson Foods,Consumer Staples,485,26.55,55.51,,
SPX,2026-06-20,ORCL,Oracle Corporation,Information Technology,436,30.28,176.94,2026-06-22,-0.010568554312196277
SPX,2026-06-22,ORCL,Oracle Corporation,Information Technology,486,26.5,175.07,,
SPX,2026-06-20,CF,CF Industries,Materials,476,27.08,102.87,2026-06-22,0.007096335180324598
SPX,2026-06-22,CF,CF Industries,Materials,487,26.09,103.6,,
SPX,2026-06-20,PTC,PTC Inc.,Information Technology,464,28.38,114.66,2026-06-22,0.0029652886795743516
SPX,2026-06-22,PTC,PTC Inc.,Information Technology,488,26.05,115.0,,
SPX,2026-06-20,IT,Gartner,Information Technology,498,21.8,126.235,2026-06-22,-0.004000475303996498
SPX,2026-06-22,IT,Gartner,Information Technology,489,25.81,125.73,,
SPX,2026-06-20,NOW,ServiceNow,Information Technology,472,27.65,92.68,2026-06-22,0.0035606387570132902
SPX,2026-06-22,NOW,ServiceNow,Information Technology,490,25.59,93.01,,
SPX,2026-06-20,LYB,LyondellBasell,Materials,479,26.78,58.03,2026-06-22,0.008443908323281013
SPX,2026-06-22,LYB,LyondellBasell,Materials,491,25.14,58.52,,
SPX,2026-06-20,ADBE,Adobe Inc.,Information Technology,491,25.51,193.055,2026-06-22,0.009556862034135305
SPX,2026-06-22,ADBE,Adobe Inc.,Information Technology,492,25.1,194.9,,
SPX,2026-06-20,TTD,Trade Desk (The),Communication Services,495,23.65,18.105,2026-06-22,-0.0046948356807512415
SPX,2026-06-22,TTD,Trade Desk (The),Communication Services,493,24.87,18.02,,
SPX,2026-06-20,CIEN,Ciena,Information Technology,497,22.46,458.64,2026-06-22,0.003684807256235878
SPX,2026-06-22,CIEN,Ciena,Information Technology,494,24.36,460.33,,
SPX,2026-06-20,BSX,Boston Scientific,Health Care,486,26.14,44.405,2026-06-22,-0.0016889989866006871
SPX,2026-06-22,BSX,Boston Scientific,Health Care,495,24.31,44.33,,
SPX,2026-06-20,AKAM,Akamai Technologies,Information Technology,494,23.8,120.815,2026-06-22,-0.000620783843065853
SPX,2026-06-22,AKAM,Akamai Technologies,Information Technology,496,23.61,120.74,,
SPX,2026-06-20,INTU,Intuit,Information Technology,499,18.22,256.91,2026-06-22,0.003347475769724717
SPX,2026-06-22,INTU,Intuit,Information Technology,497,21.14,257.77,,
SPX,2026-06-20,SATS,ECHOSTAR CORP CLASS A,Communication,451,29.24,106.89,2026-06-22,-0.004584151931892544
SPX,2026-06-22,SATS,ECHOSTAR CORP CLASS A,Communication,498,20.35,106.4,,
SPX,2026-06-20,ACN,Accenture,Information Technology,490,25.53,120.52,2026-06-22,0.03576169930302031
SPX,2026-06-22,ACN,Accenture,Information Technology,499,20.23,124.83,,
SPX,2026-06-20,FDXF,FedEx Freight,Industrials,500,13.78,165.85,2026-06-22,-0.029605064817606275
SPX,2026-06-22,FDXF,FedEx Freight,Industrials,500,16.09,160.94,,
RUSSELL2000,2026-06-20,TKNO,ALPHA TEKNOVA INC,Health Care,273,61.84,5.02,2026-06-22,0.02788844621513964
RUSSELL2000,2026-06-22,TKNO,ALPHA TEKNOVA INC,Health Care,1,81.19,5.16,,
RUSSELL2000,2026-06-20,KRRO,KORRO BIO INC,Health Care,869,48.15,13.64,2026-06-22,0.019061583577712593
RUSSELL2000,2026-06-22,KRRO,KORRO BIO INC,Health Care,2,80.41,13.9,,
RUSSELL2000,2026-06-20,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication,207,62.93,1.275,2026-06-22,-0.019607843137254832
RUSSELL2000,2026-06-22,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication,3,79.42,1.25,,
