current_rank,ticker,name,sector,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
38,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,38,63.665001,,32,63.529999,0.00212501,11,64.260002,-0.01136015,,,,,,,,,,,,,,,,35,64.260002,
39,KR,Kroger,Consumer Staples,39,60.834202,,30,61.150002,-0.00516435,,,,,,,,,,,,,,,,,,,,,
40,ARQT,ARCUTIS BIOTHERAPEUTICS,Health Care,40,25.295,,,,,,,,,,,,,,,,,,,,,,,,,
41,UTMD,UTAH MEDICAL PRODUCTS INC,Health Care,41,74.419998,,31,74.059998,0.00486092,12,74.629997,-0.00763767,,,,,,,,,,,,,,,,,,
42,RIOT,RIOT PLATFORMS,Information Technology,42,21.879999,,,,,,,,,,,,,,,,,43,22.07,,,,,,,
43,RAMP,LIVERAMP HOLDINGS INC,Information Technology,43,37.93,,,,,,,,,,,,,,,,,,,,,,,,,
44,MARA,MARA HOLDINGS,Information Technology,44,11.66,,,,,,,,,,,,,,,,,,,,,,,,,
45,PFG,Principal Financial Group,Financials,45,117.330002,,43,116.639999,0.00591566,38,118.370003,-0.01461522,,,,,,,34,114.959999,,12,114.019997,0.00824419,3,115.040001,-0.00886652,2,116.68,-0.01405553
46,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,46,136.330002,,,,,,,,,,,,,,,,,,,,,,,,,
47,GCBC,GREENE COUNTY BANCORP INC,Financials,47,35.935001,,,,,30,36.02,,,,,,,,,,,,,,,,,,,
48,LTC,LTC PROPERTIES REIT,Real Estate,48,43.41,,49,43.07,0.00789413,,,,,,,,,,,,,,,,,,,,,
49,LQDT,LIQUIDITY SERVICES INC,Industrials,49,42.57,,46,43.169998,-0.01389849,,,,,,,,,,,,,,,,,,,,,
50,MTCH,"Match Group, Inc. - Common Stock",,50,43.75,,35,43.580002,0.00390083,,,,,,,,,,,,,,,,,,,,,
