current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,1,53.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,APOG,APOGEE ENTERPRISES INC,Industrials,2,41.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,3,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PRLB,PROTO LABS INC,Industrials,4,80.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,DAKT,DAKTRONICS INC,Information Technology,5,20.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HAPN,HAPPEN INC,Financials,6,20.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,ETN,Eaton Corporation,Industrials,7,438.279999,,,,,,,,,,,,,,,,,,,,44,415.100006,,,,,,,,,,,,,
8,NVRI,ENVIRI CORP,Industrials,8,23.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,DD,DuPont,Materials,9,141.309998,,,,,16,138.839996,,,,,44,140.779999,,,,,,,,,,,,,,,,,,,,,,
10,HRI,HERC HOLDINGS INC,Industrials,10,163.968994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,JOE,ST JOE,Real Estate,11,64.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,NREF,NEXPOINT REAL ESTATE FINANCE INC,Financials,12,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,13,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PRG,PROG HOLDINGS INC,Financials,14,45.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WLTH,WEALTHFRONT CORP,Financials,15,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,HLMN,HILLMAN SOLUTIONS CORP,Industrials,16,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,17,38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,18,19.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,TGLS,TECNOGLASS HOLDINGS INC,Industrials,19,46.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,INVH,Invitation Homes,Real Estate,20,30.485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,21,19.469999,,,,,,,,,,,,,,,,,,,,,,,37,19.030001,,23,19.219999,-0.00988543,,,,,,
22,DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care,22,73.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,XPRO,EXPRO LTD,Energy,23,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16.48,
24,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,24,267.790009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,RMD,ResMed,Health Care,25,215.214996,,47,211.029999,0.01983129,,,,,,,3,209.020004,,,,,,,,,,,,,,,,,,,,,,
26,PNC,PNC Financial Services,Financials,26,251.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,27,23.68,,,,,,,,28,23.35,,,,,,,,,,,,,,,,,,,,,,,,,
28,PODD,Insulet Corporation,Health Care,28,169.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,167.369995,,,,
29,EE,EXCELERATE ENERGY INC CLASS A,Energy,29,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,FUTU,Futu Holdings Limited - American Depositary Shares,,30,107.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CRWD,CrowdStrike,Information Technology,31,202.539993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,32,16.18,,,,,,,,,,,,,,,,,,,,,,,32,16.290001,,,,,,,,,,
33,SPOK,SPOK HOLDINGS INC,Communication,33,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FOXA,Fox Corporation (Class A),Communication Services,34,58.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,57.48,,28,57.619999,-0.00242969
35,GOLD,GOLD INC,Consumer Discretionary,35,42.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,DGII,DIGI INTERNATIONAL INC,Information Technology,36,70.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,MUR,MURPHY OIL CORP,Energy,37,38.720001,,37,39.740002,-0.02566686,,,,,,,,,,,,,,,,,,,,,,,,,2,36.825001,,,,
38,RELY,REMITLY GLOBAL INC,Financials,38,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,LQDT,LIQUIDITY SERVICES INC,Industrials,39,39.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,40,30.344999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,INVX,INNOVEX INTERNATIONAL INC,Energy,41,28.26,,,,,,,,,,,,,,,,,,,,16,26.684999,,38,27.190001,-0.01857308,,,,,,,,,
42,BL,BLACKLINE INC,Information Technology,42,32.779999,,,,,,,,,,,,,,8,30.66,,,,,,,,,,,,,,,,,,,
43,ANET,Arista Networks,Information Technology,43,184.839996,,11,180.315002,0.02509494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,44,39.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,NEWT,NEWTEKONE INC,Financials,45,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,STEP,STEPSTONE GROUP INC CLASS A,Financials,46,46.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,47,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ZD,ZIFF DAVIS INC,Communication,48,54.009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,IRT,INDEPENDENCE REALTY INC,Real Estate,49,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BLX,BLADEX INC CLASS E,Financials,50,59.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
