current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
14,DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care,14,73.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,GOLD,GOLD INC,Consumer Discretionary,15,42.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,DGII,DIGI INTERNATIONAL INC,Information Technology,16,70.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,XPRO,EXPRO LTD,Energy,17,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16.48,
18,TGLS,TECNOGLASS HOLDINGS INC,Industrials,18,46.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,19,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RMD,ResMed,Health Care,20,215.214996,,32,211.029999,0.01983129,26,208.559998,0.01184312,,,,1,209.020004,,,,,,,,,,,,,,,,,,,,,,
21,PODD,Insulet Corporation,Health Care,21,169.699997,,,,,,,,36,170.619995,,27,167.470001,0.01880930,,,,,,,,,,,,,,,,9,167.369995,,31,164.059998,0.02017553
22,NVRI,ENVIRI CORP,Industrials,22,23.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,23,23.68,,47,23.17,0.02201122,,,,33,23.35,,,,,,,,,,,,,,,,,,,,,,,,,
24,FUTU,Futu Holdings Limited - American Depositary Shares,,24,107.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,25,30.344999,,,,,,,,,,,,,,,,,,,,,,,39,29.02,,,,,,,,,,
26,BA,Boeing,Industrials,26,233.445007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,FOXA,Fox Corporation (Class A),Communication Services,27,58.700001,,37,58.23,0.00807146,,,,28,58.950001,,48,57.720001,0.02130977,,,,,,,,,,,,,,,,21,57.48,,,,
28,INVH,Invitation Homes,Real Estate,28,30.485001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,STEP,STEPSTONE GROUP INC CLASS A,Financials,29,46.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,INVX,INNOVEX INTERNATIONAL INC,Energy,30,28.26,,,,,,,,,,,,,,,,,,,,11,26.684999,,38,27.190001,-0.01857308,,,,,,,,,
31,PRG,PROG HOLDINGS INC,Financials,31,45.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BL,BLACKLINE INC,Information Technology,32,32.779999,,,,,,,,30,32.43,,,,,4,30.66,,,,,,,,,,,,,,,,,,,
33,PNC,PNC Financial Services,Financials,33,251.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,IRT,INDEPENDENCE REALTY INC,Real Estate,34,16.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BLX,BLADEX INC CLASS E,Financials,35,59.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CALY,CALLAWAY GOLF COMPANY,Consumer Discretionary,36,19.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,LDOS,Leidos,Industrials,37,118.875,,50,115.639999,0.02797476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,38,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50.439999,,36,49.919998,0.01041669
39,CRWD,CrowdStrike,Information Technology,39,202.539993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,APA,APA Corporation,Energy,40,36.869999,,22,37.32,-0.01205790,5,36.330002,0.02725015,,,,,,,,,,,,,,,,27,36.18,,23,35.77,0.01146212,,,,,,
41,OVLY,OAK VALLEY BANCORP,Financials,41,33.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SGP,SPYGLASS PHARMA INC SHS,Health Care,42,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,EE,EXCELERATE ENERGY INC CLASS A,Energy,43,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,44,84.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SYM,Symbotic Inc. - Class A Common Stock,,45,45.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TMDX,TRANSMEDICS GROUP INC,Health Care,46,81.550003,,,,,,,,,,,7,76.290001,,,,,,,,,,,,,,,,,,,,,,
47,ANET,Arista Networks,Information Technology,47,184.839996,,11,180.315002,0.02509494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,48,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CRM,Salesforce,Information Technology,49,185.929993,,,,,,,,,,,2,181.494995,,6,173.550003,0.04577927,,,,,,,,,,,,,33,173.770004,,,,
50,MTCH,"Match Group, Inc. - Common Stock",,50,40.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
