current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,1,53.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HAPN,HAPPEN INC,Financials,2,20.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,APOG,APOGEE ENTERPRISES INC,Industrials,3,41.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ETN,Eaton Corporation,Industrials,4,438.279999,,,,,,,,,,,,,,,,,,,,24,415.100006,,,,,,,,,,,,,
5,DD,DuPont,Materials,5,141.309998,,,,,6,138.839996,,,,,20,140.779999,,,,,,,,,,,,,,,,,,,,,,
6,PRLB,PROTO LABS INC,Industrials,6,80.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,77.620003,
7,DAKT,DAKTRONICS INC,Information Technology,7,20.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,HRI,HERC HOLDINGS INC,Industrials,8,163.968994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,JOE,ST JOE,Real Estate,9,64.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,10,38.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,11,19.469999,,,,,,,,,,,,,,,,,37,19.139999,,,,,22,19.030001,,4,19.219999,-0.00988543,,,,,,
12,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,12,267.790009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,NREF,NEXPOINT REAL ESTATE FINANCE INC,Financials,13,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
