current_rank,ticker,name,sector,2026-09-21__predicted_rank,2026-09-21__close,2026-09-21__next_snapshot_return,2026-09-18__predicted_rank,2026-09-18__close,2026-09-18__next_snapshot_return,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return,2026-09-02__predicted_rank,2026-09-02__close,2026-09-02__next_snapshot_return,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return
1,SLNH,SOLUNA HOLDINGS INC,Information Technology,1,1.28,,4,1.26,0.01587302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",,2,270.850006,,8,272.109985,-0.00463040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DC,DAKOTA GOLD CORP,Materials,3,6.2886,,20,6.12,0.02754902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TXN,Texas Instruments,Information Technology,4,267.470001,,9,266.640015,0.00311276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NVDA,Nvidia,Information Technology,5,223.734406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,RKLB,Rocket Lab Corporation - Common Stock,,6,69.294998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FLR,FLUOR CORP,Industrials,7,54.805,,15,54.900002,-0.00173046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,54.080002,,,,,,,,,,
8,BAND,BANDWIDTH CLASS A,Communication,8,51.790001,,,,,,,,,,,,,,,,,,,,47,51.619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MGNX,MACROGENICS INC,Health Care,9,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.32,,,,,,,,,,,,,,,,,47,4.17,,,,
10,BORR,BORR DRILLING,Energy,10,4.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4.605,,,,,,,,,,,,,,,,,,,
