rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,ALAB,2026-07-02,2026-07-02,2026-08-21,284.079987,-0.3010187050016161,100.0,TRIM,True,35,硬止损: 持仓相对成本约 -30.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -11.7%; 动能转弱: RSI 40.5 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -41.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.41186701695693173,-0.11669413186907107,-0.025721929948504973,40.48028860087695,exit-risk-trends.html#ticker-alab
2,ARM,2026-07-02,2026-07-02,2026-08-21,244.929993,-0.22313501085744414,100.0,TRIM,True,36,硬止损: 持仓相对成本约 -22.3%，超过 -7% 防线; 新鲜破位: MACD 新转空; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -12.3%; 动能转弱: RSI 39.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -44.3%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.44265690161541915,-0.1234970253113582,-0.05799783246806545,39.62270763915233,exit-risk-trends.html#ticker-arm
3,INTC,2026-07-02,2026-07-02,2026-08-21,90.519997,-0.24786041957391636,100.0,TRIM,True,36,硬止损: 持仓相对成本约 -24.8%，超过 -7% 防线; 新鲜破位: MACD 新转空; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -11.7%; 动能转弱: RSI 40.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -35.8%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3577409130446868,-0.11687807804878048,-0.019497432842287554,39.98045538457517,exit-risk-trends.html#ticker-intc
4,Q,2026-07-02,2026-07-02,2026-08-21,130.009995,-0.08282190476190476,100.0,TRIM,True,4,硬止损: 持仓相对成本约 -8.3%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -8.6%; 动能转弱: RSI 43.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -26.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.25979278216689117,-0.08636688503794343,-0.03739081204488104,43.36830227655939,exit-risk-trends.html#ticker-q
5,SMTC,2026-07-02,2026-07-02,2026-08-21,124.199997,-0.0818363766737229,100.0,SELL_NOW,True,4,硬止损: 持仓相对成本约 -8.2%，超过 -7% 防线; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位: MACD 新转空; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -11.5%; 动能转弱: RSI 45.8 低于50; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -28.9%; SELL_NOW: Gap Fade Plus，高开 +4.6% 后收阴回落，收盘位于日内区间 17%，且有放量/派发确认,-0.28918903540752106,-0.11506952839033013,-0.013659474486332313,45.78010047640068,exit-risk-trends.html#ticker-smtc
6,AMAT,2026-07-02,2026-07-02,2026-08-21,488.440002,-0.19003711226588038,96.0,SELL_NOW,True,22,硬止损: 持仓相对成本约 -19.0%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -8.9%; 动能转弱: RSI 42.5 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -32.4%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.5% 后收阴回落，收盘位于日内区间 26%,-0.324426,-0.03694938928712832,-0.08915617342657345,42.478641082003804,exit-risk-trends.html#ticker-amat
7,RCL,2026-06-26,2026-06-30,2026-08-21,290.369995,-0.08553523788472017,96.0,WATCH,True,7,硬止损: 持仓相对成本约 -8.6%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.8%; 动能转弱: RSI 38.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -11.3%,-0.1131574629801263,-0.04796722950819665,-0.010799257010310925,38.9316912980223,exit-risk-trends.html#ticker-rcl
8,AMKR,2026-07-02,2026-07-02,2026-08-21,50.060001,-0.28126346643895284,90.0,SELL_NOW,True,36,硬止损: 持仓相对成本约 -28.1%，超过 -7% 防线; 动能转弱: 5日跌幅 -15.1%; 动能转弱: 20日跌幅 -22.9%; 动能转弱: RSI 39.2 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -46.5%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.5% 后收阴回落，收盘位于日内区间 25%,-0.46488509465894945,-0.15138160191959305,-0.22937189392505986,39.241291174224436,exit-risk-trends.html#ticker-amkr
9,ON,2026-07-02,2026-07-02,2026-08-21,74.110001,-0.18756851362016536,90.0,TRIM,True,36,硬止损: 持仓相对成本约 -18.8%，超过 -7% 防线; 动能转弱: 5日跌幅 -10.3%; 动能转弱: 20日跌幅 -14.6%; 动能转弱: RSI 35.4 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -44.7%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.44665119933217645,-0.10343579223635169,-0.14629647843097515,35.38166774467466,exit-risk-trends.html#ticker-on
10,ROK,2026-07-02,2026-07-02,2026-08-21,436.700012,-0.07419970131355436,90.0,TRIM,True,14,硬止损: 持仓相对成本约 -7.4%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: RSI 42.3 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -11.8%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.11792028870680249,-0.02819499107856549,-0.05508912882907102,42.25362320125562,exit-risk-trends.html#ticker-rok
11,VRT,2026-07-02,2026-07-02,2026-08-21,260.410004,-0.1334974715785361,90.0,SELL_NOW,True,4,硬止损: 持仓相对成本约 -13.3%，超过 -7% 防线; 动能转弱: 5日跌幅 -11.4%; 动能转弱: 20日跌幅 -10.3%; 动能转弱: RSI 41.6 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -27.3%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.3% 后收阴回落，收盘位于日内区间 27%,-0.2725164528233548,-0.11376937263503084,-0.10314775639625406,41.64647832981417,exit-risk-trends.html#ticker-vrt
12,WDC,2026-07-02,2026-07-02,2026-08-21,465.434998,-0.13648423376623375,90.0,SELL_NOW,True,4,硬止损: 持仓相对成本约 -13.6%，超过 -7% 防线; 动能转弱: 5日跌幅 -8.5%; 动能转弱: 20日跌幅 -10.5%; 动能转弱: RSI 44.6 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -37.6%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.7% 后收阴回落，收盘位于日内区间 45%,-0.3762847775159073,-0.08522993518624056,-0.10458828636987194,44.62260195444009,exit-risk-trends.html#ticker-wdc
13,XE,2026-07-02,2026-07-02,2026-08-21,19.120001,0.10712223508975094,90.0,SELL_NOW,True,14,利润保护: 盈利持仓从阶段高位回撤 -35.6%; 利润保护: 收盘 $19.12 跌破 3ATR 动态保护线 $23.89; 失败突破: 近20日高点后回撤 -15.9%，收盘跌回 EMA9 下方; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -8.9%; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -35.6%; SELL_NOW: Failed Breakout 叠加 Meta Exit，高位突破失败后弱势确认,-0.3555779912369398,-0.08865581506196385,0.3131868818681318,50.290415936793174,exit-risk-trends.html#ticker-xe
14,NOK,2026-07-02,2026-07-02,2026-07-06,12.51,0.036454018227009,88.0,WATCH,True,35,利润保护: 收盘 $12.51 跌破 3ATR 动态保护线 $14.19; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -24.7%; 动能转弱: RSI 41.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -25.8%,-0.2575667655786351,-0.03843197540353571,-0.24729241877256325,41.59827405402243,exit-risk-trends.html#ticker-nok
15,AVGO,2026-06-26,2026-06-30,2026-08-21,367.834991,-0.026247542025148896,82.0,SELL_NOW,True,15,派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -6.4%; 动能转弱: RSI 38.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -23.6%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.9% 后收阴回落，收盘位于日内区间 26%,-0.2361754560017688,-0.0640092614063783,-0.03687950754232927,38.3744931967963,exit-risk-trends.html#ticker-avgo
16,GLW,2026-07-06,2026-07-06,2026-08-21,150.445007,-0.227695047828105,82.0,SELL_NOW,True,35,硬止损: 持仓相对成本约 -22.8%，超过 -7% 防线; 动能转弱: 5日跌幅 -9.4%; 动能转弱: RSI 44.4 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -41.2%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.6% 后收阴回落，收盘位于日内区间 32%,-0.41161169453938995,-0.09365020502288668,0.025878030380280803,44.42363204704872,exit-risk-trends.html#ticker-glw
17,ISRG,2026-07-02,2026-07-02,2026-08-21,381.040009,-0.10556090219570202,82.0,SELL_NOW,True,2,硬止损: 持仓相对成本约 -10.6%，超过 -7% 防线; 失败突破: 近20日高点后回撤 -5.0%，收盘跌回 EMA9 下方; 动能转弱: RSI 48.6 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -13.0%; SELL_NOW: Failed Breakout 叠加 Meta Exit，高位突破失败后弱势确认,-0.13024422784417855,-0.03414362287030437,0.1290074340740741,48.608024963277735,exit-risk-trends.html#ticker-isrg
18,MCHP,2026-07-02,2026-07-02,2026-08-21,75.580002,-0.10704155372213564,82.0,SELL_NOW,True,5,硬止损: 持仓相对成本约 -10.7%，超过 -7% 防线; 动能转弱: 5日跌幅 -4.5%; 动能转弱: RSI 42.8 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -26.4%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.6% 后收阴回落，收盘位于日内区间 14%,-0.2641417317120216,-0.04534540975989432,-0.04159268270869032,42.80655384853301,exit-risk-trends.html#ticker-mchp
19,QCOM,2026-07-02,2026-07-02,2026-08-21,161.410004,-0.0841985588652483,82.0,SELL_NOW,True,36,硬止损: 持仓相对成本约 -8.4%，超过 -7% 防线; 动能转弱: RSI 44.3 低于45; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -35.7%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.4% 后收阴回落，收盘位于日内区间 54%,-0.356983501601729,-0.026418898515786937,-0.03329937693418361,44.31558510613825,exit-risk-trends.html#ticker-qcom
20,STX,2026-07-02,2026-07-02,2026-08-21,849.219971,0.0354321095355381,82.0,SELL_NOW,True,3,利润保护: 收盘 $849.22 跌破 3ATR 动态保护线 $885.36; 利润保护: 阶段回撤扩大且价格低于 EMA26; 动能转弱: 5日跌幅 -12.8%; 动能转弱: RSI 48.2 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: 63日高点回撤 -22.4%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.4% 后收阴回落，收盘位于日内区间 41%,-0.22377615011583685,-0.12760933467371527,-0.002900152630886499,48.16141037606988,exit-risk-trends.html#ticker-stx
21,GOOG,2026-07-02,2026-07-02,2026-08-21,341.560089,-0.04104639308025371,69.0,TRIM,True,9,硬止损观察: 持仓约 -4.1% 且收盘跌破 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: RSI 45.9 低于50; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -11.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.1154042954962744,-0.005763287966846331,0.07041929637931998,45.86002119171182,exit-risk-trends.html#ticker-goog
22,FIG,2026-06-26,2026-06-30,2026-07-06,21.08,0.1652846876727474,68.0,WATCH,True,35,利润保护: 曾有较大盈利但63日高点回撤 -22.3%; 利润保护: 收盘 $21.08 跌破 3ATR 动态保护线 $22.40; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -22.3%,-0.22271386430678475,0.1321160042964553,-0.06352732119058213,54.87247900441184,exit-risk-trends.html#ticker-fig
