current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,1,9.575,,,,,,,
2,COIN,Coinbase,Financials,2,175.850006,,,,,,,
3,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,3,19.219999,,,,,,,
4,PNRG,PRIMEENERGY RESOURCES CORP,Energy,4,189.860001,,,,,,,
5,DBD,DIEBOLD NIXDORF INC,Information Technology,5,88.269997,,,,,,,
6,REPX,RILEY EXPLORATION PERMIAN INC,Energy,6,35.27,,,,,18,35.0,
7,VTRS,Viatris,Health Care,7,17.59,,,,,,,
8,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,8,9.2,,,,,,,
9,MUR,MURPHY OIL CORP,Energy,9,37.290001,,2,36.825001,0.01262729,,,
10,PMTS,CPI CARD GROUP INC,Information Technology,10,20.190001,,,,,,,
11,SVC,SERVICE PROPERTIES TRUST,Real Estate,11,8.84,,,,,,,
12,PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,12,7.5,,,,,,,
13,GTN,GRAY MEDIA INC,Communication,13,4.1,,,,,,,
14,HIG,Hartford (The),Financials,14,141.970001,,,,,,,
15,CDRE,CADRE HOLDINGS INC,Industrials,15,29.17,,,,,,,
16,SDRL,SEADRILL LTD,Energy,16,43.959999,,,,,,,
17,AIG,American International Group,Financials,17,80.230003,,,,,,,
18,INSW,INTERNATIONAL SEAWAYS INC,Energy,18,90.449997,,,,,,,
19,VTOL,BRISTOW GROUP INC,Energy,19,45.09,,,,,19,44.169998,
20,OIS,OIL STATES INTERNATIONAL INC,Energy,20,8.58,,,,,31,8.43,
21,MGPI,MGP INGREDIENTS INC,Consumer Staples,21,17.91,,,,,48,17.860001,
22,APA,APA Corporation,Energy,22,35.77,,,,,,,
23,JJSF,J AND J SNACK FOODS CORP,Consumer Staples,23,76.589996,,9,77.760002,-0.01504637,,,
24,BLBD,BLUE BIRD CORP,Industrials,24,81.279999,,,,,,,
25,DVN,Devon Energy,Energy,25,44.099998,,,,,,,
26,LNTH,LANTHEUS HOLDINGS INC,Health Care,26,107.949997,,,,,,,
27,MBWM,MERCANTILE BANK CORP,Financials,27,59.68,,,,,,,
28,VNOM,"Viper Energy, Inc.  - Class A Common Stock",,28,44.860001,,,,,,,
29,MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,29,76.470001,,,,,,,
30,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,30,40.98,,,,,,,
31,CB,Chubb Limited,Financials,31,354.640015,,,,,,,
32,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",,32,179.050003,,,,,,,
33,FRPT,"Freshpet, Inc. - Common Stock",,33,58.619999,,,,,,,
34,MATX,MATSON INC,Industrials,34,219.029999,,,,,,,
35,SFL,SFL LTD,Energy,35,11.44,,,,,,,
36,PLBC,PLUMAS BANCORP,Financials,36,61.43,,,,,,,
37,CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,37,18.950001,,,,,,,
38,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,38,24.41,,,,,,,
39,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,39,34.59,,50,33.939999,0.01915147,,,
40,IIIN,INSTEEL INDUSTRIES INC,Industrials,40,31.459999,,,,,,,
41,SIGI,SELECTIVE INSURANCE GROUP INC,Financials,41,98.760002,,,,,,,
42,FSBC,FIVE STAR BANCORP,Financials,42,49.330002,,,,,,,
43,PLUS,EPLUS,Information Technology,43,89.290001,,,,,,,
44,DPZ,Domino's,Consumer Discretionary,44,326.339996,,13,328.970001,-0.00799467,,,
45,CURB,CURBLINE PROPERTIES,Real Estate,45,31.75,,,,,,,
46,GEF,GREIF INC CLASS A,Materials,46,75.677002,,28,75.260002,0.00554079,,,
47,IVZ,Invesco,Financials,47,30.094999,,,,,,,
48,PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate,48,43.580002,,,,,,,
49,REG,Regency Centers,Real Estate,49,82.089996,,,,,,,
50,IVT,INVENTRUST PROPERTIES CORP,Real Estate,50,36.509998,,,,,,,
