current_rank,ticker,name,sector,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AKAM,Akamai Technologies,Information Technology,1,124.910004,,36,123.129997,0.01445632,,,
2,HON,Honeywell Technologies,Industrials,2,229.860001,,,,,,,
3,TWST,TWIST BIOSCIENCE CORP,Health Care,3,95.860001,,,,,,,
4,LNTH,LANTHEUS HOLDINGS INC,Health Care,4,107.949997,,,,,,,
5,CLSK,CLEANSPARK INC,Information Technology,5,15.38,,,,,,,
6,VST,Vistra Corp.,Utilities,6,162.270004,,,,,,,
7,GEV,GE Vernova,Industrials,7,1079.030029,,,,,,,
8,TDY,Teledyne Technologies,Information Technology,8,646.875,,,,,,,
9,ARE,Alexandria Real Estate Equities,Real Estate,9,50.610001,,,,,,,
10,DD,DuPont,Materials,10,138.820007,,,,,,,
11,GM,General Motors,Consumer Discretionary,11,79.510002,,,,,,,
12,TJX,TJX Companies,Consumer Discretionary,12,155.059998,,5,155.669998,-0.00391855,,,
13,AVT,"Avnet, Inc. - Common Stock",,13,89.849998,,,,,,,
14,FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",,14,31.49,,,,,,,
15,CNX,CNX RESOURCES CORP,Energy,15,33.639999,,,,,,,
16,MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,16,76.470001,,,,,,,
17,REPL,REPLIMUNE GROUP INC,Health Care,17,11.0,,,,,,,
18,BFH,BREAD FINANCIAL HOLDINGS INC,Financials,18,101.68,,,,,,,
19,AVNT,AVIENT CORP,Materials,19,36.900002,,,,,,,
20,AZZ,AZZ INC,Industrials,20,150.529999,,,,,,,
21,TG,TREDEGAR CORP,Materials,21,7.72,,,,,,,
22,PMTS,CPI CARD GROUP INC,Information Technology,22,20.190001,,,,,,,
23,TK,TEEKAY CORPORATION CORP LTD,Energy,23,11.33,,,,,,,
24,ACHR,ARCHER AVIATION INC CLASS A,Industrials,24,5.2701,,,,,,,
25,NTGR,NETGEAR INC,Information Technology,25,24.235001,,7,23.25,0.04236563,,,
26,SRI,STONERIDGE INC,Consumer Discretionary,26,7.37,,,,,,,
27,CNK,CINEMARK HOLDINGS INC,Communication,27,31.52,,12,31.969999,-0.01407567,,,
28,KVHI,KVH INDUSTRIES INC,Information Technology,28,9.31,,,,,,,
29,VVX,V2X INC,Industrials,29,78.970001,,,,,,,
30,KOS,KOSMOS ENERGY LTD,Energy,30,2.43,,,,,,,
31,ACTG,ACACIA RESEARCH CORP,Financials,31,4.6,,,,,,,
32,AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,32,4.86,,20,4.78,0.01673640,,,
33,SLNH,SOLUNA HOLDINGS INC,Information Technology,33,1.37,,,,,,,
34,BF-B,Brown–Forman,Consumer Staples,34,26.275,,,,,,,
35,LITE,Lumentum,Information Technology,35,837.559998,,,,,,,
36,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,36,250.910004,,,,,,,
37,CAMT,Camtek Ltd. - Ordinary Shares,,37,156.149994,,,,,,,
38,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,38,15.46,,,,,,,
39,MEI,METHODE ELECTRONICS INC,Information Technology,39,16.504999,,,,,,,
40,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,40,9.2,,,,,,,
41,PLAB,PHOTRONICS INC,Information Technology,41,31.34,,,,,,,
42,EBAY,eBay Inc.,Consumer Discretionary,42,113.044998,,21,114.190002,-0.01002718,,,
43,IBKR,Interactive Brokers,Financials,43,94.419998,,,,,,,
44,ROIV,Roivant Sciences Ltd. - Common Shares,,44,34.959999,,,,,,,
45,PH,Parker Hannifin,Industrials,45,959.27002,,,,,,,
46,CZR,"Caesars Entertainment, Inc. - Common Stock",,46,30.030001,,,,,,,
47,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,47,16.18,,,,,,,
48,SMC,SUMMIT MIDSTREAM CORP,Energy,48,30.51,,,,,,,
49,BHVN,BIOHAVEN LTD,Health Care,49,15.49,,,,,,,
50,EIG,EMPLOYERS HOLDINGS INC,Financials,50,50.59,,27,50.32,0.00536566,,,
