rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",,91.55,优先Call候选,77.580002,54.84,0.6,0.03398645,0.03398645,0.09136953,98.2,62.1,100.0,83.74,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,4H EMA 三线翻转：翻转前空头/压缩混合；EMA9 最近上穿 EMA26（2 根前）；EMA9 最近上穿 EMA50（1 根前）；EMA26 已上穿 EMA50（0 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 54.8；extension 0.7ATR 未过度拉伸；EMA50 斜率转正；EMA9/26 新多头交叉；MACD 新金叉
2,VALU,VALUE LINE INC,Financials,91.55,优先Call候选,37.75,52.5,0.0,0.02027027,-0.03204882,-0.05648826,92.8,42.97,53.8,81.82,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 三线翻转：翻转前空头/压缩混合；EMA9 最近上穿 EMA26（0 根前）；EMA9 最近上穿 EMA50（1 根前）；EMA26 已上穿 EMA50（2 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 52.5；extension 0.4ATR 未过度拉伸；EMA50 斜率转正；EMA9/26 新多头交叉；MACD 新金叉
3,LVS,Las Vegas Sands,Consumer Discretionary,90.9,优先Call候选,47.154999,59.53,0.83,0.02600087,0.03751371,0.03319457,90.4,49.94,100.0,80.0,68.0,100.0,fresh_bullish_cross,bullish_above_signal,4H EMA 三线翻转：翻转前 11 根 4H 空头排列；EMA9 最近上穿 EMA26（1 根前）；EMA9 最近上穿 EMA50（0 根前）；EMA26 贴近 EMA50 且斜率向上；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 59.5；extension 1.3ATR 未过度拉伸；EMA50 斜率转正；EMA9/26 新多头交叉；MACD 保持多头
4,AES,AES Corporation,Utilities,90.35,优先Call候选,14.755,52.97,4.0,-0.00067728,0.00067820,-0.00539265,65.2,62.29,69.9,82.96,36.0,72.0,mixed_sideways,bullish_above_signal,4H EMA 三线翻转：翻转前 8 根 4H 空头排列；EMA9 最近上穿 EMA26（3 根前）；EMA9 最近上穿 EMA50（3 根前）；EMA26 已上穿 EMA50（1 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 53.0；extension 0.3ATR 未过度拉伸；EMA50 斜率转正；MACD 保持多头
5,VICI,Vici Properties,Real Estate,90.25,优先Call候选,26.82,60.01,0.69,0.00883961,0.03512157,0.00505906,87.7,43.54,88.8,82.96,30.0,100.0,early_transition,bullish_above_signal,4H EMA 三线翻转：翻转前 14 根 4H 空头排列；EMA9 最近上穿 EMA26（3 根前）；EMA9 最近上穿 EMA50（0 根前）；EMA26 贴近 EMA50 且斜率向上；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 60.0；extension 1.4ATR 未过度拉伸；EMA50 斜率转正；EMA 早期转强；MACD 保持多头
6,ESS,Essex Property Trust,Real Estate,90.25,优先Call候选,290.420013,58.2,0.84,0.00899846,0.02843584,-0.00965042,87.7,43.36,81.1,82.96,68.0,100.0,early_transition,bullish_above_signal,4H EMA 三线翻转：翻转前 14 根 4H 空头排列；EMA9 最近上穿 EMA26（3 根前）；EMA9 最近上穿 EMA50（0 根前）；EMA26 贴近 EMA50 且斜率向上；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 58.2；extension 1.0ATR 未过度拉伸；EMA50 斜率转正；EMA 早期转强；MACD 保持多头
7,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,89.3,优先Call候选,44.68,65.43,0.72,0.03425924,0.03834536,0.05377354,65.2,62.59,100.0,81.82,30.0,100.0,mixed_sideways,bullish_above_signal,4H EMA 三线翻转：翻转前 4 根 4H 空头排列；EMA9 最近上穿 EMA26（3 根前）；EMA9 最近上穿 EMA50（2 根前）；EMA26 已上穿 EMA50（1 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 65.4；extension 2.0ATR 未过度拉伸；EMA50 斜率转正；MACD 保持多头
8,GNL,GLOBAL NET LEASE INC,Real Estate,89.25,优先Call候选,9.185,61.23,0.37,0.01045105,0.04493743,0.02855543,65.2,73.55,100.0,81.82,30.0,72.0,mixed_sideways,bullish_above_signal,4H EMA 三线翻转：翻转前 6 根 4H 空头排列；EMA9 最近上穿 EMA26（4 根前）；EMA9 最近上穿 EMA50（3 根前）；EMA26 已上穿 EMA50（0 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 61.2；extension 1.6ATR 未过度拉伸；EMA50 斜率转正；MACD 保持多头
9,RZLT,REZOLUTE,Health Care,89.25,优先Call候选,4.925,57.55,0.75,0.05460385,0.06027987,-0.02571711,90.4,61.31,72.7,81.82,68.0,20.0,fresh_bullish_cross,bullish_above_signal,4H EMA 三线翻转：翻转前空头/压缩混合；EMA9 最近上穿 EMA26（2 根前）；EMA9 最近上穿 EMA50（2 根前）；EMA26 已上穿 EMA50（1 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 57.6；extension 0.8ATR 未过度拉伸；EMA50 斜率转正；EMA9/26 新多头交叉；MACD 保持多头
10,MNST,Monster Beverage,Consumer Staples,89.15,优先Call候选,48.880001,65.27,0.64,0.02926930,0.07016972,0.04556152,65.2,66.71,100.0,83.74,30.0,100.0,mixed_sideways,bullish_above_signal,4H EMA 三线翻转：翻转前 10 根 4H 空头排列；EMA9 最近上穿 EMA26（6 根前）；EMA9 最近上穿 EMA50（3 根前）；EMA26 已上穿 EMA50（0 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 65.3；extension 2.2ATR 未过度拉伸；EMA50 斜率转正；MACD 保持多头
11,STRZ,STARZ ENTERTAINMENT,Communication,89.05,优先Call候选,28.450001,60.68,0.53,0.08442919,0.14302942,0.12450601,65.2,60.28,68.6,81.82,30.0,100.0,mixed_sideways,bullish_above_signal,4H EMA 三线翻转：翻转前 14 根 4H 空头排列；EMA9 最近上穿 EMA26（6 根前）；EMA9 最近上穿 EMA50（5 根前）；EMA26 已上穿 EMA50（0 根前）；价格站上 EMA26/50，EMA9 位于上方；MACD 不转弱；RSI 可交易区 60.7；extension 1.7ATR 未过度拉伸；EMA50 斜率转正；MACD 保持多头
