current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,HII,Huntington Ingalls Industries,Industrials,1,300.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RGR,STURM RUGER INC,Consumer Discretionary,2,39.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DDOG,Datadog,Information Technology,3,267.809998,,4,264.200012,0.01366384,,,,,,,,,,,,,,,,,,,,,,,,
4,MCHB,MECHANICS BANCORP CLASS A,Financials,4,16.799999,,1,16.49,0.01879921,,,,,,,,,,,,,,,,,,,,,,,,
5,FDBC,FIDELITY D AND D BANCORP INC,Financials,5,53.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WHD,CACTUS INC CLASS A,Energy,6,57.499802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,LEU,CENTRUS ENERGY CORP CLASS A,Energy,7,174.714996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,EL,Estée Lauder Companies (The),Consumer Staples,8,84.589996,,22,84.146004,0.00527645,33,84.730003,-0.00689247,,,,,,,,,,,,,,,,41,83.639999,,,,
9,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,9,31.84,,10,31.93,-0.00281867,,,,,,,,,,,,,,,,,,,,,,,,
10,BKR,Baker Hughes,Energy,10,59.505001,,15,58.720001,0.01336853,,,,,,,31,57.25,,,,,,,,,,,,,,,,
11,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,Health Care,11,15.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,GEHC,GE HealthCare,Health Care,12,68.504997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SEPN,SEPTERNA INC,Health Care,13,35.669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,NEO,NEOGENOMICS INC,Health Care,14,15.495,,34,15.27,0.01473477,,,,,,,,,,,,,,,,,,,,,,,,
15,VSAT,VIASAT INC,Information Technology,15,76.089996,,,,,,,,,,,,,,,,,27,74.370003,,,,,,,,,,
