current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
34,CRAI,CRA INTERNATIONAL INC,Industrials,34,183.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,RGR,STURM RUGER INC,Consumer Discretionary,35,39.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,36,89.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,37,39.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,THFF,FIRST FINANCIAL CORPORATION CORP,Financials,38,81.205002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,39,25.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PEP,PepsiCo,Consumer Staples,40,140.059998,,20,143.5,-0.02397214,,,,,,,,,,,,,,,,,,,,,,,,
41,WYNN,Wynn Resorts,Consumer Discretionary,41,100.754997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,LULU,Lululemon Athletica,Consumer Discretionary,42,116.065002,,23,119.029999,-0.02490966,12,120.32,-0.01072142,,,,,,,,,,,,,,,,,,,,,
43,DLTR,Dollar Tree,Consumer Staples,43,127.68,,,,,10,126.760002,,,,,,,,,,,,,,,,,,,,,,
44,NTAP,NetApp,Information Technology,44,173.350006,,26,173.229996,0.00069278,23,174.529999,-0.00744859,9,169.800003,0.02785628,,,,,,,,,,,,,,,,,,
45,VRSN,Verisign,Information Technology,45,281.0,,29,290.920013,-0.03409876,7,281.149994,0.03475020,1,274.820007,0.02303321,,,,,,,,,,,,,,,,,,
46,MDLZ,Mondelez International,Consumer Staples,46,62.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ROST,Ross Stores,Consumer Discretionary,47,249.649994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CPRT,Copart,Industrials,48,29.07,,3,30.82,-0.05678131,,,,,,,,,,,,,,,,,,,,,,,,
49,BKR,Baker Hughes,Energy,49,59.505001,,21,58.720001,0.01336853,13,58.459999,0.00444752,6,60.59,-0.03515433,,,,,,,,,,,,,,,,,,
50,FOXA,Fox Corporation (Class A),Communication Services,50,57.645,,,,,,,,,,,,,,,,,,,,,,,11,57.48,,11,57.619999,-0.00242969
