current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,REGN,Regeneron Pharmaceuticals,Health Care,1,708.77002,,25,695.419983,0.01919709,19,695.179993,0.00034522,,,,,,,,,,,,,,,,,,,3,676.690002,
2,EXPE,Expedia Group,Consumer Discretionary,2,289.420013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ILMN,"Illumina, Inc. - Common Stock",,3,197.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,FIVN,FIVE9 INC,Information Technology,4,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,KR,Kroger,Consumer Staples,5,57.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HII,Huntington Ingalls Industries,Industrials,6,300.390015,,,,,,,,35,288.255005,,20,287.670013,0.00203355,,,,,,,,,,,,,,,
7,ACN,Accenture,Information Technology,7,160.759995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CTVA,Corteva,Materials,8,89.305,,,,,,,,,,,,,,44,88.800003,,28,88.550003,0.00282326,,,,,,,,,
9,IEX,IDEX Corporation,Industrials,9,234.410004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CPAY,Corpay,Financials,10,383.464996,,,,,,,,,,,,,,,,,,,,,,,35,369.350006,,,,
11,FIS,Fidelity National Information Services,Financials,11,45.59,,,,,,,,31,43.150002,,,,,,,,,,,,,,,,,,,
12,BMY,Bristol Myers Squibb,Health Care,12,63.580002,,,,,,,,,,,50,62.105,,,,,,,,,,,48,60.169998,,,,
13,ICE,Intercontinental Exchange,Financials,13,151.690002,,,,,,,,,,,36,145.809998,,21,143.190002,0.01829734,,,,,,,,,,,,
14,MA,Mastercard,Financials,14,569.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ZG,"Zillow Group, Inc. - Class A Common Stock",,15,32.630001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MORN,"Morningstar, Inc. - Common Stock",,16,190.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FDBC,FIDELITY D AND D BANCORP INC,Financials,17,53.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary,18,23.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WEYS,WEYCO GROUP INC,Consumer Discretionary,19,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,QTWO,Q2 HOLDINGS INC,Information Technology,20,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CFFI,C AND F FINANCIAL CORP,Financials,21,84.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,HBCP,HOME BANCORP INC,Financials,22,71.190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,STGW,STAGWELL INC CLASS A,Communication,23,7.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,NHC,NATIONAL HEALTHCARE CORP,Health Care,24,229.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,NKSH,NATIONAL BANKSHARES INC,Financials,25,39.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CERT,CERTARA INC,Health Care,26,7.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,27,8.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,28,78.519997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,EVTC,EVERTEC INC,Financials,29,31.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,RDVT,RED VIOLET INC,Information Technology,30,68.339996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,VCEL,VERICEL CORP,Health Care,31,48.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ACU,ACME UNITED CORP,Health Care,32,57.859402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,BSVN,BANK7 CORP,Financials,33,50.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
