current_rank,ticker,name,sector,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
33,DVN,Devon Energy,Energy,33,45.400002,,28,45.369999,0.00066130,,,,,,,,,,46,44.060001,,,,,29,45.130001,,,,,,,,,,,,,,,,,,,,,,
34,UBER,Uber,Industrials,34,78.540001,,15,78.0,0.00692309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,IPI,INTREPID POTASH INC,Materials,35,36.93,,17,37.75,-0.02172185,,,,37,34.872002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ENTA,ENANTA PHARMACEUTICALS INC,Health Care,36,13.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DMAC,DIAMEDICA THERAPEUTICS INC,Health Care,37,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,WAFD,WAFD INC,Financials,38,38.060001,,3,37.330002,0.01955529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CTKB,CYTEK BIOSCIENCES,Health Care,39,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,GEO,GEO GROUP,Industrials,40,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PCYO,PURE CYCLE CORP,Utilities,41,11.4,,16,11.21,0.01694915,4,10.83,0.03508772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TH,TARGET HOSPITALITY,Consumer Discretionary,42,16.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MLAB,MESA LABORATORIES,Health Care,43,111.230003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,97.5,,,,,6,98.57,
44,ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary,44,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,45,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,HROW,HARROW,Health Care,46,39.419998,,24,40.700001,-0.03144970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,GNW,GENWORTH FINANCIAL INC,Financials,47,9.78,,5,9.795,-0.00153139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,SNDA,SONIDA SENIOR LIVING,Health Care,48,38.970001,,4,41.990002,-0.07192191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BULL,WEBULL CORP CLASS A,Financials,49,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,TK,TEEKAY CORPORATION CORP LTD,Energy,50,11.31,,,,,9,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
