current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
32,PDD,PDD Holdings Inc. - American Depositary Shares,,32,88.279999,,46,87.440002,0.00960655,3,88.32,-0.00996375,,,,,,,,,,,,,,,,,,,,,,,,
33,PI,IMPINJ INC,Information Technology,33,148.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,34,36.07,,29,36.450001,-0.01042527,,,,,,,,,,,,,,,,,,,,,,,,,37,33.310001,
35,PKOH,PARK OHIO HOLDINGS CORP,Industrials,35,39.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,INTU,Intuit,Information Technology,36,316.404999,,,,,,,,45,312.98999,,,,,,,,,,,,,,,,,,,,,,
37,CNX,CNX RESOURCES CORP,Energy,37,35.224998,,,,,,,,,,,,,,,,,22,34.450001,,,,,,,,,,,,,
38,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,38,23.549999,,,,,,,,,,,,,,,,,,,,48,23.08,,,,,,,,,,
39,AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,39,86.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FOXA,Fox Corporation (Class A),Communication Services,40,58.290001,,,,,28,58.950001,,48,57.720001,0.02130977,,,,,,,,,,,,,,,,21,57.48,,,,
41,CRM,Salesforce,Information Technology,41,183.559998,,,,,,,,2,181.494995,,6,173.550003,0.04577927,,,,,,,,,,,,,33,173.770004,,,,
42,FOX,Fox Corporation (Class B),Communication Services,42,52.049999,,34,52.34,-0.00554071,,,,,,,,,,,,,,,,,,,,,,24,51.549999,,,,
43,ALMS,ALUMIS INC,Health Care,43,28.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,FUTU,Futu Holdings Limited - American Depositary Shares,,44,105.629997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,HSIC,Henry Schein,Health Care,45,85.934998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,NTRS,Northern Trust,Financials,46,182.539993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PFE,Pfizer,Health Care,47,25.115,,,,,,,,4,25.26,,,,,,,,,,,,,,,,,,,,,,
48,CSV,CARRIAGE SERVICES INC,Consumer Discretionary,48,40.060001,,30,40.119999,-0.00149546,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,49,23.18,,,,,33,23.35,,,,,,,,,,,,,,,,,,,,,,,,,
50,SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,50,62.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
