current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,ALMS,ALUMIS INC,Health Care,1,28.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FDBC,FIDELITY D AND D BANCORP INC,Financials,2,53.009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,WDAY,"Workday, Inc.",Information Technology,3,160.139999,,1,158.110001,0.01283915,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AVGO,Broadcom,Information Technology,4,389.040009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,MAR,Marriott International,Consumer Discretionary,5,375.730011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WYNN,Wynn Resorts,Consumer Discretionary,6,99.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DDOG,Datadog,Information Technology,7,270.190002,,4,268.559998,0.00606942,19,264.200012,0.01650260,,,,,,,,,,,,,,,,,,,,,,,,
8,GEN,Gen Digital,Information Technology,8,27.434999,,7,27.290001,0.00531323,11,27.629999,-0.01230539,21,27.58,0.00181287,,,,,,,,,,,,,,,,,,,13,26.74,
9,DLTR,Dollar Tree,Consumer Staples,9,128.110001,,,,,,,,10,126.760002,,,,,,,,,,,,,,,,,,,,,,
10,AMGN,Amgen,Health Care,10,385.790009,,5,387.640015,-0.00477248,30,387.640015,0.00000000,,,,7,376.26001,,6,376.040009,0.00058505,4,371.5,0.01222075,,,,,,,,,,10,366.290009,
11,NTAP,NetApp,Information Technology,11,177.580002,,6,173.979996,0.02069207,26,173.229996,0.00432950,23,174.529999,-0.00744859,9,169.800003,0.02785628,,,,,,,,,,,,,,,,,,
12,VRSN,Verisign,Information Technology,12,290.375,,,,,29,290.920013,,7,281.149994,0.03475020,1,274.820007,0.02303321,,,,,,,,,,,,,,,,,,
13,ULTA,Ulta Beauty,Consumer Discretionary,13,512.64502,,,,,7,508.089996,,6,501.519989,0.01310019,,,,,,,,,,,,,,,,1,488.079987,,9,479.570007,0.01774502
14,SBUX,Starbucks,Consumer Discretionary,14,105.964996,,3,105.849998,0.00108642,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ADP,Automatic Data Processing,Industrials,15,265.459991,,,,,35,273.369995,,22,264.170013,0.03482599,,,,,,,,,,,,,,,,12,255.240005,,15,255.264999,-0.00009791
16,STLD,Steel Dynamics,Materials,16,253.130005,,,,,14,252.339996,,,,,,,,4,247.110001,,,,,,,,,,,,,,,,
17,DPZ,Domino's,Consumer Discretionary,17,349.170013,,,,,,,,,,,,,,,,,,,,,,,,,,3,328.970001,,,,
18,EXPE,Expedia Group,Consumer Discretionary,18,296.975006,,9,292.929993,0.01380880,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ZBRA,Zebra Technologies,Information Technology,19,291.459991,,11,288.570007,0.01001485,15,282.980011,0.01975403,,,,,,,,,,,,,,,,,,,,,,,,
20,ROST,Ross Stores,Consumer Discretionary,20,251.384995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,COST,Costco,Consumer Staples,21,953.5,,12,954.169983,-0.00070216,1,974.030029,-0.02038956,,,,,,,,,,,,,,,,,,,,,,,,
22,LULU,Lululemon Athletica,Consumer Discretionary,22,119.290001,,,,,23,119.029999,,12,120.32,-0.01072142,,,,,,,,,,,,,,,,,,,,,
23,FISV,Fiserv,Financials,23,53.715,,13,54.07,-0.00656556,34,55.630001,-0.02804244,,,,,,,,,,,,,,,,,,,,,,,,
24,EXE,Expand Energy,Energy,24,93.639999,,,,,,,,,,,,,,1,91.519997,,1,91.730003,-0.00228939,,,,,,,,,,,,
25,FOXA,Fox Corporation (Class A),Communication Services,25,58.290001,,,,,,,,,,,,,,,,,,,,,,,,,,11,57.48,,11,57.619999,-0.00242969
26,TRMB,Trimble Inc.,Information Technology,26,56.900002,,14,57.060001,-0.00280405,32,58.240002,-0.02026101,,,,,,,,,,,,,,,,,,,8,53.209999,,8,52.720001,0.00929435
27,GEHC,GE HealthCare,Health Care,27,68.175003,,8,69.940002,-0.02523590,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ADSK,Autodesk,Information Technology,28,234.520004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,218.350006,
29,INTU,Intuit,Information Technology,29,316.404999,,,,,,,,8,312.98999,,,,,,,,,,,,,,,,,,,,,,
30,ADBE,Adobe Inc.,Information Technology,30,250.039993,,,,,16,263.429993,,9,249.179993,0.05718758,,,,,,,,,,,,,,,,,,,5,237.25,
31,DASH,DoorDash,Consumer Discretionary,31,196.660004,,16,197.529999,-0.00440437,12,193.529999,0.02066863,,,,,,,,,,,,,,,,,,,,,,,,
32,ABNB,Airbnb,Consumer Discretionary,32,151.979996,,,,,9,153.009995,,17,153.110001,-0.00065316,,,,,,,,,,,,,,,,,,,,,
33,CDW,CDW Corporation,Information Technology,33,147.032501,,15,145.559998,0.01011612,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,BKNG,Booking Holdings,Consumer Discretionary,34,194.729996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,181.679993,
35,ROP,Roper Technologies,Information Technology,35,393.339996,,10,389.25,0.01050738,,,,25,390.920013,,2,375.019989,0.04239780,5,367.339996,0.02090704,,,,,,,,,,5,362.839996,,,,
36,FOX,Fox Corporation (Class B),Communication Services,36,52.049999,,19,52.34,-0.00554071,,,,,,,,,,,,,,,,,,,3,51.470001,,10,51.549999,-0.00155185,,,
37,ILMN,"Illumina, Inc. - Common Stock",,37,203.669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",,38,76.470001,,20,77.169998,-0.00907084,,,,,,,20,75.040001,,,,,,,,,,,,,,21,69.510002,,28,69.559998,-0.00071875
39,NTNX,"Nutanix, Inc. - Class A Common Stock",,39,59.105,,22,59.259998,-0.00261556,,,,44,59.049999,,18,56.849998,0.03869835,,,,,,,,,,,,,,,,,,
40,Z,"Zillow Group, Inc. - Class C Capital Stock",,40,34.189999,,,,,42,34.0,,,,,,,,,,,,,,,,,,,,19,33.029999,,,,
41,NTRS,Northern Trust,Financials,41,182.539993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PDD,PDD Holdings Inc. - American Depositary Shares,,42,88.279999,,25,87.440002,0.00960655,41,88.32,-0.00996375,,,,,,,,,,,,,,,,,,,,,,,,
43,PI,IMPINJ INC,Information Technology,43,148.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,APA,APA Corporation,Energy,44,37.130001,,24,36.330002,0.02202034,,,,,,,,,,,,,,,,,,,,,,17,34.84,,19,35.220001,-0.01078935
45,TMDX,TRANSMEDICS GROUP INC,Health Care,45,75.925003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,VC,VISTEON CORP,Consumer Discretionary,46,104.879997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ORKA,ORUKA THERAPEUTICS INC,Health Care,47,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,24,91.709999,,,,
48,LCID,LUCID GROUP INC,Consumer Discretionary,48,7.52,,29,8.12,-0.07389163,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,TCOM,Trip.com Group Limited - American Depositary Shares,,49,46.884998,,,,,,,,32,45.310001,,16,44.77,0.01206167,,,,,,,,,,,,,,,,,,
50,JBLU,JETBLUE AIRWAYS CORP,Industrials,50,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
