current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,DOLE,DOLE PLC,Consumer Staples,1,14.43,,,,,,,,,,,,,,,,,,,,,,,,,
2,MSFT,Microsoft,Information Technology,2,394.859985,,,,,,,,,,,,,,,,,,,,21,402.290009,,,,
3,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,3,29.92,,,,,,,,,,,,,,,,,,,,,,,,,
4,BKR,Baker Hughes,Energy,4,60.195,,,,,,,,,,,,,,,,,,,,,,,,,
5,REGN,Regeneron Pharmaceuticals,Health Care,5,695.025085,,42,695.179993,-0.00022283,,,,,,,,,,,,,,,,,,,26,676.690002,
6,EL,Estée Lauder Companies (The),Consumer Staples,6,84.75,,,,,,,,,,,,,,,,,,,,,,,,,
7,IFF,International Flavors & Fragrances,Materials,7,78.415001,,,,,,,,,,,,,,,,,,,,,,,,,
8,DXCM,Dexcom,Health Care,8,75.764999,,,,,,,,,,,,,,,,,,,,,,,,,
9,TNDM,TANDEM DIABETES CARE INC,Health Care,9,18.07,,,,,,,,,,,,,,,,,,,,,,,36,17.08,
10,FOX,Fox Corporation (Class B),Communication Services,10,52.299999,,,,,,,,,,,,,,,,,,,,30,51.549999,,,,
11,PTC,PTC Inc.,Information Technology,11,130.580002,,23,127.510002,0.02407654,,,,,,,,,,,,,,,,,,,,,
12,TMDX,TRANSMEDICS GROUP INC,Health Care,12,76.599998,,2,76.290001,0.00406340,,,,,,,,,,,,,,,,,,,,,
13,IEX,IDEX Corporation,Industrials,13,230.380005,,,,,,,,,,,,,,,,,,,,,,,,,
14,SMC,SUMMIT MIDSTREAM CORP,Energy,14,31.629999,,,,,,,,41,30.59,,,,,,,,,,,,,,,,
15,BKE,BUCKLE INC,Consumer Discretionary,15,45.25,,,,,,,,,,,,,,,,,,,,,,,,,
16,IDXX,Idexx Laboratories,Health Care,16,571.140015,,13,569.539978,0.00280935,,,,,,,,,,,,,,,,,,,,,
17,EXE,Expand Energy,Energy,17,93.050003,,,,,,,,13,91.519997,,16,91.730003,-0.00228939,15,93.169998,-0.01545557,,,,,,,,,
18,ACR,ACRES COMMERCIAL REALTY CORP,Financials,18,18.52,,,,,,,,,,,,,,,,,,,,,,,,,
19,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,19,44.285198,,,,,,,,,,,,,,,,,,,,,,,,,
20,CNXC,CONCENTRIX CORP,Industrials,20,26.4,,,,,,,,,,,,,,,,,,,,,,,,,
21,RDVT,RED VIOLET INC,Information Technology,21,68.080002,,,,,,,,,,,,,,,,,,,,,,,,,
22,UMBF,UMB FINANCIAL CORP,Financials,22,147.294998,,,,,,,,,,,,,,,,,,,,,,,,,
23,HSY,Hershey Company (The),Consumer Staples,23,185.764999,,,,,,,,,,,,,,,,,,,,,,,,,
24,SLB,Schlumberger,Energy,24,49.369999,,29,49.970001,-0.01200724,,,,,,,,,,,,,,,,,,,,,
25,CLX,Clorox,Consumer Staples,25,99.934998,,19,100.309998,-0.00373841,,,,,,,,,,,,,,,,,,,,,
26,TDAY,USA TODAY INC,Communication,26,8.96,,,,,,,,,,,,,,,,,,,,,,,,,
27,LHX,L3Harris,Industrials,27,297.230011,,,,,,,,,,,,,,,,,,,,,,,,,
28,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,28,32.630001,,,,,,,,,,,,,,,,,,,,,,,,,
29,BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,29,35.299999,,18,35.310001,-0.00028326,,,,,,,,,,,,,,,,,,,,,
30,NRDS,NERDWALLET INC CLASS A,Financials,30,9.6,,44,9.58,0.00208768,,,,,,,,,,,,,,,,,,,,,
31,XYL,Xylem Inc.,Industrials,31,123.459999,,32,125.010002,-0.01239903,,,,,,,,,,,,,,,,,,,,,
32,JJSF,J AND J SNACK FOODS CORP,Consumer Staples,32,81.260002,,33,79.519997,0.02188135,,,,,,,,,,,,,23,76.589996,,9,77.760002,-0.01504637,,,
33,LMAT,LEMAITRE VASCULAR INC,Health Care,33,103.809998,,9,102.300003,0.01476046,,,,,,,,,,,,,,,,,,,,,
34,GILD,Gilead Sciences,Health Care,34,134.050003,,16,134.320007,-0.00201015,,,,,,,,,,,,,,,,,,,40,134.279999,
35,CPK,CHESAPEAKE UTILITIES CORP,Utilities,35,137.610001,,,,,,,,,,,,,,,,,,,,,,,,,
36,OOMA,OOMA INC,Information Technology,36,21.5977,,,,,,,,,,,,,,,,,,,,,,,,,
37,XYZ,"Block, Inc.",Financials,37,82.230003,,,,,,,,,,,,,,,,,,,,,,,,,
38,SNY,Sanofi - American Depositary Shares,,38,45.509998,,,,,,,,,,,,,,,,,,,,,,,,,
39,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,39,231.354996,,,,,,,,,,,,,,,,,,,,,,,,,
40,UPWK,UPWORK INC,Industrials,40,9.54,,,,,,,,,,,,,,,,,,,,,,,,,
41,KVUE,Kenvue,Consumer Staples,41,19.725,,,,,,,,,,,,,,,,,,,,,,,,,
42,AVY,Avery Dennison,Materials,42,167.169998,,,,,,,,,,,,,,,,,,,,,,,,,
43,PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,43,4.81,,,,,,,,,,,,,,,,,,,,,,,,,
44,VGNT,VERSIGENT PLC,Consumer Discretionary,44,43.205002,,,,,,,,,,,,,,,,,,,,,,,,,
45,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,45,31.815001,,,,,,,,,,,,,,,,,,,,,,,,,
46,RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials,46,78.699997,,,,,,,,,,,,,,,,,,,,,,,,,
47,TAP,Molson Coors Beverage Company,Consumer Staples,47,43.299999,,10,42.5,0.01882351,,,,,,,,,,,,,,,,,,,,,
48,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,48,139.199997,,12,137.639999,0.01133390,,,,,,,,,,,,,,,,,,,,,
49,IIIV,I3 VERTICALS INC CLASS A,Information Technology,49,21.860001,,,,,,,,,,,,,,,,,,,,,,,,,
50,ASC,ARDMORE SHIPPING CORP,Energy,50,16.629999,,,,,15,16.389999,,,,,,,,,,,,,,,,,,,
