current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,QUBT,QUANTUM COMPUTING,Information Technology,11,9.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,NTRS,Northern Trust,Financials,12,187.350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SYRE,SPYRE THERAPEUTICS INC,Health Care,13,105.190002,,,,,,,,28,104.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,LQDA,LIQUIDIA,Health Care,14,89.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,86.220001,,,,,,,,,,,,,,,,
15,ORKA,ORUKA THERAPEUTICS INC,Health Care,15,103.089996,,,,,19,98.419998,,36,97.190002,0.01265558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,91.709999,,,,
16,PTGX,PROTAGONIST THERAPEUTICS,Health Care,16,148.289993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,ORCL,Oracle Corporation,Information Technology,17,149.809998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,LLY,Lilly (Eli),Health Care,18,1211.85498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,COHR,Coherent Corp.,Information Technology,19,334.493286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DIS,Walt Disney Company (The),Communication Services,20,102.989998,,,,,,,,43,101.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ALB,Albemarle Corporation,Materials,21,132.139999,,25,131.160004,0.00747175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,OXY,Occidental Petroleum,Energy,22,57.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,57.610001,,,,,,,,,,,,,
23,BAC,Bank of America,Financials,23,63.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,TGT,Target Corporation,Consumer Staples,24,151.839996,,,,,,,,,,,,,,,,,40,144.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,GPC,Genuine Parts Company,Consumer Discretionary,25,134.350006,,45,135.654999,-0.00961994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BSX,Boston Scientific,Health Care,26,50.494999,,,,,23,49.32,,,,,,,,,,,23,46.73,,39,46.0,0.01586957,,,,,,,32,45.509998,,,,,,,,,,,,,,,,,,,
27,BLK,BlackRock,Financials,27,1133.055054,,,,,44,1130.005005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BR,Broadridge Financial Solutions,Industrials,28,171.130005,,42,166.5,0.02780784,40,164.770004,0.01049946,,,,,,,,,,,,,,,,,,,,,,29,152.710007,,,,,,,,,,,,,,,,,43,149.910004,
29,FCX,Freeport-McMoRan,Materials,29,71.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESLT,Elbit Systems Ltd. - Ordinary Shares,,30,857.539978,,49,859.140015,-0.00186237,,,,,,,,,,,,,,,,,,,,,,37,818.590027,,,,,11,820.210022,,8,808.599976,0.01435821,,,,,,,,,,,,
31,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,31,36.419998,,50,38.669998,-0.05818464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CAMT,Camtek Ltd. - Ordinary Shares,,32,154.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,POET,POET Technologies Inc. - Common Shares,,33,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,XE,"X-Energy, Inc. - Class A Common Stock",,34,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CROX,"Crocs, Inc. - Common Stock",,35,139.880005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,LYFT,"Lyft, Inc. - Class A Common Stock",,36,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DBX,"Dropbox, Inc. - Class A Common Stock",,37,34.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,USAU,US GOLD CORP,Materials,38,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SMR,NUSCALE POWER CORP CLASS A,Industrials,39,9.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LWLG,LIGHTWAVE LOGIC,Information Technology,40,7.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FLOC,FLOWCO HOLDINGS CLASS A,Energy,41,21.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,IPI,INTREPID POTASH INC,Materials,42,36.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,43,61.9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,44,19.434999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,UPWK,UPWORK,Industrials,45,9.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BELFA,BEL FUSE CLASS A,Information Technology,46,234.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,47,39.880001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,VEL,VELOCITY FINANCIAL INC,Financials,48,18.334999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ALLO,ALLOGENE THERAPEUTICS,Health Care,49,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ESNT,ESSENT GROUP,Financials,50,68.379997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
