current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
12,USAU,US GOLD CORP,Materials,12,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GPOR,GULFPORT ENERGY,Energy,13,165.914993,,43,162.770004,0.01932167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,LWLG,LIGHTWAVE LOGIC,Information Technology,14,7.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FLOC,FLOWCO HOLDINGS CLASS A,Energy,15,21.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,16,19.434999,,34,19.895,-0.02312144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,SDRL,SEADRILL,Energy,17,46.240002,,17,43.314999,0.06752864,,,,,,,,,,,,,21,44.825001,,,,,,,,,,,,,,,,,,,,,,
18,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,18,39.880001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,VEL,VELOCITY FINANCIAL INC,Financials,19,18.334999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,JNJ,Johnson & Johnson,Health Care,20,259.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,259.23999,,,,
21,PCYO,PURE CYCLE CORP,Utilities,21,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,22,5.26,,,,,,,,,,,,,,3,5.34,,,,,,,,,,,,,,,,,,,,,,,,,
23,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,23,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,13.29,,,,
24,EQT,EQT Corporation,Energy,24,53.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,GRAL,GRAIL INC,Health Care,25,74.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,JOBY,JOBY AVIATION CLASS A,Industrials,26,8.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,FDX,FedEx,Industrials,27,325.140015,,35,318.549988,0.02068758,36,315.869995,0.00848448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,320.980011,
28,CRK,COMSTOCK RESOURCES,Energy,28,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,29,36.419998,,7,38.669998,-0.05818464,4,38.220001,0.01177386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SMR,NUSCALE POWER CORP CLASS A,Industrials,30,9.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,31,42.509998,,11,41.720001,0.01893569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,DIS,Walt Disney Company (The),Communication Services,32,102.989998,,,,,,,,4,101.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MCD,McDonald's,Consumer Discretionary,33,272.630005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TGT,Target Corporation,Consumer Staples,34,151.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,JBL,Jabil,Information Technology,35,343.359985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BBIO,"BridgeBio Pharma, Inc. - Common Stock",,36,84.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,INFQ,INFLEQTION INC,Information Technology,37,11.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,38,61.9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,39,24.459999,,,,,47,23.950001,,,,,,,,42,23.68,,,,,,,,41,23.35,,,,,,,,,,,,,,,,
40,CRSP,CRISPR THERAPEUTICS AG,Health Care,40,54.014999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,41,79.559998,,,,,,,,,,,,,,,,,,,,,,,,,,42,75.199997,,,,,,,,,,,,,
42,PDEX,PRO DEX INC,Health Care,42,66.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,43,36.365002,,,,,,,,,,,,,,,,,,,,,,,,,,49,35.310001,,,,,,,,,,,,,
44,CBLL,CERIBELL,Health Care,44,19.325001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ALG,ALAMO GROUP,Industrials,45,168.934998,,,,,,,,,,,21,170.789993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MPTI,M TRON INDUSTRIES INC,Information Technology,46,86.955002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
