current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,MC,MOELIS CLASS A,Financials,1,68.720001,,26,67.790001,0.01371884,,,,,,,,,,,,,,,,,,
2,ZS,"Zscaler, Inc. - Common Stock",,2,151.848206,,,,,,,,,,,,,,,,,,,,,,
3,ZBRA,Zebra Technologies,Information Technology,3,272.910004,,,,,,,,,,,,,,,,,,,,,,
4,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,4,26.025,,,,,,,,,,,,,,,,,,,,,,
5,OPCH,OPTION CARE HEALTH INC,Health Care,5,22.4,,,,,,,,,,,,,,,,,,,,,,
6,PG,Procter & Gamble,Consumer Staples,6,151.309998,,,,,,,,,,,,,,,,,,,,,,
7,JBI,JANUS INTERNATIONAL GROUP INC,Industrials,7,5.46,,,,,,,,,,,,,,,,,,,,,,
8,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,8,2.7901,,28,2.72,0.02577206,,,,,,,,,,,,,34,2.71,,,,
9,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,9,127.349998,,,,,,,,,,,,,,,,,,,,,,
10,TGLS,TECNOGLASS INC,Industrials,10,47.715,,,,,,,,,,,,,,,,,,,,,,
11,CI,Cigna,Health Care,11,298.01001,,,,,,,,,,,,,,,,,,,,,,
12,HLMN,HILLMAN SOLUTIONS CORP,Industrials,12,8.21,,,,,,,,,,,,,,,,,,,,,,
13,VEEV,Veeva Systems,Health Care,13,201.070007,,,,,,,,,,,,,,,,,,,,,,
14,SNA,Snap-on,Industrials,14,417.670013,,,,,,,,,,,,,,,,,,,,24,410.98999,
15,GRMN,Garmin,Consumer Discretionary,15,252.255005,,,,,,,,,,,,,,,,,,,,15,249.559998,
16,COF,Capital One,Financials,16,209.080002,,,,,,,,,,,,,,,,,,,,,,
17,AHRT,AH REALTY INC,Real Estate,17,7.11,,9,7.065,0.00636943,,,,,,,,,,,,,,,,,,
18,SRBK,SR BANCORP INC,Financials,18,19.51,,,,,,,,,,,,,,,,,,,,,,
19,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,19,9.8096,,,,,,,,,,,,,,,,,,,,,,
20,RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,20,65.760002,,,,,,,,,,,,,,,,,,,,,,
21,LKFN,LAKELAND FINANCIAL CORP,Financials,21,63.715,,8,63.349998,0.00576167,,,,,,,,,,,,,,,,,,
22,ECPG,ENCORE CAPITAL GROUP INC,Financials,22,96.07,,,,,,,,,,,,,,,,,,,,,,
23,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,23,64.339996,,,,,,,,,,,,,,,,,,,,,,
24,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,24,12.01,,,,,,,,,,,,,,48,11.82,,,,,,,
25,CRCT,CRICUT INC CLASS A,Consumer Discretionary,25,4.69,,,,,,,,,,,,,,,,,,,,,,
26,BRBS,BLUE RIDGE BANKSHARES INC,Financials,26,3.56,,,,,,,,,,,,,,,,,,,,,,
27,VICI,Vici Properties,Real Estate,27,27.145,,,,,,,,,,,,,,,,,,,,,,
