current_rank,ticker,name,sector,2026-09-22__predicted_rank,2026-09-22__close,2026-09-22__next_snapshot_return,2026-09-21__predicted_rank,2026-09-21__close,2026-09-21__next_snapshot_return,2026-09-18__predicted_rank,2026-09-18__close,2026-09-18__next_snapshot_return,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
17,VERA,VERA THERAPEUTICS CLASS A,Health Care,17,35.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,GILD,Gilead Sciences,Health Care,18,151.990005,,7,151.890106,0.00065771,6,150.110001,0.01185867,8,150.889999,-0.00516932,,,,,,,,,,,,,,,,,,,,,,,,
19,REX,REX AMERICAN RESOURCES,Energy,19,43.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,20,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,21,31.16,,17,30.65,0.01663948,28,31.019899,-0.01192457,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,GATX,GATX,Industrials,22,181.880005,,,,,,,,12,180.279999,,,,,,,,,,,,,,,,,,,,,,,,,
23,ADI,Analog Devices,Information Technology,23,386.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,24,64.389999,,20,64.279999,0.00171126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SONO,SONOS,Consumer Discretionary,25,16.465,,40,16.405001,0.00365736,48,15.53,0.05634263,44,16.07,-0.03360299,,,,,,,,,,,,,,,,,,,,,,,,
26,DDOG,Datadog,Information Technology,26,244.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CIFR,CIPHER DIGITAL INC,Information Technology,27,19.255501,,24,19.205,0.00262958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AVAV,"AeroVironment, Inc. - Common Stock",,28,158.479996,,16,162.945007,-0.02740195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,29,53.580002,,,,,44,52.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ANIP,ANI PHARMACEUTICALS,Health Care,30,77.040001,,43,79.004997,-0.02487179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,31,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,DXCM,Dexcom,Health Care,32,89.885002,,28,89.650002,0.00262131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,33,15.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,OCTV,Octave Intelligence plc - Class B Ordinary Shares,,34,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,NVDA,Nvidia,Information Technology,35,228.404999,,23,227.354996,0.00461834,15,222.270004,0.02287754,,,,,,,,,,,,,,,,,,,36,223.669998,,10,225.729996,-0.00912594,5,230.360001,-0.02009900
36,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,36,45.330002,,19,44.290001,0.02348162,17,44.740002,-0.01005814,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BWIN,BALDWIN INSURANCE GROUP CLASS A,Financials,37,31.940001,,39,31.9,0.00125395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,LOGI,Logitech International S.A. - Registered Shares,,38,104.589996,,31,104.449997,0.00134034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SITM,SiTime Corporation - Common Stock,,39,631.945007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,RIOT,RIOT PLATFORMS,Information Technology,40,24.66,,41,24.6101,0.00202762,,,,,,,,,,,,,,,,,,,,,,43,22.07,,,,,,,
41,NRC,NRC HEALTH,Health Care,41,21.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ROG,ROGERS,Information Technology,42,135.395004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,DMAC,DIAMEDICA THERAPEUTICS INC,Health Care,43,7.37,,44,7.34,0.00408719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LEGH,LEGACY HOUSING CORP,Consumer Discretionary,44,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PI,IMPINJ,Information Technology,45,186.009995,,48,183.649994,0.01285054,20,181.229996,0.01335319,11,179.729996,0.00834585,10,177.589996,0.01205023,,,,,,,3,176.820007,,,,,,,,,,,,,
46,COIN,Coinbase,Financials,46,198.789703,,47,203.074997,-0.02110203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BHE,BENCHMARK ELECTRONICS INC,Information Technology,47,81.285004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CRWD,CrowdStrike,Information Technology,48,245.990005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,VSTS,VESTIS,Industrials,49,14.11,,,,,,,,49,13.85,,,,,,,,,,,,,,,,,,,,,,,,,
50,FIVN,FIVE9,Information Technology,50,36.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
