current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
23,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,23,26.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,HTH,HILLTOP HOLDINGS INC,Financials,24,40.165001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,25,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,26,48.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,SIBN,SI BONE INC,Health Care,27,18.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,HBCP,HOME BANCORP INC,Financials,28,72.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CHMG,CHEMUNG FINANCIAL CORP,Financials,29,83.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,30,128.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,FXNC,FIRST NATIONAL CORP,Financials,31,32.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,III,INFORMATION SERVICES GROUP INC,Information Technology,32,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CUBI,CUSTOMERS BANCORP INC,Financials,33,82.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NAGE,NIAGEN BIOSCIENCE INC,Consumer Staples,34,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BVS,BIOVENTUS CLASS A,Health Care,35,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,36,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CRCT,CRICUT INC CLASS A,Consumer Discretionary,37,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CTSH,Cognizant,Information Technology,38,54.470001,,,,,,,,,,,,,,,,,5,47.049999,,,,,,,,,,,,,,,,,,,
39,SMCI,Supermicro,Information Technology,39,29.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,NVDA,Nvidia,Information Technology,40,210.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,GOOGL,Alphabet Inc. (Class A),Communication Services,41,375.755005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,NDSN,Nordson Corporation,Industrials,42,304.23999,,4,302.619995,0.00535323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,GEHC,GE HealthCare,Health Care,43,69.334999,,,,,,,,8,69.940002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,WDAY,"Workday, Inc.",Information Technology,44,167.654999,,,,,,,,1,158.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,VRSN,Verisign,Information Technology,45,296.149994,,1,298.890015,-0.00916732,3,290.019989,0.03058419,,,,29,290.920013,,7,281.149994,0.03475020,1,274.820007,0.02303321,,,,,,,,,,,,,,,,,,
46,ADBE,Adobe Inc.,Information Technology,46,252.600006,,,,,,,,,,,16,263.429993,,9,249.179993,0.05718758,,,,,,,,,,,,,,,,,,,5,237.25,
47,TRMB,Trimble Inc.,Information Technology,47,58.575001,,,,,,,,14,57.060001,,32,58.240002,-0.02026101,,,,,,,,,,,,,,,,,,,8,53.209999,,8,52.720001,0.00929435
48,ADP,Automatic Data Processing,Industrials,48,267.549988,,7,269.779999,-0.00826604,,,,,,,35,273.369995,,22,264.170013,0.03482599,,,,,,,,,,,,,,,,12,255.240005,,15,255.264999,-0.00009791
49,EXPE,Expedia Group,Consumer Discretionary,49,300.829987,,8,298.029999,0.00939499,,,,9,292.929993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CDW,CDW Corporation,Information Technology,50,150.054993,,13,147.699997,0.01594446,,,,15,145.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
