current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
37,ABR,ARBOR REALTY TRUST REIT INC,Financials,37,5.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,38,38.8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,39,16.105,,43,16.18,-0.00463535,,,,,,,,,,,,,,,,,,,,,,36,16.290001,,,,,,,,,,
40,HP,HELMERICH & PAYNE INC,Energy,40,34.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TDG,TransDigm Group,Industrials,41,1292.964966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,REI,RING ENERGY INC,Energy,42,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,DRVN,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary,43,14.725,,,,,,,,,,,19,14.97,,,,,,,,,,,,,,,,,,,,,,,,,
44,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,44,51.869999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50.439999,,,,
45,UPWK,UPWORK INC,Industrials,45,9.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SPOK,SPOK HOLDINGS INC,Communication,46,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,NOC,Northrop Grumman,Industrials,47,550.280029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,48,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,49,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MZTI,MARZETTI,Consumer Staples,50,109.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
