rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,AMKR,2026-07-02,2026-07-02,2026-08-04,55.869999,-0.19784641212214182,100.0,TRIM,True,23,硬止损: 持仓相对成本约 -19.8%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -14.5%; 动能转弱: RSI 43.1 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -40.3%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.4027792922679009,0.2228058704925775,-0.14480334777886572,43.098765023500185,exit-risk-trends.html#ticker-amkr
2,ON,2026-07-02,2026-07-02,2026-08-04,80.779999,-0.11444860650681199,100.0,SELL_NOW,True,23,硬止损: 持仓相对成本约 -11.4%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.3%; 动能转弱: 20日跌幅 -11.3%; 动能转弱: RSI 38.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -39.7%; SELL_NOW: Gap Fade Plus，高开 +4.8% 后收阴回落，收盘位于日内区间 27%，且有放量/派发确认,-0.39684907621849863,-0.04277758078892735,-0.11328209908412945,38.586127417026425,exit-risk-trends.html#ticker-on
3,QCOM,2026-07-02,2026-07-02,2026-08-04,162.669998,-0.07704965673758868,100.0,TRIM,True,23,硬止损: 持仓相对成本约 -7.7%，超过 -7% 防线; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.1%; 动能转弱: RSI 42.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -35.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3519640052272488,-0.0012893356676899614,-0.11094716559574158,42.41225496348427,exit-risk-trends.html#ticker-qcom
4,ROK,2026-07-02,2026-07-02,2026-08-04,445.299988,-0.05596782558487623,100.0,TRIM,True,1,硬止损观察: 持仓约 -5.6% 且收盘跌破 EMA26; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA50; 新鲜破位: 收盘新跌破 EMA26; 新鲜破位: MACD 新转空; 新鲜破位: 放量下跌，成交量约为20日均量 2.6 倍; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -5.5%; 动能转弱: RSI 41.5 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: 63日高点回撤 -10.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.10054940677697,-0.0549059241594817,-0.05033057432711341,41.49712310410804,exit-risk-trends.html#ticker-rok
5,VRT,2026-07-02,2026-07-02,2026-08-04,269.850006,-0.1020862912257886,100.0,TRIM,True,18,硬止损: 持仓相对成本约 -10.2%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.7%; 动能转弱: RSI 45.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -28.3%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.28275257658804887,0.0010758569600524126,-0.11692513423662132,44.98851089372137,exit-risk-trends.html#ticker-vrt
6,FIGR,2026-06-26,2026-06-30,2026-08-04,27.639999,-0.09996744057204299,96.0,TRIM,True,27,硬止损: 持仓相对成本约 -10.0%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.0%; 动能转弱: RSI 46.2 低于50; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -36.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3613678456877968,0.0032667877773788767,-0.10967952971493,46.2460343738097,exit-risk-trends.html#ticker-figr
7,FTV,2026-07-06,2026-07-06,2026-08-04,60.509998,-0.04858490718820452,88.0,WATCH,True,5,硬止损观察: 持仓约 -4.9% 且收盘跌破 EMA26; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -5.6%; 动能转弱: RSI 48.5 低于50; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26,-0.055858920634040854,-0.055858920634040854,-0.03261392538151753,48.481925999290546,exit-risk-trends.html#ticker-ftv
8,NOK,2026-07-02,2026-07-02,2026-07-06,12.51,0.036454018227009,88.0,WATCH,True,22,利润保护: 收盘 $12.51 跌破 3ATR 动态保护线 $14.19; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -24.7%; 动能转弱: RSI 41.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -25.8%,-0.2575667655786351,-0.03843197540353571,-0.24729241877256325,41.59827405402243,exit-risk-trends.html#ticker-nok
9,CMG,2026-07-02,2026-07-02,2026-08-04,33.8204,-0.044351484723127665,79.0,TRIM,True,1,硬止损观察: 持仓约 -4.4% 且收盘跌破 EMA26; 硬止损观察: 未盈利持仓出现新跌破 EMA26; 新鲜破位: 收盘新跌破 EMA26; 新鲜破位: 放量下跌，成交量约为20日均量 2.5 倍; 动能转弱: RSI 48.7 低于50; 结构弱势: 63日高点回撤 -12.2%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.12200415368639672,0.009262966831570463,-0.015417701043243137,48.68539722086971,exit-risk-trends.html#ticker-cmg
10,GLW,2026-07-06,2026-07-06,2026-08-04,159.910004,-0.17910676828891026,76.0,TRIM,True,22,硬止损: 持仓相对成本约 -17.9%，超过 -7% 防线; 动能转弱: 20日跌幅 -13.7%; 动能转弱: RSI 48.7 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -37.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3745942244546582,0.26902627935836376,-0.1373934637664943,48.66657682292304,exit-risk-trends.html#ticker-glw
11,IBM,2026-07-02,2026-07-02,2026-08-04,235.110001,-0.1879317147943108,76.0,TRIM,True,16,硬止损: 持仓相对成本约 -18.8%，超过 -7% 防线; 动能转弱: 20日跌幅 -23.2%; 动能转弱: RSI 48.3 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -28.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2858791934371985,0.03322345814251659,-0.23199295345126325,48.34596235661115,exit-risk-trends.html#ticker-ibm
12,INTC,2026-07-02,2026-07-02,2026-08-04,100.860001,-0.1619443068042261,76.0,TRIM,True,23,硬止损: 持仓相对成本约 -16.2%，超过 -7% 防线; 动能转弱: 20日跌幅 -8.6%; 动能转弱: RSI 49.4 低于50; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -28.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2843763334131356,0.16871376006788785,-0.08633026620464057,49.36011783565839,exit-risk-trends.html#ticker-intc
