current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,1,25.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,2,16.105,,,,,,,,,,,,,,,,,,,,,,,,,,49,16.290001,,,,,,,,,,
3,XPRO,EXPRO LTD,Energy,3,16.558001,,21,15.96,0.03746873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,16.48,
4,CSCO,Cisco,Information Technology,4,119.510002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TBCH,TURTLE BEACH,Information Technology,5,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,6,5.17,,44,5.34,-0.03183521,,,,,,,,,,,,,,,,,,,34,5.4,,,,,,,,,,,,,
7,CODI,COMPASS DIVERSIFIED,Financials,7,10.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,IDXX,Idexx Laboratories,Health Care,8,589.859985,,,,,37,559.070007,,43,558.799988,0.00048321,33,569.77002,-0.01925344,13,569.539978,0.00040391,,,,,,,,,,,,,,,,,,,,,
9,MGRC,MCGRATH RENT,Industrials,9,121.105003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,10,11.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,JBI,JANUS INTERNATIONAL GROUP INC,Industrials,11,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,LASR,NLIGHT INC,Information Technology,12,74.620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,TCOM,Trip.com Group Limited - American Depositary Shares,,13,46.810001,,,,,,,,,,,,,,37,45.310001,,,,,,,,,,,,,,,,,,,,,,
14,KE,KIMBALL ELECTRONICS INC,Information Technology,14,26.495001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SMCI,Supermicro,Information Technology,15,29.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
