current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,REPX,RILEY EXPLORATION PERMIAN INC,Energy,11,36.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,35.27,,,,,21,35.0,
12,NFLX,Netflix,Communication Services,12,75.489998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,FDX,FedEx,Industrials,13,324.63501,,,,,30,315.869995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,320.980011,,,,,,,,,,
14,KNTK,KINETIK HOLDINGS CLASS A,Energy,14,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,INTU,Intuit,Information Technology,15,334.195007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,JNJ,Johnson & Johnson,Health Care,16,259.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,259.23999,,,,,,,,,,,,,
17,CRSP,CRISPR THERAPEUTICS AG,Health Care,17,53.619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,18,25.225,,,,,48,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23.08,,,,,,,,,,
19,DAN,DANA INCORPORATED INC,Consumer Discretionary,19,29.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RGTI,RIGETTI COMPUTING,Information Technology,20,17.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USPH,US PHYSICAL THERAPY INC,Health Care,21,80.879997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WBD,Warner Bros. Discovery,Communication Services,22,26.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CNX,CNX RESOURCES,Energy,23,36.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,34.450001,,50,34.639999,-0.00548493,27,33.639999,0.02972652,,,,,,
24,HSTM,HEALTHSTREAM,Health Care,24,29.440001,,,,,,,,,,,,,,,,,,,,,,,,,,46,28.85,,,,,,,,,,,,,,,,,,,,,,
25,UPWK,UPWORK,Industrials,25,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,26,13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13.29,,,,,,,,,,,,,
27,GIS,General Mills,Consumer Staples,27,37.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,28,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,DOX,Amdocs Limited - Ordinary Shares,,29,58.490002,,28,58.549999,-0.00102471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,STE,Steris,Health Care,30,237.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,218.595001,,,,,,,,,,,,,,,,,48,217.839996,
31,JBL,Jabil,Information Technology,31,342.13501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,INFQ,INFLEQTION INC,Information Technology,32,11.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CEG,Constellation Energy,Utilities,33,271.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,34,5.27,,,,,,,,,,,,,,3,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,TW,Tradeweb Markets Inc. - Class A Common Stock,,35,103.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,102.014999,,,,,,,,,,,,,,,,,,,
36,MOS,Mosaic Company (The),Materials,36,23.245001,,,,,33,23.455,,3,23.42,0.00149445,,,,,,,,,,38,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,37,259.51001,,,,,,,,,,,30,239.529999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,WS,WORTHINGTON STEEL INC,Materials,38,38.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,COP,ConocoPhillips,Energy,39,122.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,115.665001,,24,114.709999,0.00832536
40,SIBN,SI BONE,Health Care,40,18.924999,,,,,,,,,,,,,,,,,,,,,,,,,,32,17.93,,,,,,,,,,,,,,,,,,,,,,
41,OXY,Occidental Petroleum,Energy,41,58.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,GOLD,GOLD INC,Consumer Discretionary,42,43.674999,,,,,,,,,,,,,,35,42.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,HPK,HIGHPEAK ENERGY INC,Energy,43,7.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PAR,PAR TECHNOLOGY,Information Technology,44,17.855,,,,,,,,,,,,,,,,,,,,,,,,,,36,17.139999,,,,,,,,,,,,,,,,,,,,,,
45,VEL,VELOCITY FINANCIAL INC,Financials,45,18.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PEGA,Pegasystems Inc. - Common Stock,,46,33.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,47,16.5,,,,,,,,,,,,,,32,16.18,,,,,,,,,,,,,,,,,,,,,,,32,16.290001,,,,,,,,,,
48,LEU,CENTRUS ENERGY CLASS A,Energy,48,189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,NVCR,NOVOCURE,Health Care,49,17.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,NE,NOBLE CORPORATION PLC,Energy,50,43.380001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,43.150002,,9,43.27,-0.00277324,,,,,,,,,,,,,,,
