current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AVGO,Broadcom,Information Technology,1,388.309998,,15,389.279999,-0.00249178,,,,,,,,,,,,,,,,,,,35,396.809998,,,,,,,,,,
2,APO,Apollo Global Management,Financials,2,127.754997,,9,125.699997,0.01634845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ETN,Eaton Corporation,Industrials,3,430.345001,,,,,,,,,,,,,,,,,,,,47,415.100006,,,,,,,,,,,,,
4,ANET,Arista Networks,Information Technology,4,181.0,,10,180.315002,0.00379890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,FTNT,Fortinet,Information Technology,5,164.089996,,18,161.949997,0.01321395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,INVH,Invitation Homes,Real Estate,6,30.415001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,XPRO,EXPRO LTD,Energy,7,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,BA,Boeing,Industrials,8,226.910004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,9,16.075001,,,,,,,,,,,,,,,,,,,,,,,50,16.290001,,,,,,,,,,
10,CG,The Carlyle Group Inc. - Common Stock,,10,47.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT,WISDOMTREE INC,Financials,11,20.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AVT,"Avnet, Inc. - Common Stock",,12,90.089996,,8,88.839996,0.01407024,,,,,,,,,,,,,,,,,,,,,,45,89.849998,,,,,,,
13,OVLY,OAK VALLEY BANCORP,Financials,13,33.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,SDRL,SEADRILL LTD,Energy,14,43.18,,3,44.825001,-0.03669829,,,,,,,,,,,,,,,,,,,,,,41,43.959999,,32,42.456001,0.03542486,,,
15,AMPL,AMPLITUDE INC CLASS A,Information Technology,15,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TWST,TWIST BIOSCIENCE CORP,Health Care,16,98.6399,,,,,,,,,,,,,,,,,,,,,,,39,94.209999,,21,95.860001,-0.01721262,,,,,,
17,BETA,BETA TECHNOLOGIES INC CLASS A,Industrials,17,19.4,,12,18.950001,0.02374665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,LYB,LyondellBasell,Materials,18,61.779999,,29,62.110001,-0.00531319,,,,,,,,,,,,,25,60.334999,,19,61.709999,-0.02228164,,,,,,,,,,,,
19,EE,EXCELERATE ENERGY INC CLASS A,Energy,19,39.009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CTRI,CENTURI HOLDINGS INC,Industrials,20,28.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PLAB,PHOTRONICS INC,Information Technology,21,31.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DOW,Dow Inc.,Materials,22,30.35,,37,30.290001,0.00198082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BNTX,BioNTech SE - American Depositary Shares,,23,92.790001,,,,,,,,5,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
24,CADL,CANDEL THERAPEUTICS INC,Health Care,24,10.1,,27,10.01,0.00899101,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,10.18,
25,DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care,25,74.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,26,16.860001,,7,17.65,-0.04475915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,27,26.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,JOE,ST JOE,Real Estate,28,63.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,UCB,UNITED COMMUNITY BANKS INC,Financials,29,35.84,,,,,31,35.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,OKTA,"Okta, Inc. - Class A Common Stock",,30,143.210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CSCO,Cisco,Information Technology,31,115.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,OPBK,OP BANCORP,Financials,32,16.030001,,,,,,,,,,,,,,,,,3,15.66,,,,,,,,,,,,,,,,
33,EOG,EOG Resources,Energy,33,146.955002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NBR,NABORS INDUSTRIES LTD,Energy,34,83.639999,,13,85.620003,-0.02312548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,WFRD,Weatherford International plc - Ordinary shares,,35,87.43,,39,87.790001,-0.00410071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
