current_rank,ticker,name,sector,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,VRSN,Verisign,Information Technology,1,275.809998,,,,,,,
2,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,2,43.029999,,,,,4,42.82,
3,EMR,Emerson Electric,Industrials,3,147.580002,,2,144.869995,0.01870648,,,
4,TNC,TENNANT,Industrials,4,88.025002,,,,,,,
5,TRMK,TRUSTMARK CORP,Financials,5,46.619999,,,,,,,
6,CSW,CSW INDUSTRIALS INC,Industrials,6,292.149994,,26,290.519989,0.00561065,9,282.359985,0.02889929
7,KWR,QUAKER HOUGHTON CORP,Materials,7,151.824997,,,,,46,152.210007,
8,BFST,BUSINESS FIRST BANCSHARES INC,Financials,8,31.32,,,,,,,
9,RSVR,RESERVOIR MEDIA INC,Communication,9,10.695,,4,10.5,0.01857143,25,10.26,0.02339181
10,ATKR,ATKORE INC,Industrials,10,75.440002,,,,,,,
11,SFST,SOUTHERN FIRST BANCSHARES INC,Financials,11,61.459999,,,,,,,
12,BSRR,SIERRA BANCORP,Financials,12,42.0,,,,,,,
13,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,13,61.75,,,,,,,
14,HZO,MARINEMAX INC,Consumer Discretionary,14,35.695,,,,,,,
15,XEL,Xcel Energy,Utilities,15,81.349998,,6,80.769997,0.00718090,,,
16,GWW,W. W. Grainger,Industrials,16,1375.63501,,9,1367.42395,0.00600477,,,
17,FTV,Fortive,Industrials,17,61.970001,,,,,,,
18,JCI,Johnson Controls,Industrials,18,142.763306,,,,,,,
19,ARES,Ares Management,Financials,19,124.455002,,,,,,,
20,FDS,FactSet,Financials,20,252.929993,,,,,,,
21,XYL,Xylem Inc.,Industrials,21,119.019997,,,,,,,
22,ETN,Eaton Corporation,Industrials,22,403.200012,,33,415.100006,-0.02866778,17,407.065002,0.01973887
23,CARR,Carrier Global,Industrials,23,68.614998,,7,69.129997,-0.00744972,,,
24,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,24,183.274994,,,,,,,
25,VREX,VAREX IMAGING CORP,Health Care,25,10.95,,,,,,,
26,MMS,MAXIMUS INC,Industrials,26,59.755001,,,,,,,
27,KMPR,KEMPER CORP,Financials,27,28.735001,,,,,,,
28,WSBF,WATERSTONE FINANCIAL INC,Financials,28,20.23,,,,,,,
29,MLAB,MESA LABORATORIES INC,Health Care,29,97.82,,,,,6,98.57,
30,CDRE,CADRE HOLDINGS INC,Industrials,30,30.775,,25,30.49,0.00934733,24,29.93,0.01871032
31,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,31,28.775,,,,,,,
32,ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,32,5.635,,,,,,,
33,FUNC,FIRST UNITED CORP,Financials,33,44.689999,,,,,,,
34,EXPO,EXPONENT INC,Industrials,34,61.690102,,,,,,,
35,TITN,TITAN MACHINERY INC,Industrials,35,19.879999,,,,,,,
36,TRMB,Trimble Inc.,Information Technology,36,53.009998,,,,,,,
37,ARGX,argenx SE - American Depositary Shares,,37,910.97998,,20,924.599976,-0.01473069,,,
38,SW,Smurfit Westrock,Materials,38,47.035,,,,,16,44.5,
39,BX,Blackstone Inc.,Financials,39,128.160004,,37,124.489998,0.02948033,,,
40,PKG,Packaging Corporation of America,Materials,40,249.139999,,1,234.110001,0.06420058,35,228.130005,0.02621311
41,RCL,Royal Caribbean Group,Consumer Discretionary,41,295.630005,,,,,,,
42,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,42,11.34,,,,,,,
43,EGBN,EAGLE BANCORP INC,Financials,43,28.33,,3,27.6,0.02644928,,,
44,ZUMZ,ZUMIEZ INC,Consumer Discretionary,44,18.93,,,,,,,
45,ENR,ENERGIZER HOLDINGS INC,Consumer Staples,45,20.91,,14,20.65,0.01259080,,,
46,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,46,41.439999,,27,41.615002,-0.00420529,,,
47,SAM,BOSTON BEER INC CLASS A,Consumer Staples,47,180.464996,,,,,,,
48,CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,48,29.6,,5,29.82,-0.00737760,,,
49,LGIH,LGI HOMES INC,Consumer Discretionary,49,59.360001,,,,,,,
50,KN,KNOWLES CORP,Information Technology,50,37.755001,,29,38.810001,-0.02718371,,,
