current_rank,ticker,name,sector,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,Z,"Zillow Group, Inc. - Class C Capital Stock",,1,34.810001,,,,,,,,20,34.139999,,,,,,,,,,,,,,,,,,,,40,34.060001,,,,,30,34.0,,,,,,,,,,,,,,,,
2,FCEL,FUELCELL ENERGY INC,Industrials,2,22.389999,,,,,,,,,,,,,,,,,,,,,,,43,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,FIX,Comfort Systems USA,Industrials,3,1780.505005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PANL,PANGAEA LOGISTICS SOLUTIONS,Industrials,4,7.445,,26,7.535,-0.01194426,,,,,,,,,,33,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,5,11.54,,2,11.415,0.01095050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,NHC,NATIONAL HEALTHCARE CORP,Health Care,6,224.350006,,,,,,,,,,,,,,,,,,,,14,222.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,KE,KIMBALL ELECTRONICS INC,Information Technology,7,25.841,,1,25.627501,0.00833086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,24.91,,,,
8,BVFL,BV FINANCIAL INC,Financials,8,21.299999,,3,21.639999,-0.01571165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ONIT,ONITY GROUP INC,Financials,9,38.965,,9,38.84,0.00321833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,FISV,Fiserv,Financials,10,54.189999,,,,,,,,,,,,,,42,52.41,,18,54.110001,-0.03141750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,UPST,UPSTART HOLDINGS,Financials,11,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,12,132.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,128.229996,,10,139.669998,-0.08190737,1,137.639999,0.01474861,,,,,,,,,,,,
13,HLT,Hilton Worldwide,Consumer Discretionary,13,326.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,STNG,SCORPIO TANKERS,Energy,14,79.620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,VERX,VERTEX INC CLASS A,Information Technology,15,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.91,,,,,,,,,,,,,,,,,,,,,,
16,MC,MOELIS CLASS A,Financials,16,68.580002,,,,,,,,,,,,,,,,,,,,,,,,,,19,68.540001,,,,,5,68.349998,,,,,,,,,,,,,,,,,,,
17,TRVI,TREVI THERAPEUTICS,Health Care,17,18.389999,,7,18.57,-0.00969311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PIPR,PIPER SANDLER COMPANIES,Financials,18,77.440002,,,,,,,,,,,,,,,,,,,,8,76.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,OCFC,OCEANFIRST FINANCIAL CORP,Financials,19,19.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RNA,ATRIUM THERAPEUTICS INC,Health Care,20,12.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ASUR,ASURE SOFTWARE INC,Industrials,21,8.535,,,,,,,,,,,,,,,,,,,,,,,,,,34,8.76,,20,8.03,0.09090909,,,,,,,,,,,,,,,,,,,,,
22,AKTS,AKTIS ONCOLOGY INC,Health Care,22,24.834999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LIVN,LIVANOVA PLC,Health Care,23,82.089996,,4,82.040001,0.00060940,1,80.779999,0.01559795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PCG,PG&E Corporation,Utilities,24,17.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CF,CF Industries,Materials,25,118.745003,,5,116.324997,0.02080383,11,120.099998,-0.03143215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,OFRM,ONCE UPON A FARM PBC,Consumer Staples,26,17.530001,,6,17.450001,0.00458453,19,17.450001,0.00000000,,,,47,17.93,,22,17.879999,0.00279648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,GENB,GENERATE BIOMEDICINES INC,Health Care,27,15.43,,10,15.125,0.02016529,3,15.09,0.00231942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,SWMR,SWARMER INC,Industrials,28,41.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,DIBS,1STDIBS COM INC,Consumer Discretionary,29,4.87,,11,4.855,0.00308960,6,4.85,0.00103093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SLNH,SOLUNA HOLDINGS INC,Information Technology,30,1.3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MLYS,MINERALYS THERAPEUTICS,Health Care,31,25.780001,,8,26.4,-0.02348481,4,27.049999,-0.02402954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,27.209999,,,,,,,,,,
32,LYTS,LSI INDUSTRIES INC,Industrials,32,24.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,33,133.615005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,126.089996,,,,,,,,,,,,,,,,
34,AMD,Advanced Micro Devices,Information Technology,34,507.820007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BNTX,BioNTech SE - American Depositary Shares,,35,92.949997,,,,,,,,32,92.800003,,14,92.800003,0.00000000,1,93.669998,-0.00928787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,SUPN,SUPERNUS PHARMACEUTICALS,Health Care,36,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,46.57,,5,47.73,-0.02430337,,,,,,,,,,,,
37,F,Ford Motor Company,Consumer Discretionary,37,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,HMH,HMH HOLDING INC CLASS A,Energy,38,20.52,,,,,,,,29,19.91,,8,20.5,-0.02878049,,,,41,19.93,,13,20.620001,-0.03346270,,,,,,,32,20.790001,,12,20.120001,0.03330020,,,,,,,,,,,,,,,,44,21.049999,
39,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,39,40.420101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,41.615002,,,,
40,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,40,24.639999,,,,,,,,,,,,,,,,,,,,,,,27,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ANAB,ANAPTYSBIO,Health Care,41,58.064999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TH,TARGET HOSPITALITY,Consumer Discretionary,42,17.34,,,,,,,,42,16.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,KURA,KURA ONCOLOGY,Health Care,43,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,RRR,RED ROCK RESORTS ORS CLASS A,Consumer Discretionary,44,63.880001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,EPM,EVOLUTION PETROLEUM CORP,Energy,45,3.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,KDP,Keurig Dr Pepper,Consumer Staples,46,31.325001,,,,,,,,,,,,,,,,,,,,30,30.75,,11,31.1,-0.01125402,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,DDOG,Datadog,Information Technology,47,256.269989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",,48,78.860001,,,,,,,,,,,,,,,,,,,,,,,,,,44,75.629997,,,,,,,,,,,,,,,,,,,,,,,,,
49,SNY,Sanofi - American Depositary Shares,,49,43.654999,,13,43.915001,-0.00592057,8,43.709999,0.00469005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ALGN,Align Technology,Health Care,50,181.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
