rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,AXP,2026-07-02,2026-07-02,2026-09-25,305.054993,-0.1332679827236385,100.0,TRIM,True,22,硬止损: 持仓相对成本约 -13.3%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -8.7%; 动能转弱: RSI 32.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -15.6%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.15630448573130673,-0.020878819623050493,-0.08709902636941547,32.02542974540708,exit-risk-trends.html#ticker-axp
2,CLX,2026-06-26,2026-06-30,2026-09-25,82.129997,-0.13945939565256926,100.0,TRIM,True,18,硬止损: 持仓相对成本约 -13.9%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -20.7%; 动能转弱: RSI 29.1 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -24.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.24129333025404154,-0.011672695828464308,-0.20746888567409683,29.10963039313839,exit-risk-trends.html#ticker-clx
3,CMG,2026-07-02,2026-07-02,2026-09-25,31.780001,-0.10200616281452857,100.0,TRIM,True,9,硬止损: 持仓相对成本约 -10.2%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.9%; 动能转弱: 20日跌幅 -14.6%; 动能转弱: RSI 31.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -17.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.17497401349948094,-0.04935683517798384,-0.146157975654004,31.7293988399865,exit-risk-trends.html#ticker-cmg
4,ERIE,2026-07-02,2026-07-02,2026-09-25,218.399994,-0.15756993635486982,100.0,TRIM,True,9,硬止损: 持仓相对成本约 -15.8%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -8.6%; 动能转弱: 20日跌幅 -15.8%; 动能转弱: RSI 28.8 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -18.7%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.1870161487297416,-0.08638363832189544,-0.15818689363099836,28.804509797576245,exit-risk-trends.html#ticker-erie
5,FIGR,2026-06-26,2026-06-30,2026-09-25,32.130001,0.046239076725466566,100.0,WATCH,True,11,利润保护: 收盘 $32.13 跌破 3ATR 动态保护线 $33.65; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位: EMA9 新下穿 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -9.5%; 动能转弱: 20日跌幅 -15.5%; 动能转弱: RSI 43.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -21.9%,-0.21900822117180907,-0.0946745790546869,-0.1549184376643873,43.391795024115,exit-risk-trends.html#ticker-figr
6,J,2026-06-26,2026-06-30,2026-09-25,136.399994,0.08253963492063487,100.0,WATCH,True,3,利润保护: 盈利持仓从阶段高位回撤 -10.3%; 利润保护: 收盘 $136.40 跌破 3ATR 动态保护线 $141.86; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.9%; 动能转弱: 20日跌幅 -9.4%; 动能转弱: RSI 35.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -10.3%,-0.10251350447462837,-0.04881450692389844,-0.09440978271178402,35.36700102802395,exit-risk-trends.html#ticker-j
7,KMB,2026-07-06,2026-07-06,2026-09-25,97.0,-0.14166889405063454,100.0,TRIM,True,14,硬止损: 持仓相对成本约 -14.2%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.8%; 动能转弱: RSI 30.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -15.5%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.15461040883058064,-0.008788074710933236,-0.11802148250532418,30.611071143990856,exit-risk-trends.html#ticker-kmb
8,PCAR,2026-07-06,2026-07-06,2026-09-25,111.959999,-0.11079346006533364,100.0,TRIM,True,19,硬止损: 持仓相对成本约 -11.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.5%; 动能转弱: RSI 25.0 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -19.0%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.1899284181354538,-0.03532654722258388,-0.11522049853626926,25.036055615250646,exit-risk-trends.html#ticker-pcar
9,PYPL,2026-07-06,2026-07-06,2026-09-25,53.325001,0.18263475271678864,100.0,WATCH,True,18,利润保护: 曾有较大盈利但63日高点回撤 -14.4%; 利润保护: 收盘 $53.33 跌破 3ATR 动态保护线 $57.66; 利润保护: 阶段回撤扩大且价格低于 EMA26; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -13.3%; 动能转弱: RSI 44.7 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -14.4%,-0.14406096539423696,0.017458519366533087,-0.13250365816652587,44.65359751510837,exit-risk-trends.html#ticker-pypl
10,RCL,2026-06-26,2026-06-30,2026-09-25,238.804993,-0.24792934918883047,100.0,TRIM,True,29,硬止损: 持仓相对成本约 -24.8%，超过 -7% 防线; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -16.1%; 动能转弱: RSI 30.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -27.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2706463150742102,-0.028497640685876457,-0.1614992870013744,30.636321061385317,exit-risk-trends.html#ticker-rcl
